shape	iterations	best_vx_q1	best_vx_q3	best_vx_median
1111	0	0.0116685783031285	0.0297193003498862	0.0224401080540868
1111	1	0.0284818040341404	0.0442364957269154	0.0360879521779227
1111	2	0.0360879521779227	0.0805573742383439	0.0442364957269154
1111	3	0.0677456059546375	0.1162817901644725	0.0805573742383439
1111	4	0.0677456059546375	0.1221685602430987	0.0928457497141109
1111	5	0.0677456059546375	0.2450603241800517	0.0928457497141109
1111	6	0.0677456059546375	0.2450603241800517	0.1692602196805805
1111	7	0.1053242885996545	0.2702069450840173	0.1692602196805805
1111	8	0.1217417292977032	0.2977303335022245	0.1692602196805805
1111	9	0.1217417292977032	0.384937920701869	0.2475730019073416
1111	10	0.1386089853810601	0.4875775489795991	0.2768110463369958
1111	11	0.1391530742043444	0.4875775489795991	0.4733139302183369
1111	12	0.1481527847907833	0.532673425214014	0.4733139302183369
1111	13	0.159172056295742	0.532673425214014	0.5273523990741366
1111	14	0.159172056295742	0.5733523174268527	0.5450146814857452
1111	15	0.1623758193308393	0.6243738965233202	0.5846973227414531
1111	16	0.1780195061019114	0.6243738965233202	0.6004084681577497
1111	17	0.1780195061019114	0.6243738965233202	0.6004084681577497
1111	18	0.1782568727465955	0.6285681288560816	0.6004084681577497
1111	19	0.1782568727465955	0.6366009070736277	0.6285681288560816
1111	20	0.1782568727465955	0.6366009070736277	0.6285681288560816
1111	21	0.1782568727465955	0.6425321014102262	0.6394252140215831
1111	22	0.1782568727465955	0.6428233411935823	0.6394252140215831
1111	23	0.1782568727465955	0.6428233411935823	0.6394252140215831
1111	24	0.1782568727465955	0.6532456867967734	0.6394252140215831
1111	25	0.1791272740284169	0.6542424314051756	0.6430351844369765
1111	26	0.1791272740284169	0.6542424314051756	0.6430351844369765
1111	27	0.1791272740284169	0.6542424314051756	0.6430351844369765
1111	28	0.1791272740284169	0.6542424314051756	0.6430351844369765
1111	29	0.1910875852687065	0.6560331017489343	0.6542424314051756
1111	30	0.1910875852687065	0.667312813041554	0.6593000593052711
1111	31	0.1910875852687065	0.667312813041554	0.6593000593052711
1111	32	0.1910875852687065	0.667312813041554	0.664929261747015
1111	33	0.1910875852687065	0.667312813041554	0.664929261747015
1111	34	0.1910875852687065	0.667312813041554	0.664929261747015
1111	35	0.1910875852687065	0.6695363730315768	0.667312813041554
1111	36	0.1910875852687065	0.6695363730315768	0.667312813041554
1111	37	0.1910875852687065	0.6695363730315768	0.667312813041554
