shape	iterations	best_vx_q1	best_vx_q3	best_vx_median
11111111-11111111-11111110	0	0.1241690769043392	0.2450073916222814	0.2230391562381102
11111111-11111111-11111110	1	0.3676180703348653	0.4646161626033901	0.388219628983708
11111111-11111111-11111110	2	0.4340904669115566	0.5196370555562915	0.5003999204018508
11111111-11111111-11111110	3	0.5003999204018508	0.5364896640649627	0.5196370555562915
11111111-11111111-11111110	4	0.5003999204018508	0.5364896640649627	0.5196370555562915
11111111-11111111-11111110	5	0.516048681230907	0.5608020437123334	0.5196370555562915
11111111-11111111-11111110	6	0.516048681230907	0.6093012967854599	0.5608020437123334
11111111-11111111-11111110	7	0.5581563812237487	0.6308242630887587	0.6050974952176358
11111111-11111111-11111110	8	0.5673419065543204	0.6813247587852159	0.6610854420488482
11111111-11111111-11111110	9	0.6322618436485085	0.6813247587852159	0.6610854420488482
11111111-11111111-11111110	10	0.6322618436485085	0.7625630120483675	0.6610854420488482
11111111-11111111-11111110	11	0.6584086009863197	0.7751449942689567	0.7054096066464636
11111111-11111111-11111110	12	0.6867668694998388	0.7757272066143895	0.7054096066464636
11111111-11111111-11111110	13	0.7160502344138213	0.8314364390296018	0.7812936218053331
11111111-11111111-11111110	14	0.7304355953651419	0.8314364390296018	0.7812936218053331
11111111-11111111-11111110	15	0.7570294970221442	0.8314364390296018	0.7812936218053331
11111111-11111111-11111110	16	0.7818067078419653	0.8314364390296018	0.807972234639612
11111111-11111111-11111110	17	0.7826764047146713	0.8314364390296018	0.807972234639612
11111111-11111111-11111110	18	0.8029969774696888	0.8314364390296018	0.8085218486984789
11111111-11111111-11111110	19	0.8049978950486392	0.8487912167096193	0.822081921247173
11111111-11111111-11111110	20	0.8049978950486392	0.8487912167096193	0.822081921247173
11111111-11111111-11111110	21	0.8188180744824729	0.8487912167096193	0.822081921247173
11111111-11111111-11111110	22	0.8188180744824729	0.8487912167096193	0.822081921247173
11111111-11111111-11111110	23	0.8295526179474961	0.8643379591366723	0.8487912167096193
11111111-11111111-11111110	24	0.8295526179474961	0.8643379591366723	0.8487912167096193
11111111-11111111-11111110	25	0.8487912167096193	0.9085086037149008	0.8538589637291307
11111111-11111111-11111110	26	0.8487912167096193	0.9085086037149008	0.8538589637291307
11111111-11111111-11111110	27	0.8487912167096193	0.9085086037149008	0.8538589637291307
11111111-11111111-11111110	28	0.8487912167096193	0.9138496439894058	0.8538589637291307
11111111-11111111-11111110	29	0.8487912167096193	0.938024870426378	0.8538589637291307
11111111-11111111-11111110	30	0.8487912167096193	0.938024870426378	0.8538589637291307
11111111-11111111-11111110	31	0.8487912167096193	0.938024870426378	0.8538589637291307
11111111-11111111-11111110	32	0.8538589637291307	0.938024870426378	0.855041642776329
11111111-11111111-11111110	33	0.8538589637291307	0.938024870426378	0.855041642776329
11111111-11111111-11111110	34	0.8538589637291307	0.938024870426378	0.855041642776329
11111111-11111111-11111110	35	0.8538589637291307	0.938024870426378	0.855041642776329
11111111-11111111-11111110	36	0.855041642776329	0.938024870426378	0.8564344260434316
11111111-11111111-11111110	37	0.855041642776329	0.938024870426378	0.8564344260434316
11111111-11111111-11111110	38	0.8564344260434316	0.938024870426378	0.8568333204843851
11111111-11111111-11111110	39	0.8564344260434316	0.9494794375324728	0.8568333204843851
11111111-11111111-11111110	40	0.8564344260434316	0.9494794375324728	0.8568333204843851
11111111-11111111-11111110	41	0.8564344260434316	0.9494794375324728	0.8568333204843851
11111111-11111111-11111110	42	0.8564344260434316	0.9494794375324728	0.8568333204843851
11111111-11111111-11111110	43	0.8564344260434316	0.9494794375324728	0.8568333204843851
11111111-11111111-11111110	44	0.8564344260434316	0.9494794375324728	0.8568333204843851
11111111-11111111-11111110	45	0.8564344260434316	0.9494794375324728	0.8568333204843851
11111111-11111111-11111110	46	0.8564344260434316	0.9494794375324728	0.8568333204843851
11111111-11111111-11111110	47	0.8564344260434316	0.9494794375324728	0.8568333204843851
11111111-11111111-11111110	48	0.8564344260434316	0.9494794375324728	0.8568333204843851
11111111-11111111-11111110	49	0.8564344260434316	0.9494794375324728	0.8568333204843851
11111111-11111111-11111110	50	0.8564344260434316	0.9494794375324728	0.8568333204843851
11111111-11111111-11111110	51	0.8564344260434316	1.0664821599705694	0.8568333204843851
11111111-11111111-11111110	52	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	53	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	54	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	55	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	56	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	57	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	58	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	59	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	60	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	61	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	62	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	63	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	64	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	65	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	66	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	67	0.8564344260434316	1.0664821599705694	0.8571108603269956
11111111-11111111-11111110	68	0.8571108603269956	1.1048078416712932	0.8680187296225472
11111111-11111111-11111110	69	0.8571108603269956	1.1048078416712932	0.8680187296225472
11111111-11111111-11111110	70	0.8571108603269956	1.1048078416712932	0.8680187296225472
11111111-11111111-11111110	71	0.8571108603269956	1.1048078416712932	0.8680187296225472
11111111-11111111-11111110	72	0.8571108603269956	1.1048078416712932	0.8680187296225472
11111111-11111111-11111110	73	0.8571108603269956	1.1279108213417697	0.8680187296225472
11111111-11111111-11111110	74	0.8571108603269956	1.1279108213417697	0.8680187296225472
11111111-11111111-11111110	75	0.8680187296225472	1.1279108213417697	0.8700972293235946
11111111-11111111-11111110	76	0.8680187296225472	1.1279108213417697	0.8700972293235946
11111111-11111111-11111110	77	0.8680187296225472	1.1279108213417697	0.8700972293235946
