shape	iterations	best_vx_q1	best_vx_q3	best_vx_median
1111-0001	0	0.0044833891858715	0.0178528320588155	0.0072325568881183
1111-0001	1	0.0265400127576827	0.0423935669498048	0.0321837321537892
1111-0001	2	0.0321837321537892	0.0679547891032507	0.0423935669498048
1111-0001	3	0.0321837321537892	0.0679547891032507	0.0480603288418986
1111-0001	4	0.0321837321537892	0.4699631819613872	0.3026269088646913
1111-0001	5	0.0365422317967969	0.5983515106064906	0.4699631819613872
1111-0001	6	0.1901199387506833	0.599221638631893	0.5983515106064906
1111-0001	7	0.1901199387506833	1.0021808996294286	0.599221638631893
1111-0001	8	0.1901199387506833	1.463752030726547	1.364584993882342
1111-0001	9	1.3742044633426125	2.37715998497623	1.969408100946616
1111-0001	10	1.3742044633426125	2.37715998497623	1.969408100946616
1111-0001	11	1.3742044633426125	2.599962167953259	2.48879904748233
1111-0001	12	1.3742044633426125	2.599962167953259	2.48879904748233
1111-0001	13	1.661843155164471	2.604771477668341	2.599962167953259
1111-0001	14	2.014490392156351	2.7567312779349145	2.691652190613093
1111-0001	15	2.0159793242716404	2.7816909349715457	2.7567312779349145
1111-0001	16	2.137080528759084	2.815985552118066	2.7567312779349145
1111-0001	17	2.35810219171564	2.838825115685534	2.815985552118066
1111-0001	18	2.5159281753512484	2.844554588215224	2.838825115685534
1111-0001	19	2.5159281753512484	3.038490324770486	2.855914267917569
1111-0001	20	2.529630691705823	3.038490324770486	2.918837988079859
1111-0001	21	2.77937571031558	3.0433102084917185	2.92344493683586
1111-0001	22	2.8796902557980637	3.0433102084917185	2.927243507171709
1111-0001	23	2.88911855829114	3.0433102084917185	2.9835677894917434
1111-0001	24	2.88911855829114	3.0433102084917185	2.9866916259870404
1111-0001	25	2.97357913168738	3.115094030012373	3.009024795064439
1111-0001	26	2.9755158348843977	3.119622035349645	3.009024795064439
1111-0001	27	2.9755158348843977	3.1530818277458743	3.009024795064439
1111-0001	28	2.9755158348843977	3.1530818277458743	3.0103257119246307
1111-0001	29	2.9755158348843977	3.1530818277458743	3.1296266474356784
1111-0001	30	3.0737147428117213	3.1530818277458743	3.1296266474356784
1111-0001	31	3.083268510697995	3.1530818277458743	3.1296266474356784
1111-0001	32	3.083268510697995	3.1530818277458743	3.1344071077284523
1111-0001	33	3.083268510697995	3.1530818277458743	3.1344071077284523
1111-0001	34	3.083268510697995	3.154605584398608	3.1344071077284523
1111-0001	35	3.083268510697995	3.154605584398608	3.1344071077284523
1111-0001	36	3.083268510697995	3.186965997068949	3.1344071077284523
1111-0001	37	3.083268510697995	3.186965997068949	3.1390101068663165
1111-0001	38	3.083268510697995	3.186965997068949	3.1390101068663165
1111-0001	39	3.083268510697995	3.186965997068949	3.1760780436862386
1111-0001	40	3.083268510697995	3.186965997068949	3.1760780436862386
1111-0001	41	3.083268510697995	3.186965997068949	3.1760780436862386
1111-0001	42	3.083268510697995	3.213982618063492	3.1890820084325067
1111-0001	43	3.083268510697995	3.213982618063492	3.1890820084325067
1111-0001	44	3.1396216488424917	3.213982618063492	3.1890820084325067
1111-0001	45	3.1396216488424917	3.213982618063492	3.1890820084325067
1111-0001	46	3.1396216488424917	3.213982618063492	3.1890820084325067
1111-0001	47	3.1396216488424917	3.213982618063492	3.1890820084325067
1111-0001	48	3.1396216488424917	3.213982618063492	3.1890820084325067
1111-0001	49	3.1396216488424917	3.213982618063492	3.206198859423341
1111-0001	50	3.1396216488424917	3.213982618063492	3.206198859423341
1111-0001	51	3.1396216488424917	3.213982618063492	3.206198859423341
1111-0001	52	3.1396216488424917	3.2435775894753687	3.206198859423341
1111-0001	53	3.1396216488424917	3.2435775894753687	3.206198859423341
1111-0001	54	3.1716209935090083	3.249488261380577	3.206198859423341
1111-0001	55	3.1716209935090083	3.284839937480391	3.206198859423341
1111-0001	56	3.1716209935090083	3.284839937480391	3.206198859423341
1111-0001	57	3.1716209935090083	3.284839937480391	3.206198859423341
1111-0001	58	3.1716209935090083	3.284839937480391	3.206198859423341
1111-0001	59	3.1716209935090083	3.284839937480391	3.206198859423341
1111-0001	60	3.1716209935090083	3.284839937480391	3.2182758403060108
1111-0001	61	3.1928187864900317	3.284839937480391	3.2582611372170844
1111-0001	62	3.1928187864900317	3.284839937480391	3.2582611372170844
1111-0001	63	3.1928187864900317	3.284839937480391	3.2582611372170844
1111-0001	64	3.217804661147068	3.284839937480391	3.2582611372170844
1111-0001	65	3.217804661147068	3.284839937480391	3.2582611372170844
1111-0001	66	3.217804661147068	3.3025080142550696	3.2582611372170844
1111-0001	67	3.217804661147068	3.312709184033802	3.3025080142550696
1111-0001	68	3.217804661147068	3.312709184033802	3.3025080142550696
1111-0001	69	3.217804661147068	3.312709184033802	3.3025080142550696
1111-0001	70	3.217804661147068	3.312709184033802	3.3025080142550696
1111-0001	71	3.217804661147068	3.312709184033802	3.3025080142550696
