target_set	iteration	accuracy_q1	accuracy_q3	accuracy_median
4	0	0.0193050187081098	0.0193050187081098	0.0193050187081098
4	1	0.02557915030047295	0.03812741208821532	0.029922780580818598
4	2	0.0463320463895797	0.055501931346952846	0.0501930490136146
4	3	0.048745173029601546	0.056949807330965975	0.0511582996696233
4	4	0.0482625477015972	0.0550193050876259	0.0492277983576059
4	5	0.0482625477015972	0.055501931346952846	0.0501930490136146
4	6	0.0511583006009459	0.0670849401503801	0.05598455667495725
4	7	0.052123550325632	0.06418919004499904	0.0550193060189485
4	8	0.0463320463895797	0.0530888037756085	0.0492277983576059
4	9	0.0540540553629398	0.061293435283005224	0.056949807330965954
4	10	0.062258685939013944	0.07094594836235045	0.06853281706571576
4	11	0.0530888019129633	0.0694980695843696	0.0627413131296634
4	12	0.05501930601894853	0.0675675673410296	0.0617760606110096
4	13	0.06274131219834087	0.0733590722084045	0.06949806958436966
4	14	0.0656370669603347	0.07287644781172273	0.06853281706571576
4	15	0.06708494387567038	0.0805984530597925	0.0762548260390758
4	16	0.07046332024037832	0.0863899607211351	0.08108108118176455
4	17	0.07239382527768609	0.08397683501243586	0.07722007855772965
4	18	0.06998069584369655	0.0791505798697471	0.0762548260390758
4	19	0.06708494387567038	0.08445946127176278	0.0733590722084045
4	20	0.0733590722084045	0.08156370557844635	0.0752895772457122
4	21	0.06998069584369655	0.0999034736305475	0.07818532735109325
4	22	0.07528957352042195	0.0999034736305475	0.09073359146714205
4	23	0.07239382155239578	0.09700772352516646	0.08494208380579946
4	24	0.0752895772457122	0.09507721848785874	0.08494208380579946
4	25	0.07770270481705657	0.09700772352516646	0.0859073363244533
4	26	0.08397683314979072	0.0960424710065126	0.0945945978164672
4	27	0.0945945978164672	0.10617760755121702	0.09749034792184824
4	28	0.08252895437180996	0.1003860980272293	0.0955598466098308
4	29	0.09749034605920312	0.11486486531794068	0.1052123568952083
4	30	0.09314671903848643	0.12065637297928328	0.10907335579395289
4	31	0.0984556004405021	0.12451737187802785	0.10810810700058934
4	32	0.09990347549319259	0.12258686684072015	0.11003861203789705
4	33	0.1225868724286556	0.1370656341314315	0.1322393864393234
4	34	0.11583011411130427	0.13272201269865036	0.1283783763647079
4	35	0.12499999813735485	0.1351351290941238	0.13030888140201563
4	36	0.121621623635292	0.1336872540414333	0.12548262253403658
4	37	0.11486486531794067	0.13947876915335655	0.12548262253403658
4	38	0.12789574638009069	0.14237452298402786	0.1380308866500854
4	39	0.13561775535345072	0.15009652823209757	0.14189188927412025
4	40	0.13368726149201393	0.1491312757134437	0.13899613916873932
4	41	0.13610038161277768	0.1525096595287323	0.1525096595287323
4	42	0.1361003890633583	0.1525096595287323	0.14961390197277064
4	43	0.140926644206047	0.15395752713084215	0.14478764683008188
4	44	0.13754826039075846	0.16457528993487358	0.1515444070100784
4	45	0.15492278337478638	0.17084941640496254	0.1640926599502563
4	46	0.14189189299941057	0.18243243172764778	0.15250965207815165
4	47	0.152027029544115	0.17471042275428772	0.1621621623635292
4	48	0.15444016084074974	0.17953667417168617	0.16505791991949076
4	49	0.15781852975487703	0.1698841750621795	0.1621621549129486
