target_set	iteration	accuracy_q1	accuracy_q3	accuracy_median
3	0	0.0699300691485405	0.0699300691485405	0.0699300691485405
3	1	0.04895104840397835	0.0839160829782486	0.08041958138346669
3	2	0.0629370659589767	0.0909090936183929	0.06993007287383075
3	3	0.05769230797886847	0.0839160829782486	0.07342657446861264
3	4	0.0699300691485405	0.08216783218085764	0.0769230797886848
3	5	0.0699300691485405	0.10139860399067398	0.0839160829782486
3	6	0.08566433563828467	0.1118881106376648	0.0979020968079567
3	7	0.0979020968079567	0.1188811212778091	0.10839160904288289
3	8	0.09265734441578385	0.104895107448101	0.0979020968079567
3	9	0.09265734441578385	0.1118881106376648	0.10839160904288289
3	10	0.0979020968079567	0.1258741319179535	0.11538461595773694
3	11	0.10839161090552803	0.1433566436171531	0.12237762659788129
3	12	0.09790210053324695	0.139860138297081	0.1363636329770088
3	13	0.10664335824549195	0.12937062606215471	0.1118881106376648
3	14	0.0979020968079567	0.12237762659788132	0.104895107448101
3	15	0.104895107448101	0.13636363670229912	0.12237762659788129
3	16	0.1118881106376648	0.1258741319179535	0.1188811212778091
3	17	0.1118881106376648	0.1433566436171531	0.1188811212778091
3	18	0.11363636329770087	0.1311188787221908	0.1258741319179535
3	19	0.1188811212778091	0.1381118856370449	0.12937062978744504
3	20	0.1118881106376648	0.139860138297081	0.1363636329770088
3	21	0.12762238085269928	0.1520979069173336	0.139860138297081
3	22	0.1258741319179535	0.1520979069173336	0.12937062978744504
3	23	0.14160839095711708	0.1608391553163528	0.1503496542572975
3	24	0.14860140159726137	0.17832168191671371	0.15734265744686124
3	25	0.12237762287259098	0.16258741170167923	0.139860138297081
3	26	0.1328671276569366	0.1853146813809871	0.15734265744686124
3	27	0.16258740797638888	0.2132867090404033	0.1748251765966415
3	28	0.15559440851211548	0.1940559409558773	0.17132867127656937
3	29	0.16258740797638888	0.1940559409558773	0.17832168191671371
3	30	0.13636363297700876	0.1800699345767498	0.15384615212678904
3	31	0.16958041861653328	0.1958041936159134	0.17832168191671371
3	32	0.1538461595773697	0.188811182975769	0.18531468510627744
3	33	0.1748251765966415	0.1958041936159134	0.17832168191671371
3	34	0.15909091383218765	0.2062937095761299	0.18531468510627744
3	35	0.15734266117215157	0.20279720798134804	0.17132867127656937
3	36	0.13286713883280754	0.2027972042560577	0.16433566808700562
3	37	0.188811182975769	0.2027972042560577	0.188811182975769
3	38	0.16433566063642496	0.2062937095761299	0.1748251765966415
3	39	0.19055943563580507	0.22027971968054771	0.2062937095761299
3	40	0.19055943563580507	0.2150349617004394	0.2027972042560577
3	41	0.1765734292566776	0.22027971968054771	0.2062937095761299
3	42	0.2027972042560577	0.2360139898955822	0.21678321808576584
3	43	0.2167832106351852	0.24125873669981954	0.2202797159552574
3	44	0.21153846383094788	0.2360139898955822	0.2202797159552574
3	45	0.21153846383094788	0.24300698935985562	0.2237762212753296
3	46	0.21153846383094788	0.2447552382946014	0.2307692319154739
3	47	0.18706294149160385	0.24650350585579872	0.22377622127532953
3	48	0.22027971595525736	0.2482517585158348	0.2377622425556183
3	49	0.20804195851087567	0.27622376382350916	0.2342657372355461
3	50	0.2377622425556183	0.2500000074505806	0.24125874042510986
3	51	0.23251748457551	0.2569930106401443	0.2447552382946014
3	52	0.23251748457551	0.2832167744636535	0.25174824893474573
3	53	0.23951049149036407	0.2762237712740898	0.25524476170539856
3	54	0.2482517436146736	0.279720276594162	0.2657342553138733
3	55	0.2587412595748901	0.298951044678688	0.2622377574443817
3	56	0.251748263835907	0.2849650233983993	0.2657342553138733
3	57	0.22902097553014755	0.2709790244698524	0.25874125957489014
3	58	0.25349651277065277	0.2779720276594162	0.26923076808452606
3	59	0.25524476170539856	0.2919580414891243	0.2762237787246704
3	60	0.22027971595525736	0.2779720276594162	0.25874125957489014
3	61	0.2447552382946014	0.2657342553138733	0.251748263835907
3	62	0.25349651277065277	0.2954545393586158	0.2727272808551788
3	63	0.24300699681043625	0.2867132723331451	0.2762237787246704
3	64	0.26048950850963587	0.2919580414891243	0.2762237638235092
3	65	0.2587412595748901	0.2884615436196327	0.2622377574443817
3	66	0.2937062978744507	0.3199300616979599	0.30069930851459503
3	67	0.27447552978992457	0.2867132723331451	0.28321677446365356
3	68	0.2587412595748901	0.305944062769413	0.2902097851037979
3	69	0.2657342553138733	0.3181818127632141	0.28321678936481476
3	70	0.27447552978992457	0.325174830853939	0.30069930851459503
3	71	0.2674825116991997	0.2867132723331451	0.279720276594162
3	72	0.2727272808551788	0.3269230797886848	0.3041958063840866
3	73	0.29020977765321726	0.3653846159577369	0.3321678340435028
3	74	0.2937062978744507	0.3146853148937225	0.29720279574394226
3	75	0.2814685255289078	0.3181818127632141	0.29720279574394226
3	76	0.3024475574493408	0.3356643319129944	0.3356643319129944
3	77	0.2902097851037979	0.3583916202187538	0.3356643468141556
3	78	0.30944056808948517	0.3479021042585373	0.3216783255338668
3	79	0.33741258829832077	0.3811188861727714	0.360139861702919
3	80	0.2954545319080352	0.3741258680820465	0.32517482340335846
3	81	0.30069930106401443	0.3461538478732109	0.32517482340335846
3	82	0.30769230425357813	0.3496503531932831	0.3356643319129944
3	83	0.3216783255338668	0.389860138297081	0.3496503531932831
3	84	0.3076923191547394	0.3793706372380256	0.35314686596393585
3	85	0.3286713361740112	0.4283216744661331	0.360139861702919
3	86	0.36188810318708414	0.4020979031920433	0.3846153914928436
3	87	0.3286713361740112	0.4178321734070778	0.36713287234306335
3	88	0.37937062233686447	0.4195804223418235	0.3881118893623352
3	89	0.35314685851335526	0.4230769202113151	0.3776223808526992
3	90	0.3426573574542999	0.3986014127731323	0.3741258829832077
3	91	0.3444056063890457	0.4108391553163528	0.38111889362335205
3	92	0.36013985425233835	0.4125874042510986	0.4020979106426239
3	93	0.3776223659515381	0.43706294149160385	0.4055944085121155
3	94	0.37237761914730066	0.4213286712765693	0.4020979106426239
3	95	0.37237761914730066	0.44930070638656616	0.391608402132988
3	96	0.39335664361715317	0.4178321734070778	0.4055944085121155
3	97	0.39510489255189896	0.45454545319080353	0.419580414891243
3	98	0.4055944085121155	0.44930070638656616	0.4300699234008789
3	99	0.37937062233686447	0.4685314744710922	0.4125874191522598
3	100	0.3933566510677337	0.4458041936159134	0.4300699234008789
3	101	0.38636364042758936	0.468531459569931	0.43706293404102325
3	102	0.36888112127780914	0.4720279797911644	0.440559446811676
3	103	0.43181817978620524	0.4667832106351852	0.4475524425506592
3	104	0.4335664212703705	0.4615384638309479	0.4475524574518204
3	105	0.42132867872714996	0.4737762287259102	0.440559446811676
3	106	0.43006993085145945	0.47902096807956696	0.4440559446811676
3	107	0.3916083946824073	0.4702797308564186	0.4160839170217514
3	108	0.43881118297576904	0.501748263835907	0.4580419659614563
3	109	0.4195804297924042	0.4755244851112366	0.4475524574518204
3	110	0.42832167446613306	0.4755244851112366	0.46503496170043945
3	111	0.43006993085145945	0.5297203063964844	0.4755244851112366
3	112	0.46503496915102005	0.49300699681043625	0.47902098298072815
3	113	0.4475524500012398	0.5384615436196327	0.4860139787197113
3	114	0.4265734255313873	0.5034965127706528	0.4685314744710922
3	115	0.43181817978620524	0.5297202616930008	0.5069929957389832
3	116	0.4335664361715316	0.527972012758255	0.4755244851112366
3	117	0.44930070638656616	0.5472027957439423	0.5139860212802887
3	118	0.4475524351000786	0.5489510595798492	0.4965035021305084
3	119	0.4755244851112366	0.5122377648949623	0.4895104765892029
3	120	0.46328671276569366	0.5262237638235092	0.5034965127706528
3	121	0.46503496915102005	0.5472027957439423	0.4860139787197113
3	122	0.43531467765569687	0.5157342702150345	0.503496527671814
3	123	0.4580419659614563	0.5437063127756119	0.5034964978694916
3	124	0.4423076957464218	0.533216804265976	0.4825174808502197
3	125	0.4877622425556183	0.5437063127756119	0.5279720425605774
3	126	0.468531459569931	0.5541957914829254	0.5069930255413055
3	127	0.4545454680919647	0.5629370808601379	0.4720279723405838
3	128	0.503496527671814	0.5524475425481796	0.5314685106277466
3	129	0.48076923936605453	0.5419580489397049	0.5244755148887634
3	130	0.4842657297849655	0.550699308514595	0.5000000149011612
3	131	0.49300698935985565	0.5944055765867233	0.527972012758255
3	132	0.503496527671814	0.5681817978620529	0.5244755148887634
3	133	0.49125873297452927	0.6013985872268677	0.531468540430069
3	134	0.4877622425556183	0.5734265744686127	0.5244755148887634
3	135	0.5192307680845261	0.5681817978620529	0.5349650382995605
3	136	0.5000000074505806	0.5909090936183929	0.5279720425605774
3	137	0.5192307680845261	0.5856643319129944	0.5314685106277466
3	138	0.5367132723331451	0.580419585108757	0.5524475574493408
3	139	0.5244755297899246	0.6031468361616135	0.5734265744686127
3	140	0.5209790170192719	0.5786713361740112	0.5454545617103577
3	141	0.5244755148887634	0.5926573425531387	0.5419580340385437
3	142	0.505244754254818	0.6013985872268677	0.5804195702075958
3	143	0.5384615659713745	0.5769230872392654	0.5559440553188324
3	144	0.5629370659589767	0.6276223808526993	0.6118881106376648
3	145	0.5367132723331451	0.6276223659515381	0.5699300467967987
