iterations	0111-1111-1001	01111-11111	011111-111111-110011-110011	01111111-11111111-11111111	111	1110-1111-1001	1111	1111-0001	1111-1000	1111-1001	1111-1111-0001	1111-1111-1000	1111-1111-1001	11110-11111	11111-00101	11111-01111	11111-10001	11111-10100	11111-10101	11111-11110	11111-11111	111110-111111-110011-110011	111111-111111-110011-100011	111111-111111-110011-110001	111111-111111-110011-110011	1111111-0010101	1111111-1000101	1111111-1010001	1111111-1010100	1111111-1010101	11111110-11111111-11111111	11111111-11111111-01111111	11111111-11111111-11111110	11111111-11111111-11111111	111111111-111111111-001010101	111111111-111111111-100010101	111111111-111111111-101000101	111111111-111111111-101010100	111111111-111111111-101010101
10	1.0580167852066285	0.62614807963393	0.7251039247315424	0.7473270768556451	0.1317417959416573	1.246250608540659	0.2768110463369958	1.969408100946616	0.0125689643908201	0.3761613692396393	1.6935785632341522	0.0068916894079799	1.5819608037693922	0.6730421608597242	0.6276228123438224	0.6306413163457677	0.017256871367481	0.4644555174145554	0.3421543387187628	0.5748818006000422	0.6240272456265192	0.8853960986072535	1.690605554211914	0.6655075144074302	0.8105985050694897	0.4522231333046058	0.9720217381198918	0.0468746689491497	0.5111417372582592	0.6159172853101047	0.7497907076785139	0.6740430875486554	0.6610854420488482	0.6635958318845862	0.8632952068415135	0.914641962433226	1.0593892442190067	1.9753929758757596	1.1333044110706074
11	1.7094187839428787	0.62614807963393	0.7742961884194975	0.7473270768556451	0.1317417959416573	1.2563907520649786	0.4733139302183369	2.48879904748233	0.0125689643908201	0.5255535909956051	1.6935785632341522	0.0070182989950979	1.9867428145271728	0.6730421608597242	0.6276228123438224	0.6995388779072328	0.017256871367481	0.4644555174145554	0.3421543387187628	0.6193531178745267	0.6240272456265192	0.8853960986072535	1.690605554211914	0.6655075144074302	0.8105985050694897	0.4522231333046058	0.9720217381198918	0.0472017203423532	0.5175242826865166	0.7900610602102007	0.7497907076785139	0.6740430875486554	0.7054096066464636	0.6731253916492128	0.9376944023551051	1.133741938289932	1.1537468800253114	1.9753929758757596	1.1333044110706074
12	1.7578418422618682	0.62614807963393	0.7742961884194975	0.7473270768556451	0.1508471813197989	1.4809414160053305	0.4733139302183369	2.48879904748233	0.0134752685193474	0.5255535909956051	2.0046045783927364	0.0097833423862731	2.151135645438431	0.7480944816839183	0.6615619115556828	0.7545528665958225	0.0660096974814659	0.4694184622942622	0.5041748528949256	0.686272961371515	0.6240272456265192	1.0645519972840842	1.690605554211914	0.6655075144074302	0.8105985050694897	0.4522231333046058	1.0364885071826595	0.0472017203423532	0.5175242826865166	0.8232974450583753	0.7497907076785139	0.7075435804429583	0.7054096066464636	0.6966214967766896	0.9576415324692232	1.133741938289932	1.1616327167855514	1.9753929758757596	1.2664258238857125
13	1.7578418422618682	0.6706706758731087	0.7867806162002114	0.7473270768556451	0.1581751479070076	1.4809414160053305	0.5273523990741366	2.599962167953259	0.0134752685193474	0.5255535909956051	2.0046045783927364	0.0097833423862731	2.151135645438431	0.7628349413982151	0.6819613276889533	0.7545528665958225	0.1968213062767358	0.4694184622942622	0.5041748528949256	0.686272961371515	0.6617995759224317	1.0849550895663254	1.690605554211914	0.6712818747675353	0.8670823221301257	0.4522231333046058	1.3303561713576395	0.0622647070850606	0.6592284370788715	0.9880884173233884	0.7497907076785139	0.8126711983087399	0.7812936218053331	0.7343150341753298	1.0018721015430234	1.1557817722417196	1.2715579502220613	2.0463947103278874	1.2664258238857125
14	1.7578418422618682	0.6706706758731087	0.8661192919358885	0.8083795073503431	0.1661707223405888	1.6236500183900195	0.5450146814857452	2.691652190613093	0.0134752685193474	0.6429194710173524	2.0046045783927364	0.0097833423862731	2.151135645438431	0.7628349413982151	0.699457146911907	0.7545528665958225	0.1968213062767358	0.6379034233820948	0.5041748528949256	0.7075512144489554	0.6645214041845547	1.1659556690635835	1.690605554211914	0.6712818747675353	0.886012365576459	0.4737915484517767	1.533962317467886	0.0622647070850606	0.7502955556700824	1.0742022044464787	0.7497907076785139	0.8203541517815579	0.7812936218053331	0.7528134735915383	1.114888227335434	1.4650123607620638	1.284042740483399	2.0463947103278874	1.381440037093654
15	2.324594198637368	0.6720957730572249	0.8661192919358885	0.8083795073503431	0.2045971197487407	1.9060909750087704	0.5846973227414531	2.7567312779349145	0.0134752685193474	0.8651201927157328	2.0046045783927364	0.0097833423862731	2.273074514669472	0.7628349413982151	0.9487832563785432	0.8380683712905074	0.1968213062767358	0.7844689544359417	0.5324944661443796	0.7170215335996284	0.6953428439265689	1.178661908725082	1.7603338185756237	0.6712818747675353	0.922228866919578	0.5045847943471958	1.533962317467886	0.1216115021867089	0.7502955556700824	1.075641632793913	0.7497907076785139	0.9681206500202496	0.7812936218053331	0.7589604540293126	1.1988610535483937	1.4650123607620638	1.3383002735398843	2.0463947103278874	1.381440037093654
16	2.372892791614744	0.6720957730572249	1.0181241166552315	0.9858817210634736	0.2045971197487407	1.9060909750087704	0.6004084681577497	2.7567312779349145	0.0134752685193474	0.8763150018555701	2.17096068794701	0.0097833423862731	2.273074514669472	1.0787672731206246	0.9606965344363806	0.9785908893380724	0.2626878353395853	0.7982976142493042	0.6827576020427868	0.7610454328896128	0.6953428439265689	1.2755624259260814	1.8201278897770845	0.8823439377599982	0.980178296787487	0.6780928407433358	1.6496977226595109	0.1216115021867089	0.7502955556700824	1.075641632793913	0.7943556041480918	0.9681206500202496	0.807972234639612	0.7763987070555974	1.2597132123210126	1.4650123607620638	1.5863794911194928	2.0463947103278874	1.381440037093654
17	2.498747628509633	0.6720957730572249	1.0181241166552315	1.04245963830992	0.2045971197487407	1.9060909750087704	0.6004084681577497	2.815985552118066	0.0134752685193474	0.8763150018555701	2.17096068794701	0.0097833423862731	2.3556221449319352	1.0878247721791203	0.9782345067770388	0.9785908893380724	0.2626878353395853	0.7982976142493042	0.6827576020427868	0.7610454328896128	0.7130931171178003	1.2876900032482017	1.8201278897770845	0.974620251551678	0.980178296787487	0.6780928407433358	1.9187210977729008	0.1216115021867089	0.7571188285110975	1.075641632793913	0.7943556041480918	0.9681206500202496	0.807972234639612	0.7763987070555974	1.2690890032426518	1.4650123607620638	1.5863794911194928	2.0463947103278874	1.381440037093654
18	2.498747628509633	0.6860272222753653	1.196419454766034	1.1213102964479102	0.2045971197487407	1.9413052731694789	0.6004084681577497	2.838825115685534	0.0134752685193474	0.9694248860819454	2.223103220417445	0.0097833423862731	2.6294306442135715	1.1384647050968264	1.108939195274758	0.9785908893380724	0.2626878353395853	0.8289655918940451	0.6827576020427868	0.7654046377959345	0.7130931171178003	1.388082157821594	2.0883033761415946	1.1494685058861969	0.980178296787487	0.6780928407433358	1.9558797156193224	0.2429472411872224	0.7571188285110975	1.4641312574477248	0.9115352242048352	0.9681206500202496	0.8085218486984789	0.7763987070555974	1.2690890032426518	1.4650123607620638	1.5863794911194928	2.0463947103278874	1.381440037093654
19	2.8087166948052427	0.6860272222753653	1.4149673429345082	1.1213102964479102	0.2045971197487407	1.9413052731694789	0.6285681288560816	2.855914267917569	0.0134752685193474	0.977397485879362	2.304520534262103	0.0097833423862731	2.6294306442135715	1.22712964227466	1.108939195274758	0.9785908893380724	0.3303429888843524	0.9361225145006902	0.6827576020427868	0.7783487382502663	0.7473311720694072	1.4734501997258094	2.0883033761415946	1.1494685058861969	0.980178296787487	0.6780928407433358	1.9558797156193224	0.2786300181879217	0.8528978180254285	1.4641312574477248	0.9115352242048352	1.0922042658636142	0.822081921247173	0.7763987070555974	1.3496822285214192	1.4650123607620638	1.6585964490733938	2.0880525644383106	1.381440037093654
20	3.044787503415636	0.6922936030985789	1.4149673429345082	1.1320820821863544	0.2045971197487407	1.9413052731694789	0.6285681288560816	2.918837988079859	0.0134752685193474	0.977397485879362	2.563788997533985	0.0097833423862731	2.6294306442135715	1.2382147843169544	1.108939195274758	0.9785908893380724	0.3904851021804766	0.9361225145006902	0.892652709678639	0.7888584833742706	0.7775892182362317	1.4734501997258094	2.0883033761415946	1.1822234139633927	1.0129101803600085	0.6780928407433358	1.9558797156193224	0.2974744250479794	0.8546542968207378	1.5279056814803778	0.9115352242048352	1.0922042658636142	0.822081921247173	0.7763987070555974	1.397059499961969	1.4650123607620638	1.7021176910474909	2.08957557753627	1.381440037093654
21	3.044787503415636	0.7233100953809846	1.4149673429345082	1.1320820821863544	0.2045971197487407	1.9413052731694789	0.6394252140215831	2.92344493683586	0.0147301574315	1.0062022378551077	2.563788997533985	0.3590248284101153	2.6294306442135715	1.2584369402936886	1.108939195274758	0.9785908893380724	0.6349818244568741	0.9361225145006902	0.892652709678639	0.7888584833742706	0.7775892182362317	1.4740138531114408	2.235749080485566	1.248390208366595	1.0129101803600085	0.7335681670165983	1.9558797156193224	0.3338702471916899	0.8546542968207378	1.533251438307885	0.9115352242048352	1.0922042658636142	0.822081921247173	0.7763987070555974	1.4134030988577333	1.640831451211737	1.7021176910474909	2.2250784067203315	1.381440037093654
22	3.044787503415636	0.725417625920315	1.4149673429345082	1.1320820821863544	0.2045971197487407	2.1648851796419333	0.6394252140215831	2.927243507171709	0.0147301574315	1.0062022378551077	2.5763815973046484	0.3590248284101153	2.688107492127742	1.2868355737506516	1.108939195274758	0.9807159912615584	0.6349818244568741	0.9361225145006902	0.9182748709342352	0.7888584833742706	0.8055400716709846	1.4765763418736155	2.235749080485566	1.2778955645613608	1.1335181103275649	0.7600326534241411	1.9558797156193224	0.3376109059536568	0.8546542968207378	1.540655207584399	1.0473789387518526	1.0922042658636142	0.822081921247173	0.782319859352773	1.4222043939311364	1.640831451211737	1.7021176910474909	2.238104568914693	1.4572529315476963
23	3.044787503415636	0.725417625920315	1.4149673429345082	1.150093850918446	0.2045971197487407	2.284684965818657	0.6394252140215831	2.9835677894917434	0.0147301574315	1.2528281862753237	2.64632853491813	0.3806095114929767	2.693713183285581	1.2868355737506516	1.108939195274758	0.993740729073526	0.6445789313863671	0.9361225145006902	0.9233134720417496	0.7888584833742706	0.8055400716709846	1.4931662407644335	2.235749080485566	1.2795374364724053	1.183059697929309	0.7801525134835148	1.9558797156193224	0.3522228826729568	0.8546542968207378	1.540655207584399	1.134329006381049	1.0922042658636142	0.8487912167096193	0.7987327835158035	1.4342980612842182	1.640831451211737	1.7021176910474909	2.241361438994336	1.5202690072568943
24	3.044787503415636	0.725417625920315	1.4226446564219302	1.1725989733196678	0.2086026908677287	2.284684965818657	0.6394252140215831	2.9866916259870404	0.0147301574315	1.2777998201151513	2.64632853491813	0.3806095114929767	2.7217185067137555	1.2986034215381224	1.108939195274758	0.993740729073526	0.7840705771615474	0.9361225145006902	0.9233134720417496	0.7888584833742706	0.8055400716709846	1.5239112804428674	2.235749080485566	1.3154308031164594	1.4037871194828484	0.914811885586066	1.9558797156193224	0.3626593199242559	0.8546542968207378	1.540655207584399	1.134329006381049	1.0922042658636142	0.8487912167096193	0.7987327835158035	1.4342980612842182	1.640831451211737	1.7539018598913751	2.2821504680896862	1.5202690072568943
25	3.044787503415636	0.725417625920315	1.4227014304843368	1.1725989733196678	0.2086026908677287	2.35958785126965	0.6430351844369765	3.009024795064439	0.0148577300342902	1.3019880555508638	2.7549693730248945	0.3806095114929767	2.7217185067137555	1.2986034215381224	1.108939195274758	1.0109395964881704	1.0244171246821143	0.947152439485547	1.00971270339795	0.7888584833742706	0.8055400716709846	1.5239112804428674	2.235749080485566	1.3154308031164594	1.4037871194828484	0.9973474736438338	2.0105260415480557	0.4028318776157124	0.8918541453425122	1.540655207584399	1.134329006381049	1.0922042658636142	0.8538589637291307	0.7987327835158035	1.468429893964479	1.7003531137277257	1.7539018598913751	2.2821504680896862	1.5202690072568943
26	3.044787503415636	0.725417625920315	1.5087963242142772	1.1725989733196678	0.2168536192112094	2.375105083495358	0.6430351844369765	3.009024795064439	0.0148577300342902	1.3133839195487655	2.7549693730248945	0.3806095114929767	2.7285467667685404	1.2986034215381224	1.108939195274758	1.1136167988852514	1.0948735245949388	0.947152439485547	1.042534784344696	0.7888584833742706	0.8055400716709846	1.5239112804428674	2.235749080485566	1.3221894244685732	1.4037871194828484	0.9973474736438338	2.0105260415480557	0.4028318776157124	0.9097699275873556	1.5514820554126747	1.134329006381049	1.0922042658636142	0.8538589637291307	0.7987327835158035	1.4966507777668856	1.7167302628159655	1.7539018598913751	2.3179267603216798	1.5202690072568943
27	3.106481494601266	0.7273317640055439	1.5087963242142772	1.1725989733196678	0.2168536192112094	2.375105083495358	0.6430351844369765	3.009024795064439	0.0148577300342902	1.3603958039027535	2.910913401862381	0.3806095114929767	2.7285467667685404	1.3250348408329164	1.3806890882720946	1.1136167988852514	1.0948735245949388	0.947152439485547	1.077277420829133	0.7925659107155186	0.8291217855801557	1.5239112804428674	2.3295704144806044	1.3518555760439055	1.4037871194828484	1.0450476708123746	2.035244304925059	0.4443943377987698	0.9461291623647288	1.576810685225825	1.1896264731472164	1.1395403487723548	0.8538589637291307	0.7987327835158035	1.4966507777668856	1.7167302628159655	1.7539018598913751	2.3179267603216798	1.756388416207432
28	3.106481494601266	0.7273317640055439	1.5715701036799044	1.1725989733196678	0.2168536192112094	2.375105083495358	0.6430351844369765	3.0103257119246307	0.0148577300342902	1.3890624155294666	2.996665886799037	0.7097466413769472	2.745343410258058	1.3250348408329164	1.3806890882720946	1.1136167988852514	1.0948735245949388	0.947152439485547	1.077277420829133	0.8227325665226435	0.8292400355861373	1.5239112804428674	2.3295704144806044	1.4032328637613445	1.501295910859075	1.0450476708123746	2.035244304925059	0.4478572836367575	0.9461291623647288	1.576810685225825	1.1896264731472164	1.1395403487723548	0.8538589637291307	0.7987327835158035	1.6218964610644802	1.7167302628159655	1.817369280661547	2.3179267603216798	1.756388416207432
29	3.1305156324614134	0.7325362553561594	1.5715701036799044	1.1725989733196678	0.2209044946844707	2.630062403900285	0.6542424314051756	3.1296266474356784	0.0148778476940193	1.3890624155294666	3.062476995192964	0.7097466413769472	2.745343410258058	1.3712042348936118	1.4220369443584104	1.1136167988852514	1.0948735245949388	1.0779065490001654	1.077277420829133	0.8709278651258694	0.8292400355861373	1.5239112804428674	2.4279853365250137	1.4032328637613445	1.501295910859075	1.0450476708123746	2.0426640768942006	0.7160028912578917	0.9461291623647288	1.576810685225825	1.1896264731472164	1.1395403487723548	0.8538589637291307	0.8018248367506784	1.6218964610644802	1.7699863688995645	1.817369280661547	2.3880505927028906	1.8047591248603856
30	3.1305156324614134	0.7325362553561594	1.6805043784141551	1.1725989733196678	0.2209044946844707	2.660777617370942	0.6593000593052711	3.1296266474356784	0.0148778476940193	1.4387023888682615	3.062476995192964	0.7097466413769472	2.745343410258058	1.38081963316097	1.4220369443584104	1.1136167988852514	1.0948735245949388	1.0779065490001654	1.077277420829133	0.8709278651258694	0.8292400355861373	1.5239112804428674	2.453262602850337	1.4032328637613445	1.5890522619574592	1.0450476708123746	2.0541417959129378	0.7698200958170354	0.9461291623647288	1.576810685225825	1.2057005300742516	1.1395403487723548	0.8538589637291307	0.8018248367506784	1.6218964610644802	1.8398477072148007	1.817369280661547	2.3880505927028906	1.849844079737748
31	3.1305156324614134	0.7406021075218366	1.6805043784141551	1.1725989733196678	0.2209044946844707	2.773003534671938	0.6593000593052711	3.1296266474356784	0.0148778476940193	1.4387023888682615	3.1474818176290738	0.775964664142648	2.745343410258058	1.38081963316097	1.4220369443584104	1.1136167988852514	1.0948735245949388	1.0779065490001654	1.077277420829133	0.8709278651258694	0.8292400355861373	1.5239112804428674	2.453262602850337	1.6715044338991414	1.5890522619574592	1.0450476708123746	2.0541417959129378	0.9623023306042452	0.9693851270755206	1.576810685225825	1.2299377499675668	1.1852723157990466	0.8538589637291307	0.8018248367506784	1.6218964610644802	1.8398477072148007	1.817369280661547	2.3880505927028906	1.8810845482735372
32	3.1305156324614134	0.7406021075218366	1.691202898786969	1.1725989733196678	0.2209044946844707	2.9811930185027373	0.664929261747015	3.1344071077284523	0.0148778476940193	1.4387023888682615	3.1474818176290738	0.7984845135877281	2.8080373224530373	1.449365728572564	1.4220369443584104	1.1136167988852514	1.5401649610077202	1.0779065490001654	1.077277420829133	0.8709278651258694	0.8292400355861373	1.5239112804428674	2.5657411210169547	1.6715044338991414	1.5890522619574592	1.0450476708123746	2.0541417959129378	0.9623023306042452	0.9886250268253356	1.576810685225825	1.2432987802813105	1.290082593048522	0.855041642776329	0.8313240677815587	1.6218964610644802	1.8398477072148007	1.817369280661547	2.3880505927028906	1.8810845482735372
33	3.1305156324614134	0.7406021075218366	1.7058160912447182	1.1725989733196678	0.2209044946844707	3.0072906425285635	0.664929261747015	3.1344071077284523	0.0148778476940193	1.4488562537881653	3.1474818176290738	0.8119958430394265	2.8080373224530373	1.5166522699597569	1.4681198573344958	1.1136167988852514	1.5401649610077202	1.0779065490001654	1.0837248326818152	0.9036364612752128	0.8402543678578563	1.5831107732734535	2.5657411210169547	1.6715044338991414	1.5890522619574592	1.0450476708123746	2.066732060034333	1.0326438549363737	0.9961483774813426	1.6841514267606257	1.2432987802813105	1.290082593048522	0.855041642776329	0.9690620445305624	1.6218964610644802	1.8398477072148007	1.817369280661547	2.4234190815517644	1.8810845482735372
34	3.1635150010229216	0.7474194110095939	1.7058160912447182	1.2059760628307068	0.2209044946844707	3.0072906425285635	0.664929261747015	3.1344071077284523	0.0148778476940193	1.5611462762386932	3.1474818176290738	0.8119958430394265	2.8080373224530373	1.5166522699597569	1.4681198573344958	1.1136167988852514	1.5401649610077202	1.0779065490001654	1.2085894407158129	0.9036364612752128	0.8402543678578563	1.5831107732734535	2.566152221177435	1.6715044338991414	1.5921560264277823	1.077600379443127	2.114160075396544	1.0326438549363737	1.073095892017172	1.6841514267606257	1.2432987802813105	1.290082593048522	0.855041642776329	0.9690620445305624	1.6218964610644802	1.943632554108947	1.8230785048202576	2.432246200985534	1.8810845482735372
35	3.1635150010229216	0.7474194110095939	1.828329526491492	1.2059760628307068	0.2209044946844707	3.0336590393860936	0.667312813041554	3.1344071077284523	0.0148778476940193	1.5611462762386932	3.1474818176290738	0.8119958430394265	2.8089274758468803	1.5166522699597569	1.4681198573344958	1.1136167988852514	1.5401649610077202	1.0779065490001654	1.2085894407158129	0.9036364612752128	0.8402543678578563	1.5831107732734535	2.615906738704571	1.6715044338991414	1.5921560264277823	1.077600379443127	2.114160075396544	1.0444804712281166	1.073095892017172	1.6841514267606257	1.2432987802813105	1.3098637904286572	0.855041642776329	0.9690620445305624	1.6218964610644802	1.943632554108947	1.8230785048202576	2.435214864174177	1.9228919066128969
36	3.205649853062463	0.7474194110095939	1.828329526491492	1.20993664876981	0.2290758923333122	3.102156626188021	0.667312813041554	3.1344071077284523	0.0148778476940193	1.5611462762386932	3.1474818176290738	0.8119958430394265	2.8089274758468803	1.5166522699597569	1.4681198573344958	1.1136167988852514	1.5401649610077202	1.0779065490001654	1.2085894407158129	0.9036364612752128	0.8402543678578563	1.5831107732734535	2.6452413103081622	1.6715044338991414	1.5931695191885236	1.1374016355633632	2.114160075396544	1.0444804712281166	1.073095892017172	1.6841514267606257	1.272275199192508	1.3160472576927544	0.8564344260434316	0.9690620445305624	1.6218964610644802	1.943632554108947	1.8230785048202576	2.4452359731982645	1.928677822468777
37	3.205649853062463	0.7507202854466517	1.828329526491492	1.20993664876981	0.2290758923333122	3.102156626188021	0.667312813041554	3.1390101068663165	0.0148778476940193	1.66429789956798	3.1474818176290738	0.9054886004276516	2.8089274758468803	1.5166522699597569	1.4681198573344958	1.1197717328610663	1.5401649610077202	1.0779065490001654	1.2085894407158129	0.965767386444088	0.8402543678578563	1.5831107732734535	2.6452413103081622	1.6715044338991414	1.5931695191885236	1.1374016355633632	2.114160075396544	1.0444804712281166	1.073095892017172	1.6952201015344162	1.272275199192508	1.375657735962303	0.8564344260434316	0.9690620445305624	1.6218964610644802	1.943632554108947	1.82842048296462	2.4452359731982645	1.9555704954384725
