target_set	iteration	accuracy_q1	accuracy_q3	accuracy_median
2	0	0.0862068980932235	0.0862068980932235	0.0862068980932235
2	1	0.1034482792019844	0.1206896528601646	0.1034482792019844
2	2	0.1293103396892547	0.1637931019067764	0.14224138110876078
2	3	0.14870689809322357	0.2068965472280979	0.1637931019067764
2	4	0.1637931019067764	0.2155172377824783	0.19827585667371744
2	5	0.17456896603107447	0.2155172377824783	0.1982758641242981
2	6	0.1810344867408275	0.224137932062149	0.2155172377824783
2	7	0.20043103769421577	0.23060345277190203	0.21982758492231363
2	8	0.20043103769421577	0.2219827584922313	0.2068965584039688
2	9	0.20043103769421577	0.24568965658545494	0.224137932062149
2	10	0.2090517282485962	0.2327586263418197	0.21982758492231363
2	11	0.2090517282485962	0.26077586784958834	0.22844827920198435
2	12	0.2090517282485962	0.25431033596396446	0.224137932062149
2	13	0.224137932062149	0.2478448264300823	0.22844827920198435
2	14	0.22629310563206667	0.27155172079801554	0.25
2	15	0.22844827547669405	0.25431033596396446	0.2413793057203292
2	16	0.2521551698446274	0.2737068980932235	0.2629310339689255
2	17	0.2349137961864471	0.2823275774717331	0.2672413885593414
2	18	0.2521551698446274	0.2823275774717331	0.2672413885593414
2	19	0.2349137961864471	0.262931041419506	0.25
2	20	0.2349137961864471	0.2995689660310745	0.28448276221752167
2	21	0.2521551698446274	0.2995689660310745	0.2844827473163605
2	22	0.2629310265183449	0.3254310339689254	0.3017241358757019
2	23	0.26939655840396876	0.3168103471398353	0.29741379618644714
2	24	0.2780172377824783	0.3448275849223137	0.3017241358757019
2	25	0.2607758566737175	0.3146551772952079	0.2931034415960312
2	26	0.28663792461156845	0.3491379171609878	0.3017241358757019
2	27	0.3124999925494194	0.3599137812852859	0.33620689809322357
2	28	0.3297413736581802	0.3706896603107452	0.34913793206214905
2	29	0.3448275923728943	0.3771551698446273	0.3534482717514038
2	30	0.32112069427967066	0.3771551698446273	0.3448275923728943
2	31	0.33836206048727036	0.3771551698446273	0.3534482717514038
