target_set	iteration	accuracy_q1	accuracy_q3	accuracy_median
4	0	0.0193050187081098	0.0193050187081098	0.0193050187081098
4	1	0.0289575289934873	0.0289575289934873	0.0289575289934873
4	2	0.0386100374162197	0.047779922373592826	0.0463320463895797
4	3	0.041988415643572745	0.05357142910361285	0.048262547701597144
4	4	0.042953669093549175	0.052123550325632	0.0492277983576059
4	5	0.042953669093549175	0.0482625477015972	0.045366795733571
4	6	0.047297297976911026	0.0579150579869747	0.0559845566749572
4	7	0.048745173029601546	0.0598455592989921	0.05501930415630335
4	8	0.0559845566749572	0.0598455592989921	0.0579150579869747
4	9	0.04488417040556665	0.058880308642983374	0.053088802844285896
4	10	0.0482625477015972	0.0617760606110096	0.05405405350029465
4	11	0.059362933970987776	0.0670849401503801	0.0656370669603347
4	12	0.0482625477015972	0.06274131126701828	0.056949807330965954
4	13	0.050675674341618945	0.061293435283005224	0.053088802844285896
4	14	0.0559845566749572	0.06467181537300343	0.06081080995500085
4	15	0.05453668069094415	0.06901544611901045	0.05984555929899215
4	16	0.05839768331497905	0.07094594836235045	0.0656370650976896
4	17	0.05888030864298342	0.07287644781172273	0.0666023176163435
4	18	0.05646718200296157	0.0675675645470619	0.0598455592989921
4	19	0.0559845566749572	0.07384170033037654	0.06370656192302701
4	20	0.06998069584369655	0.08011582680046558	0.0714285746216774
4	21	0.06660231761634341	0.0810810774564743	0.07528957352042195
4	22	0.07191119901835917	0.09025096334517001	0.0791505798697471
4	23	0.0714285746216774	0.09459459222853182	0.0752895772457122
4	24	0.0796332042664289	0.08445946127176278	0.083011582493782
4	25	0.075772201642394	0.0810810774564743	0.0801158286631107
4	26	0.07770270109176633	0.0863899607211351	0.08204632997512815
4	27	0.07770270109176633	0.0888030901551246	0.083011582493782
4	28	0.08204632997512815	0.0868725851178169	0.0849420875310897
4	29	0.07818532548844812	0.09700772352516646	0.08880308642983435
4	30	0.083011582493782	0.09411197155714028	0.08783783763647074
4	31	0.09700772166252132	0.10569497942924495	0.10328185185790055
4	32	0.08976834081113333	0.09797297418117518	0.0945945978164672
4	33	0.0868725851178169	0.102316603064537	0.09169884026050565
4	34	0.0892857145518064	0.1085907351225614	0.0926640927791595
4	35	0.09025096707046025	0.1158301159739494	0.11196910962462425
4	36	0.0892857145518064	0.11148648709058757	0.1013513505458831
4	37	0.09507722035050388	0.1187258698046207	0.10617760568857185
4	38	0.095077222213149	0.11293436028063297	0.10231660306453699
4	39	0.10521235316991798	0.1177606210112571	0.1119691133499145
4	40	0.1124517377465963	0.12258687056601048	0.1158301159739494
4	41	0.10376447625458239	0.12499999441206452	0.12065637111663816
4	42	0.10472973063588138	0.11727799475193018	0.11389961466193195
4	43	0.10328185372054573	0.1264478731900453	0.1148648671805858
4	44	0.1158301159739494	0.12499999441206452	0.12065637111663816
4	45	0.11293436400592322	0.13030888140201563	0.12065637111663816
4	46	0.11776061728596685	0.14720077440142626	0.13127413392066956
4	47	0.1254826188087463	0.13851351290941233	0.13127413392066956
4	48	0.1211389936506748	0.14623551815748206	0.1341698840260505
4	49	0.1230694986879825	0.13851351290941233	0.13320463150739664
4	50	0.11920849606394762	0.13947876915335655	0.1283783763647079
4	51	0.12258687242865557	0.1476834006607532	0.12934362888336176
4	52	0.12355212494730944	0.15781853348016733	0.1486486494541168
4	53	0.14140927046537394	0.15250964835286135	0.1447876393795013
4	54	0.1389961391687393	0.15540540590882296	0.14768340438604355
4	55	0.13030888140201566	0.15395752713084215	0.14189188927412025
4	56	0.13658300787210462	0.15202703326940536	0.14285714179277414
4	57	0.12741312384605405	0.15250964835286135	0.14189188927412028
4	58	0.13513514026999474	0.16071427986025807	0.1486486494541168
4	59	0.14140927046537394	0.15830116346478457	0.14382239431142804
4	60	0.1423745192587375	0.15347490087151522	0.1476833969354629
4	61	0.14285714179277417	0.1640926599502563	0.16023165732622147
4	62	0.14575289189815516	0.1640926599502563	0.14961390197277064
4	63	0.16071428731083864	0.17519304901361465	0.1669884175062179
4	64	0.15781852975487703	0.17133204266428947	0.1640926599502563
4	65	0.1621621549129486	0.17084941640496254	0.16312740743160245
4	66	0.1636100336909294	0.1800193004310131	0.1747104227542877
4	67	0.1563706547021865	0.1756756752729416	0.16312741488218305
4	68	0.13947876542806623	0.17133204266428947	0.1544401571154594
4	69	0.16457528620958323	0.17760618031024927	0.16891892254352564
4	70	0.15347490832209584	0.17374517396092412	0.15830115973949427
4	71	0.16312740743160248	0.18291505426168436	0.17471042275428772
4	72	0.1587837822735309	0.1737451702356338	0.1689189150929451
4	73	0.15878378599882123	0.17084941640496254	0.16216216236352915
4	74	0.16505791246891016	0.1800193004310131	0.1718146726489067
4	75	0.16119691357016558	0.1737451702356338	0.16988416761159897
4	76	0.16071428731083864	0.18484556302428243	0.16988416761159897
4	77	0.1694015450775623	0.18774131685495368	0.1814671754837036
4	78	0.17133205011487002	0.19353282079100606	0.18822394311428065
4	79	0.17036679759621615	0.179536685347557	0.17857143282890314
4	80	0.17374517023563385	0.20608108490705487	0.1911196932196617
4	81	0.16795366629958153	0.1911196857690811	0.1805019304156303
4	82	0.1694015450775623	0.19353282079100606	0.18146718293428415
4	83	0.1684362888336181	0.20511582493782038	0.1911196932196617
4	84	0.1853281855583191	0.19449806958436966	0.18918918818235395
4	85	0.16843629628419873	0.19498069956898684	0.1785714253783226
4	86	0.18243242800235748	0.1969112008810043	0.19015444070100784
4	87	0.1756756752729416	0.20608108490705487	0.1949806958436966
4	88	0.17808880656957624	0.19401544332504272	0.1901544407010078
4	89	0.18243243545293802	0.20366795361042023	0.1940154433250427
4	90	0.17808880656957624	0.20222007855772972	0.18532818555831904
4	91	0.17857142910361287	0.2046332061290741	0.1911196932196617
4	92	0.19063707068562502	0.20994208008050913	0.20559845864772797
4	93	0.1887065656483173	0.22200772538781166	0.2027027010917663
4	94	0.18243243545293802	0.21138995885848993	0.20077220350503916
4	95	0.1848455592989921	0.20318533107638356	0.1969112008810043
4	96	0.1949806958436966	0.21911196783185002	0.21042470633983607
4	97	0.19546332210302353	0.2181467115879058	0.20752896368503565
4	98	0.20125482976436607	0.2186293415725231	0.21042470633983607
4	99	0.1973938271403312	0.22779922559857366	0.21042471379041672
4	100	0.19353281706571573	0.22152509540319437	0.20077220350503922
4	101	0.18918919190764424	0.20608108490705487	0.19884169846773145
4	102	0.19401544332504267	0.2282818518579006	0.2123552113771438
4	103	0.20125482231378553	0.2292471081018448	0.20656370371580118
4	104	0.18581081181764603	0.2080115787684917	0.1959459483623504
4	105	0.19353281334042546	0.22007722035050387	0.20849420875310895
4	106	0.20559845492243764	0.2350386045873165	0.21525096148252484
4	107	0.20511583238840103	0.23455598950386042	0.2277992218732834
4	108	0.2060810811817646	0.24034748971462244	0.2277992218732834
4	109	0.1983590759336948	0.233590729534626	0.21428570896387095
4	110	0.19787644967436788	0.22152509540319437	0.20752895623445505
4	111	0.20752895995974538	0.23986486718058586	0.2171814665198326
4	112	0.2046332098543643	0.23745173588395116	0.2258687242865562
4	113	0.2022200748324394	0.24083011597394938	0.21525096893310547
4	114	0.21814672276377675	0.23310811072587967	0.2316602319478988
4	115	0.20897682756185526	0.22876447811722753	0.21525096148252482
4	116	0.21283783763647074	0.23696910962462422	0.22393821924924845
4	117	0.21090732887387267	0.23262548446655273	0.2277992218732834
4	118	0.19980695471167556	0.23793436214327807	0.2181467115879058
4	119	0.21718147024512288	0.24903474003076553	0.2297297343611717
4	120	0.2162162214517593	0.26061776280403137	0.23069497942924494
4	121	0.21090733259916303	0.2461389936506748	0.2258687242865562
4	122	0.2215250954031944	0.24951736629009247	0.2422779947519302
4	123	0.22635135427117345	0.25289574638009066	0.2384169921278953
4	124	0.2181467115879058	0.24179537221789354	0.22490347921848297
4	125	0.2215250954031944	0.2471042424440384	0.2384169921278953
4	126	0.2200772166252136	0.2606177628040313	0.2393822446465492
4	127	0.22876447439193726	0.2485521137714386	0.23455598205327985
4	128	0.23214285820722574	0.2543436251580715	0.2393822446465492
4	129	0.23793436959385866	0.26640927791595453	0.2586872577667236
4	130	0.23600386455655092	0.25820463150739664	0.24324324727058405
