target_set	iteration	accuracy_q1	accuracy_q3	accuracy_median
3	0	0.0699300691485405	0.0699300691485405	0.0699300691485405
3	1	0.05769230797886847	0.0839160829782486	0.0699300691485405
3	2	0.06468531675636766	0.08216783218085764	0.0769230797886848
3	3	0.08566433563828467	0.0979020968079567	0.09440559521317479
3	4	0.07342657260596752	0.0909090936183929	0.0839160829782486
3	5	0.09965034946799277	0.1188811212778091	0.1118881106376648
3	6	0.104895107448101	0.11538461782038208	0.104895107448101
3	7	0.09965034946799277	0.1258741319179535	0.1118881106376648
3	8	0.08741258643567562	0.11013985984027384	0.104895107448101
3	9	0.10839161090552803	0.1381118856370449	0.12237762659788129
3	10	0.12762238085269928	0.159090906381607	0.14335664361715314
3	11	0.10139860212802883	0.15034965425729752	0.1328671276569366
3	12	0.1188811212778091	0.159090906381607	0.12937062978744504
3	13	0.1206293739378452	0.15034965425729752	0.12937062978744504
3	14	0.13461538031697268	0.17132867127656934	0.15384615212678904
3	15	0.13811188563704485	0.159090906381607	0.1538461595773697
3	16	0.1538461595773697	0.1678321659564972	0.1608391553163528
3	17	0.15909091383218765	0.1940559409558773	0.18531468510627744
3	18	0.14860140159726137	0.1800699345767498	0.1538461595773697
3	19	0.14510489255189896	0.1800699345767498	0.16783216595649714
3	20	0.1748251765966415	0.2132867090404033	0.17832168191671371
3	21	0.1678321659564972	0.1818181872367859	0.17132867127656937
3	22	0.15559440851211548	0.19930069893598554	0.17132867127656934
3	23	0.16258740797638888	0.2150349617004394	0.19580419361591334
3	24	0.1765734292566776	0.2220279686152935	0.2062937095761299
3	25	0.1958041936159134	0.2150349617004394	0.2062937095761299
3	26	0.1765734292566776	0.20104895159602162	0.1923076882958412
3	27	0.2027972042560577	0.22902097925543782	0.2202797159552574
3	28	0.2027972042560577	0.23601398244500157	0.2097902148962021
3	29	0.19580418989062304	0.2377622425556183	0.2237762212753296
3	30	0.21853146329522127	0.27797202020883555	0.23776223510503766
3	31	0.21503496915102005	0.2569930106401443	0.24475525319576263
3	32	0.21853146329522127	0.2622377574443817	0.2482517510652542
3	33	0.22552447393536568	0.2779720276594162	0.24125874042510986
3	34	0.23776223883032796	0.2762237712740898	0.2657342553138733
3	35	0.2097902148962021	0.2902097925543785	0.24825175106525418
3	36	0.23951049149036407	0.2779720276594162	0.25874125957489014
3	37	0.2587412595748901	0.2849650233983993	0.2727272808551788
3	38	0.2727272808551788	0.3076923191547394	0.30069930851459503
3	39	0.26223776489496226	0.3006992936134338	0.2867132723331451
3	40	0.279720276594162	0.3146853148937225	0.29370628297328943
3	41	0.27797203510999674	0.3269230797886848	0.30069930851459503
3	42	0.27447552978992457	0.3129370659589767	0.2937062978744507
3	43	0.2709790244698524	0.3286713361740112	0.3146853148937225
3	44	0.27447552978992457	0.3356643319129944	0.3216783255338669
3	45	0.28846152871847147	0.35489511489868164	0.3216783106327057
3	46	0.3076923191547394	0.3339160829782486	0.3146853148937225
3	47	0.30944056808948517	0.3531468510627746	0.3321678340435028
3	48	0.33041958510875696	0.3863636329770088	0.3566433489322662
3	49	0.28846152871847147	0.33916085213422775	0.3286713361740112
3	50	0.33916083723306656	0.3916083872318268	0.38111887872219086
3	51	0.3479021117091179	0.4003496542572975	0.37062937021255493
3	52	0.3444056063890457	0.4178321734070778	0.360139861702919
