iteration;loss;accuracy
0;0.03978051245212555;0.08620689809322357
1;0.03678026795387268;0.12068965286016464
2;0.03504716977477074;0.16379310190677643
3;0.034707918763160706;0.1982758641242981
4;0.03429536893963814;0.27586206793785095
5;0.03386359289288521;0.2586206793785095
6;0.03380326181650162;0.1982758641242981
7;0.03369629755616188;0.25
8;0.03388490900397301;0.1982758641242981
9;0.03360076993703842;0.24137930572032928
10;0.03341124579310417;0.23275862634181976
11;0.03289203345775604;0.25
12;0.03234250098466873;0.3017241358757019
13;0.0319572314620018;0.26724138855934143
14;0.0318039134144783;0.3103448152542114
15;0.031831853091716766;0.37068966031074524
16;0.03146103397011757;0.3362068831920624
17;0.030939985066652298;0.3965517282485962
18;0.030957777053117752;0.36206895112991333
19;0.030117791146039963;0.37068966031074524
20;0.03021857514977455;0.3362068831920624
21;0.03058115765452385;0.3362068831920624
22;0.03017304092645645;0.36206895112991333
23;0.029876643791794777;0.4568965435028076
24;0.029514465481042862;0.5
25;0.02888999693095684;0.5086206793785095
26;0.02832723595201969;0.5258620977401733
27;0.02775997668504715;0.5258620977401733
28;0.027454771101474762;0.5775862336158752
29;0.02671169675886631;0.6034482717514038
30;0.02589981071650982;0.6120689511299133
31;0.02683817595243454;0.5862069129943848
32;0.028327805921435356;0.48275861144065857
33;0.025099121034145355;0.6034482717514038
34;0.027018429711461067;0.5517241358757019
35;0.023366041481494904;0.6551724076271057
36;0.024342631921172142;0.6379310488700867
37;0.02476990967988968;0.6379310488700867
38;0.02386927604675293;0.6637930870056152
39;0.022880900651216507;0.6637930870056152
40;0.02321222610771656;0.681034505367279
41;0.022562121972441673;0.6293103694915771
42;0.021852346137166023;0.6637930870056152
43;0.02111787348985672;0.7413793206214905
44;0.020794929936528206;0.732758641242981
45;0.020455744117498398;0.732758641242981
46;0.020359499379992485;0.75
47;0.020372916013002396;0.7413793206214905
48;0.01936672255396843;0.75
49;0.01854889467358589;0.75
50;0.018275929614901543;0.7413793206214905
51;0.017901478335261345;0.767241358757019
52;0.017894037067890167;0.75
53;0.01763167418539524;0.7241379022598267
54;0.017059622332453728;0.732758641242981
55;0.017422568053007126;0.7586206793785095
56;0.01683317869901657;0.75
57;0.01689773052930832;0.75
58;0.016621334478259087;0.732758641242981
59;0.015754645690321922;0.7586206793785095
60;0.015636829659342766;0.7586206793785095
61;0.015904070809483528;0.732758641242981
62;0.015824388712644577;0.7586206793785095
63;0.015568003989756107;0.75
64;0.015554777346551418;0.7586206793785095
65;0.014853057451546192;0.75
66;0.014883510768413544;0.767241358757019
67;0.015476749278604984;0.6896551847457886
68;0.01456386223435402;0.75
69;0.01504766009747982;0.7586206793785095
70;0.01416726689785719;0.7844827771186829
71;0.014478398486971855;0.7844827771186829
72;0.013990242034196854;0.8017241358757019
73;0.01431596651673317;0.767241358757019
74;0.013589851558208466;0.767241358757019
75;0.01387719064950943;0.8103448152542114
76;0.01337294653058052;0.8017241358757019
77;0.012642123736441135;0.8017241358757019
78;0.012874322012066841;0.8103448152542114
79;0.012903887778520584;0.8103448152542114
80;0.012828240171074867;0.7844827771186829
81;0.0127240726724267;0.8362069129943848
82;0.01265048049390316;0.8103448152542114
83;0.012423769570887089;0.7844827771186829
84;0.012514579109847546;0.818965494632721
85;0.012286286801099777;0.818965494632721
86;0.011906275525689125;0.8275862336158752
87;0.012417290359735489;0.7931034564971924
88;0.012320191599428654;0.8017241358757019
89;0.011719154193997383;0.8362069129943848
90;0.01151142455637455;0.8275862336158752
91;0.01143613364547491;0.8275862336158752
92;0.011297877877950668;0.8448275923728943
93;0.01152399554848671;0.8448275923728943
94;0.011449112556874752;0.818965494632721
95;0.010576971806585789;0.8448275923728943
96;0.011022018268704414;0.8275862336158752
97;0.010516705922782421;0.8448275923728943
98;0.010453416034579277;0.8620689511299133
99;0.011159113608300686;0.8362069129943848
100;0.01092225220054388;0.8362069129943848
101;0.010362549684941769;0.818965494632721
102;0.011116179637610912;0.8103448152542114
103;0.010346769355237484;0.8620689511299133
104;0.010940708220005035;0.8362069129943848
105;0.01082063652575016;0.8362069129943848
106;0.011119638569653034;0.8362069129943848
107;0.010610426776111126;0.8620689511299133
108;0.010160945355892181;0.8706896305084229
109;0.010916104540228844;0.8620689511299133
110;0.009789307601749897;0.8620689511299133
111;0.01003198605030775;0.8793103694915771
112;0.009733947925269604;0.8706896305084229
113;0.009817920625209808;0.8793103694915771
114;0.009902704507112503;0.8793103694915771
115;0.010023326613008976;0.8706896305084229
116;0.009933892637491226;0.8534482717514038
117;0.009481081739068031;0.8965517282485962
118;0.009321054443717003;0.9224137663841248
119;0.009134664200246334;0.9051724076271057
120;0.008898938074707985;0.8879310488700867
121;0.009296063333749771;0.8793103694915771
122;0.009316015988588333;0.9137930870056152
123;0.00921275932341814;0.9051724076271057
124;0.008983270265161991;0.9137930870056152
125;0.008903507143259048;0.9051724076271057
126;0.00806453451514244;0.9137930870056152
127;0.00887411367148161;0.8793103694915771
128;0.008473150432109833;0.8965517282485962
129;0.007962231524288654;0.931034505367279
130;0.008543063886463642;0.9051724076271057
131;0.008304711431264877;0.9137930870056152
132;0.008533314801752567;0.9051724076271057
133;0.007962005212903023;0.9137930870056152
134;0.008089855313301086;0.9051724076271057
135;0.007970676757395267;0.9224137663841248
136;0.008269340731203556;0.9137930870056152
137;0.008252285420894623;0.8965517282485962
138;0.007773264776915312;0.9137930870056152
139;0.00783619750291109;0.9051724076271057
140;0.007658050861209631;0.9137930870056152
141;0.007738547865301371;0.9137930870056152
142;0.007290310692042112;0.9137930870056152
143;0.007738317362964153;0.9137930870056152
144;0.007474460173398256;0.8965517282485962
145;0.007500857580453157;0.9051724076271057
146;0.008087312802672386;0.9224137663841248
147;0.00884275697171688;0.9224137663841248
148;0.007075821049511433;0.8965517282485962
149;0.007640570402145386;0.9224137663841248
150;0.00752433342859149;0.9224137663841248
151;0.0073064700700342655;0.9051724076271057
152;0.007187996059656143;0.9137930870056152
153;0.007181130815297365;0.931034505367279
154;0.007246691733598709;0.9137930870056152
155;0.0069936728104949;0.9224137663841248
156;0.007288484368473291;0.9051724076271057
157;0.007151124998927116;0.9224137663841248
158;0.006857423577457666;0.9224137663841248
159;0.007644709199666977;0.9137930870056152
160;0.006475898437201977;0.931034505367279
161;0.006495015695691109;0.9137930870056152
162;0.006354194134473801;0.9051724076271057
163;0.006882001180201769;0.9224137663841248
164;0.006557108368724585;0.931034505367279
165;0.006326713133603334;0.931034505367279
166;0.007028667721897364;0.9482758641242981
167;0.005781220272183418;0.9482758641242981
168;0.006330711767077446;0.9224137663841248
169;0.006004437804222107;0.931034505367279
170;0.0063810269348323345;0.9224137663841248
171;0.006639578845351934;0.931034505367279
172;0.006417406722903252;0.931034505367279
173;0.006284159608185291;0.9224137663841248
174;0.005943674594163895;0.931034505367279
175;0.006205268669873476;0.9224137663841248
176;0.005903377663344145;0.9396551847457886
177;0.006474484223872423;0.9224137663841248
178;0.005812885705381632;0.9224137663841248
179;0.006174643058329821;0.931034505367279
180;0.005819437559694052;0.9396551847457886
181;0.006127229426056147;0.9224137663841248
182;0.0057854922488331795;0.931034505367279
183;0.005864529404789209;0.931034505367279
184;0.006160221062600613;0.931034505367279
185;0.005845802836120129;0.931034505367279
186;0.005602646619081497;0.931034505367279
187;0.006087800487875938;0.931034505367279
188;0.005734957288950682;0.9224137663841248
189;0.005761187523603439;0.931034505367279
190;0.005817664321511984;0.931034505367279
191;0.005408256780356169;0.9396551847457886
192;0.005463564768433571;0.9224137663841248
193;0.005906041711568832;0.931034505367279
194;0.005219617392867804;0.9224137663841248
195;0.005756880156695843;0.931034505367279
196;0.005425212439149618;0.9396551847457886
197;0.005739164538681507;0.9137930870056152
198;0.005807867273688316;0.931034505367279
199;0.005520143546164036;0.9224137663841248
200;0.0051149469800293446;0.931034505367279
201;0.005443190224468708;0.9224137663841248
202;0.005979103501886129;0.9396551847457886
203;0.00514865992590785;0.931034505367279
204;0.005431062541902065;0.9224137663841248
205;0.005470083560794592;0.9396551847457886
206;0.005568979773670435;0.9396551847457886
207;0.005278022959828377;0.931034505367279
208;0.005286721978336573;0.9396551847457886
209;0.005277877673506737;0.931034505367279
210;0.005388452205806971;0.9137930870056152
211;0.005673276726156473;0.9224137663841248
212;0.005236951168626547;0.9396551847457886
213;0.0052061015740036964;0.931034505367279
214;0.005124572664499283;0.9224137663841248
215;0.005741832312196493;0.9137930870056152
216;0.005415721330791712;0.9051724076271057
217;0.004927617497742176;0.9568965435028076
218;0.005252708215266466;0.931034505367279
219;0.00556907756254077;0.9396551847457886
220;0.005069368984550238;0.9224137663841248
221;0.004980139899998903;0.931034505367279
222;0.005553777329623699;0.9224137663841248
223;0.0050263297744095325;0.931034505367279
224;0.004785149823874235;0.9224137663841248
225;0.005255926866084337;0.9224137663841248
226;0.004833594895899296;0.9482758641242981
227;0.005052010994404554;0.931034505367279
228;0.005032528191804886;0.9224137663841248
229;0.005104574374854565;0.931034505367279
230;0.005151002202183008;0.9224137663841248
231;0.005383862182497978;0.931034505367279
232;0.004921233747154474;0.931034505367279
233;0.005367757752537727;0.9396551847457886
234;0.005222423002123833;0.9137930870056152
235;0.004948148503899574;0.931034505367279
236;0.005148862488567829;0.931034505367279
237;0.005015034694224596;0.9396551847457886
238;0.005074342712759972;0.931034505367279
239;0.005529767833650112;0.9224137663841248
240;0.005621807649731636;0.931034505367279
241;0.005193455144762993;0.9224137663841248
242;0.005008990876376629;0.931034505367279
243;0.005044609308242798;0.9224137663841248
244;0.004695037379860878;0.931034505367279
245;0.005275588482618332;0.9224137663841248
246;0.004856488201767206;0.931034505367279
247;0.005536362994462252;0.9051724076271057
248;0.00500627001747489;0.9396551847457886
249;0.004794741980731487;0.9137930870056152
250;0.005047364626079798;0.9224137663841248
251;0.004751039668917656;0.9482758641242981
252;0.004614776000380516;0.9482758641242981
253;0.0050816405564546585;0.931034505367279
254;0.004915505647659302;0.9482758641242981
255;0.0048146010376513;0.931034505367279
256;0.005211759824305773;0.9224137663841248
257;0.004829226061701775;0.9224137663841248
258;0.005000628065317869;0.9224137663841248
259;0.004942435771226883;0.9396551847457886
260;0.004963697865605354;0.9224137663841248
261;0.0049445126205682755;0.9224137663841248
262;0.005367966368794441;0.9224137663841248
263;0.0051462966948747635;0.9224137663841248
264;0.0047654020600020885;0.9396551847457886
265;0.0047101471573114395;0.9396551847457886
266;0.004686450585722923;0.9396551847457886
267;0.004946370143443346;0.9224137663841248
268;0.004444600082933903;0.9396551847457886
269;0.004776348359882832;0.9396551847457886
270;0.004502065014094114;0.931034505367279
271;0.004548719152808189;0.9224137663841248
272;0.0046482691541314125;0.931034505367279
273;0.005023845471441746;0.9137930870056152
274;0.0049651628360152245;0.9224137663841248
275;0.004768234211951494;0.9396551847457886
276;0.004838902968913317;0.9224137663841248
277;0.004931910429149866;0.9396551847457886
278;0.004663228057324886;0.931034505367279
279;0.004530820995569229;0.931034505367279
280;0.004748889710754156;0.9137930870056152
281;0.004956848453730345;0.9224137663841248
282;0.004366295412182808;0.931034505367279
283;0.0043395706452429295;0.9224137663841248
284;0.004935616161674261;0.9224137663841248
285;0.004496709443628788;0.931034505367279
286;0.004233991727232933;0.9482758641242981
287;0.004787876736372709;0.9051724076271057
288;0.004724657163023949;0.931034505367279
289;0.004525002557784319;0.9482758641242981
290;0.004503418691456318;0.931034505367279
291;0.004719016142189503;0.9224137663841248
292;0.004518685396760702;0.9224137663841248
293;0.004951926413923502;0.9137930870056152
294;0.004519024398177862;0.931034505367279
295;0.0048238979652523994;0.9137930870056152
296;0.00426566693931818;0.9396551847457886
297;0.004244885873049498;0.9482758641242981
298;0.004591911565512419;0.9224137663841248
299;0.004832211881875992;0.9396551847457886
300;0.00451549282297492;0.9224137663841248
301;0.004398048855364323;0.931034505367279
302;0.004542773589491844;0.931034505367279
303;0.004457226488739252;0.9137930870056152
304;0.004434369504451752;0.9396551847457886
305;0.004439266864210367;0.9482758641242981
306;0.004177501890808344;0.9224137663841248
307;0.0042409892193973064;0.931034505367279
308;0.0046382383443415165;0.9224137663841248
309;0.004809812176972628;0.931034505367279
310;0.004843216855078936;0.9051724076271057
311;0.004022964742034674;0.9396551847457886
312;0.004579016473144293;0.9396551847457886
313;0.004414766561239958;0.9137930870056152
314;0.004261470399796963;0.9482758641242981
315;0.004691325593739748;0.931034505367279
316;0.0046913521364331245;0.9137930870056152
317;0.00441877543926239;0.9396551847457886
318;0.004442199133336544;0.931034505367279
319;0.0045103332959115505;0.931034505367279
320;0.004240309353917837;0.9396551847457886
321;0.004255370236933231;0.931034505367279
322;0.004344921559095383;0.9224137663841248
323;0.004585019312798977;0.9051724076271057
324;0.004313817247748375;0.931034505367279
325;0.004462793935090303;0.9396551847457886
326;0.004023570567369461;0.9482758641242981
327;0.0042379479855299;0.931034505367279
328;0.004518064204603434;0.931034505367279
329;0.004353213123977184;0.9396551847457886
330;0.004717944655567408;0.931034505367279
331;0.004665295127779245;0.9137930870056152
332;0.004952180199325085;0.931034505367279
333;0.004640627186745405;0.931034505367279
334;0.004274916835129261;0.9396551847457886
335;0.004002629313617945;0.931034505367279
336;0.004521552007645369;0.931034505367279
337;0.004153041169047356;0.931034505367279
338;0.004491474479436874;0.931034505367279
339;0.003906313329935074;0.9396551847457886
340;0.004039234481751919;0.9137930870056152
341;0.00420138705521822;0.9396551847457886
342;0.004112668801099062;0.9396551847457886
343;0.004369956441223621;0.9224137663841248
344;0.004419670905917883;0.931034505367279
345;0.004559125751256943;0.9224137663841248
346;0.004024296998977661;0.9396551847457886
347;0.004714606329798698;0.931034505367279
348;0.004642536863684654;0.9224137663841248
349;0.0043526580557227135;0.9396551847457886
350;0.004319555591791868;0.9396551847457886
351;0.004761973861604929;0.9224137663841248
352;0.004245151299983263;0.9224137663841248
353;0.0042821504175662994;0.9137930870056152
354;0.004435548093169928;0.9396551847457886
355;0.004193518310785294;0.931034505367279
356;0.0037138029001653194;0.931034505367279
357;0.004243193659931421;0.9051724076271057
358;0.004099320620298386;0.931034505367279
359;0.0038581802509725094;0.9396551847457886
360;0.004361096303910017;0.9137930870056152
361;0.004260897636413574;0.9396551847457886
362;0.0043985918164253235;0.9224137663841248
363;0.00429338775575161;0.9224137663841248
364;0.004383046180009842;0.9224137663841248
365;0.004243478644639254;0.9396551847457886
366;0.004097370430827141;0.9396551847457886
367;0.004132049158215523;0.9224137663841248
368;0.004228677600622177;0.931034505367279
369;0.004104673862457275;0.931034505367279
370;0.004162766970694065;0.931034505367279
371;0.004160034470260143;0.9224137663841248
372;0.004200045485049486;0.9224137663841248
373;0.004544412717223167;0.931034505367279
