iteration;loss;accuracy
0;0.03978050500154495;0.08620689809322357
1;0.0360628217458725;0.12931033968925476
2;0.03530582785606384;0.1551724076271057
3;0.03482000157237053;0.23275862634181976
4;0.034544363617897034;0.26724138855934143
5;0.034849029034376144;0.22413793206214905
6;0.03450216352939606;0.23275862634181976
7;0.0344005785882473;0.24137930572032928
8;0.034171391278505325;0.23275862634181976
9;0.034140728414058685;0.2586206793785095
10;0.034051015973091125;0.18103447556495667
11;0.03387494012713432;0.23275862634181976
12;0.033452704548835754;0.2586206793785095
13;0.03319552540779114;0.27586206793785095
14;0.033169832080602646;0.27586206793785095
15;0.03321775794029236;0.25
16;0.032770510762929916;0.2844827473163605
17;0.03252061456441879;0.26724138855934143
18;0.03219519555568695;0.3103448152542114
19;0.031963739544153214;0.3103448152542114
20;0.03179880604147911;0.3362068831920624
21;0.03181978315114975;0.3362068831920624
22;0.03166179731488228;0.3362068831920624
23;0.03133876621723175;0.38793104887008667
24;0.031233930960297585;0.38793104887008667
25;0.03055541031062603;0.3534482717514038
26;0.030765237286686897;0.3448275923728943
27;0.030324338003993034;0.37931033968925476
28;0.030112838372588158;0.3965517282485962
29;0.02957501821219921;0.42241379618644714
30;0.029437271878123283;0.37931033968925476
31;0.029021475464105606;0.4482758641242981
32;0.02899516373872757;0.5258620977401733
33;0.028987150639295578;0.4051724076271057
34;0.02855817601084709;0.517241358757019
35;0.027953440323472023;0.517241358757019
36;0.027923595160245895;0.48275861144065857
37;0.027543989941477776;0.517241358757019
38;0.02734757401049137;0.5775862336158752
39;0.02718406356871128;0.5431034564971924
40;0.026616010814905167;0.5603448152542114
41;0.0257481150329113;0.568965494632721
42;0.025825319811701775;0.5862069129943848
43;0.02630477584898472;0.5517241358757019
44;0.025161005556583405;0.6034482717514038
45;0.0246491190046072;0.6034482717514038
46;0.024443943053483963;0.6034482717514038
47;0.025078490376472473;0.6465517282485962
48;0.024633323773741722;0.5862069129943848
49;0.02351967617869377;0.6379310488700867
50;0.023668278008699417;0.6379310488700867
51;0.023257844150066376;0.6293103694915771
52;0.02328864298760891;0.6379310488700867
53;0.022315334528684616;0.6724137663841248
54;0.022624611854553223;0.6379310488700867
