iteration;loss;accuracy
0;0.01765432208776474;0.0699300691485405
1;0.01684575527906418;0.0839160829782486
2;0.01654769480228424;0.10489510744810104
3;0.016756238415837288;0.0559440553188324
4;0.016854051500558853;0.0419580414891243
5;0.016653357073664665;0.09090909361839294
6;0.016554897651076317;0.09090909361839294
7;0.016471676528453827;0.0979020968079567
8;0.01638680323958397;0.10489510744810104
9;0.016418514773249626;0.0839160829782486
10;0.01642281748354435;0.07692307978868484
11;0.0163455531001091;0.14685314893722534
12;0.01632951945066452;0.13286712765693665
13;0.016257718205451965;0.1118881106376648
14;0.016207769513130188;0.1118881106376648
15;0.016057875007390976;0.18881118297576904
16;0.01605098694562912;0.1258741319179535
17;0.01608392782509327;0.09090909361839294
18;0.01598312333226204;0.1258741319179535
19;0.015924682840704918;0.1538461595773697
20;0.015840476378798485;0.1818181872367859
21;0.0158271174877882;0.14685314893722534
22;0.01582569256424904;0.1258741319179535
23;0.015733269974589348;0.1538461595773697
24;0.015752386301755905;0.1678321659564972
25;0.015712913125753403;0.1118881106376648
26;0.015600860118865967;0.13286712765693665
27;0.015569809824228287;0.2237762212753296
28;0.01554598193615675;0.1958041936159134
29;0.015495139174163342;0.18881118297576904
30;0.01550176739692688;0.13286712765693665
31;0.015389898791909218;0.17482517659664154
32;0.015335788950324059;0.1818181872367859
33;0.015421123243868351;0.17482517659664154
34;0.015409532934427261;0.23076923191547394
35;0.015417895279824734;0.1818181872367859
36;0.015211416408419609;0.20279720425605774
37;0.015460826456546783;0.11888112127780914
38;0.01521289348602295;0.251748263835907
39;0.01512469258159399;0.25874125957489014
40;0.01519433967769146;0.18881118297576904
41;0.01524305809289217;0.20279720425605774
42;0.01500636339187622;0.23076923191547394
43;0.01507397647947073;0.2237762212753296
44;0.015074942260980606;0.2377622425556183
45;0.014978586696088314;0.27272728085517883
46;0.014997472986578941;0.23076923191547394
47;0.014970080927014351;0.27272728085517883
48;0.014881039038300514;0.25874125957489014
49;0.014837093651294708;0.23076923191547394
50;0.014966371469199657;0.2377622425556183
51;0.014662180095911026;0.279720276594162
52;0.014681657776236534;0.31468531489372253
53;0.014925261959433556;0.2377622425556183
54;0.014467001892626286;0.279720276594162
55;0.014870278537273407;0.2657342553138733
56;0.014555301517248154;0.28671327233314514
57;0.014792628586292267;0.2237762212753296
58;0.014543565921485424;0.279720276594162
59;0.014463423751294613;0.3356643319129944
60;0.014640445820987225;0.28671327233314514
61;0.014432012103497982;0.2657342553138733
62;0.014359145425260067;0.31468531489372253
63;0.01445016823709011;0.28671327233314514
64;0.014388570562005043;0.25874125957489014
65;0.01437109149992466;0.32867133617401123
66;0.014200860634446144;0.35664334893226624
67;0.014336015097796917;0.3216783106327057
68;0.014167159795761108;0.3426573574542999
69;0.014117753133177757;0.3076923191547394
70;0.014102987945079803;0.3986014127731323
71;0.014082065783441067;0.3636363744735718
72;0.01411741878837347;0.4055944085121155
73;0.013931500725448132;0.3776223659515381
74;0.014128890819847584;0.37062937021255493
75;0.013870228081941605;0.440559446811676
76;0.013903902843594551;0.38461539149284363
77;0.01390122901648283;0.3916083872318268
78;0.013727646321058273;0.4615384638309479
79;0.013785420916974545;0.42657342553138733
80;0.01373254507780075;0.3986014127731323
81;0.013902092352509499;0.3496503531932831
82;0.01349020004272461;0.4335664212703705
83;0.013544483110308647;0.4545454680919647
84;0.013521906919777393;0.4755244851112366
