shapes_set,shape_id,target_set,closest_shape_id,edit_distance,readable_shape,step,classification,majority_vote,seed,classification_vx,majority_vote_vx
3,0,1,0,0,1111-1111-1001,0,0;0;2-3;0;2-0;1;0-1;1;1-2;1;1-3;1;0-0;2;2-1;2;2-2;2;2-3;2;2,2,1,-0.028513491517424255,0.9872581681607984
3,0,1,0,0,1111-1111-1001,0,0;0;2-3;0;2-0;1;0-1;1;1-2;1;1-3;1;0-0;2;2-1;2;2-2;2;2-3;2;2,2,2,-0.029158583482424835,0.009391090943803717
3,0,1,0,0,1111-1111-1001,0,0;0;2-3;0;2-0;1;0-1;1;1-2;1;1-3;1;0-0;2;2-1;2;2-2;2;2-3;2;2,2,3,0.055859671437793385,0.3165887342858146
3,0,1,0,0,1111-1111-1001,0,0;0;2-3;0;2-0;1;0-1;1;1-2;1;1-3;1;0-0;2;2-1;2;2-2;2;2-3;2;2,2,4,0.16371276542672206,0.30808173613081397
3,0,1,0,0,1111-1111-1001,0,0;0;2-3;0;2-0;1;0-1;1;1-2;1;1-3;1;0-0;2;2-1;2;2-2;2;2-3;2;2,2,5,-0.013689313009532845,0.008928347514569768
3,0,1,0,0,1111-1111-1001,1,0;0;2-3;0;2-0;1;0-1;1;1-2;1;1-3;1;0-0;2;0-1;2;2-2;2;1-3;2;0,0,1,0.07244166755169987,3.2662573825650085
3,0,1,0,0,1111-1111-1001,1,0;0;2-3;0;2-0;1;0-1;1;1-2;1;1-3;1;0-0;2;0-1;2;2-2;2;1-3;2;0,0,2,-0.010609726297844064,3.1702862674560603
3,0,1,0,0,1111-1111-1001,1,0;0;2-3;0;2-0;1;0-1;1;1-2;1;1-3;1;0-0;2;0-1;2;2-2;2;1-3;2;0,0,3,-0.027619788583739587,1.8428490882138375
3,0,1,0,0,1111-1111-1001,1,0;0;2-3;0;2-0;1;0-1;1;1-2;1;1-3;1;0-0;2;0-1;2;2-2;2;1-3;2;0,0,4,-0.029661491831021777,2.4318850725748384
3,0,1,0,0,1111-1111-1001,1,0;0;2-3;0;2-0;1;0-1;1;1-2;1;1-3;1;0-0;2;0-1;2;2-2;2;1-3;2;0,0,5,-0.014771387139844777,3.7169256489195845
3,0,1,0,0,1111-1111-1001,2,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;1-2;2;1-3;2;0,0,1,-0.024521352120837975,3.2662573825650085
3,0,1,0,0,1111-1111-1001,2,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;1-2;2;1-3;2;0,0,2,-0.026487105400500983,3.1702862674560603
3,0,1,0,0,1111-1111-1001,2,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;1-2;2;1-3;2;0,0,3,0.011836511614393657,1.8428490882138375
3,0,1,0,0,1111-1111-1001,2,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;1-2;2;1-3;2;0,0,4,0.47256132736765727,2.4318850725748384
3,0,1,0,0,1111-1111-1001,2,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;1-2;2;1-3;2;0,0,5,2.2257454815638384,3.7169256489195845
3,0,1,0,0,1111-1111-1001,3,0;0;0-3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,1,3.2662573825650085,3.2662573825650085
3,0,1,0,0,1111-1111-1001,3,0;0;0-3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,2,3.1702862674560603,3.1702862674560603
3,0,1,0,0,1111-1111-1001,3,0;0;0-3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,3,1.8428490882138375,1.8428490882138375
3,0,1,0,0,1111-1111-1001,3,0;0;0-3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,4,2.4318850725748384,2.4318850725748384
3,0,1,0,0,1111-1111-1001,3,0;0;0-3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,5,3.7169256489195845,3.7169256489195845
3,0,1,0,0,1111-1111-1001,4,0;0;0-3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,1,3.2662573825650085,3.2662573825650085
3,0,1,0,0,1111-1111-1001,4,0;0;0-3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,2,3.1702862674560603,3.1702862674560603
