target_set,shapes_set,closest_shape_id,edit_distance,shape_id,step,majority_vote,seed,target_vx,variable,vx,relative_performance_loss,overlap
1,3,0,0,0,40,0.0,4.0,2.4318850725748384,classification,2.4318850725748384,0.0,True
1,3,0,0,0,40,0.0,5.0,3.716925648919585,classification,3.716925648919585,0.0,True
1,3,0,1,1,40,0.0,1.0,2.389723023607534,classification,0.4519530098687936,0.8108764047531651,False
1,3,0,1,1,40,0.0,2.0,3.966744540551052,classification,0.049501298208766,0.9875209261139137,False
1,3,0,1,1,40,0.0,3.0,3.347276483173254,classification,0.2853526160506653,0.9147508078627111,False
1,3,0,1,1,40,0.0,4.0,2.954469257871947,classification,0.0725063498633997,0.9754587563670827,False
1,3,0,1,1,40,0.0,5.0,3.457660358591142,classification,0.8003062817013474,0.768541094641395,False
1,3,0,1,1,40,0.0,1.0,2.389723023607534,classification,0.0629878327469504,0.9736422036676604,False
1,3,0,1,1,40,0.0,2.0,3.966744540551052,classification,-0.0312887390110123,1.0078877625446145,False
1,3,0,1,1,40,0.0,3.0,3.347276483173254,classification,-0.0327827820250413,1.009793867399314,False
1,3,0,1,1,40,0.0,4.0,2.954469257871947,classification,0.0908827466925872,0.9692388924168234,False
1,3,0,1,1,40,0.0,5.0,3.457660358591142,classification,0.538426362262106,0.844280147145079,False
1,3,0,1,1,40,0.0,1.0,2.389723023607534,classification,0.0629878327469504,0.9736422036676604,False
1,3,0,1,1,40,0.0,2.0,3.966744540551052,classification,-0.0312887390110123,1.0078877625446145,False
1,3,0,1,1,40,0.0,3.0,3.347276483173254,classification,-0.0327827820250413,1.009793867399314,False
1,3,0,1,1,40,0.0,4.0,2.954469257871947,classification,0.0908827466925872,0.9692388924168234,False
1,3,0,1,1,40,0.0,5.0,3.457660358591142,classification,0.538426362262106,0.844280147145079,False
1,3,0,1,1,40,0.0,1.0,2.389723023607534,classification,0.0629878327469504,0.9736422036676604,False
1,3,0,1,1,40,0.0,2.0,3.966744540551052,classification,-0.0312887390110123,1.0078877625446145,False
1,3,0,1,1,40,0.0,3.0,3.347276483173254,classification,-0.0327827820250413,1.009793867399314,False
1,3,0,1,1,40,0.0,4.0,2.954469257871947,classification,0.0908827466925872,0.9692388924168234,False
1,3,0,1,1,40,0.0,5.0,3.457660358591142,classification,0.538426362262106,0.844280147145079,False
1,3,0,1,1,40,0.0,1.0,2.389723023607534,classification,0.0629878327469504,0.9736422036676604,False
1,3,0,1,1,40,0.0,2.0,3.966744540551052,classification,-0.0312887390110123,1.0078877625446145,False
1,3,0,1,1,40,0.0,3.0,3.347276483173254,classification,-0.0327827820250413,1.009793867399314,False
1,3,0,1,1,40,0.0,4.0,2.954469257871947,classification,0.0908827466925872,0.9692388924168234,False
1,3,0,1,1,40,0.0,5.0,3.457660358591142,classification,0.538426362262106,0.844280147145079,False
1,3,0,1,2,40,0.0,1.0,2.719429660688603,classification,0.4453249131176057,0.8362432683753098,False
1,3,0,1,2,40,0.0,2.0,2.9786385311597043,classification,0.4381413487401155,0.8529054988859192,False
1,3,0,1,2,40,0.0,3.0,3.083281809155198,classification,0.6254802033520278,0.7971381657379525,False
1,3,0,1,2,40,0.0,4.0,2.434846801092584,classification,1.1627998777037265,0.5224340696991919,False
1,3,0,1,2,40,0.0,5.0,3.6085336468489,classification,3.1053169603107604,0.13945184825353268,False
1,3,0,1,2,40,0.0,1.0,2.719429660688603,classification,0.4453249131176057,0.8362432683753098,False
1,3,0,1,2,40,0.0,2.0,2.9786385311597043,classification,0.4381413487401155,0.8529054988859192,False
1,3,0,1,2,40,0.0,3.0,3.083281809155198,classification,0.6254802033520278,0.7971381657379525,False
1,3,0,1,2,40,0.0,4.0,2.434846801092584,classification,1.1627998777037265,0.5224340696991919,False
1,3,0,1,2,40,0.0,5.0,3.6085336468489,classification,3.1053169603107604,0.13945184825353268,False
1,3,0,1,2,40,0.0,1.0,2.719429660688603,classification,0.4453249131176057,0.8362432683753098,False
1,3,0,1,2,40,0.0,2.0,2.9786385311597043,classification,0.4381413487401155,0.8529054988859192,False
1,3,0,1,2,40,0.0,3.0,3.083281809155198,classification,0.6254802033520278,0.7971381657379525,False
1,3,0,1,2,40,0.0,4.0,2.434846801092584,classification,1.1627998777037265,0.5224340696991919,False
1,3,0,1,2,40,0.0,5.0,3.6085336468489,classification,3.1053169603107604,0.13945184825353268,False
1,3,0,1,2,40,0.0,1.0,2.719429660688603,classification,0.5398751945479734,0.8014748451293761,False
1,3,0,1,2,40,0.0,2.0,2.9786385311597043,classification,0.2383213520157467,0.9199898377991643,False
1,3,0,1,2,40,0.0,3.0,3.083281809155198,classification,0.2470788191303653,0.919864989831058,False
1,3,0,1,2,40,0.0,4.0,2.434846801092584,classification,1.3365302106450874,0.4510824212655397,False
1,3,0,1,2,40,0.0,5.0,3.6085336468489,classification,3.417256225094304,0.053006966395235444,False
1,3,0,1,2,40,0.0,1.0,2.719429660688603,classification,0.4453249131176057,0.8362432683753098,False
1,3,0,1,2,40,0.0,2.0,2.9786385311597043,classification,0.4381413487401155,0.8529054988859192,False
1,3,0,1,2,40,0.0,3.0,3.083281809155198,classification,0.6254802033520278,0.7971381657379525,False
1,3,0,1,2,40,0.0,4.0,2.434846801092584,classification,1.1627998777037265,0.5224340696991919,False
1,3,0,1,2,40,0.0,5.0,3.6085336468489,classification,3.1053169603107604,0.13945184825353268,False
1,3,0,1,3,40,0.0,1.0,3.032604523318085,classification,1.0939758177963823,0.6392619580348634,False
1,3,0,1,3,40,0.0,2.0,3.075166349322916,classification,0.4613727355560977,0.8499682023193048,False
1,3,0,1,3,40,0.0,3.0,3.291399331541842,classification,0.2244639994066098,0.9318028665633044,False
1,3,0,1,3,40,0.0,4.0,1.195359090962334,classification,0.1811092796737998,0.8484896454604313,False
1,3,0,1,3,40,0.0,5.0,3.923174175090432,classification,0.2217227286055208,0.9434838427482231,False
1,3,0,1,3,40,0.0,1.0,3.032604523318085,classification,0.4205262952159385,0.8613316401850429,False
1,3,0,1,3,40,0.0,2.0,3.075166349322916,classification,0.8099949860022262,0.7366012455942199,False
1,3,0,1,3,40,0.0,3.0,3.291399331541842,classification,0.4829426643933571,0.8532713245198587,False
1,3,0,1,3,40,0.0,4.0,1.195359090962334,classification,0.3303287997653648,0.7236572656176222,False
1,3,0,1,3,40,0.0,5.0,3.923174175090432,classification,0.6571055666872468,0.8325066547237607,False
1,3,0,1,3,40,0.0,1.0,3.032604523318085,classification,0.1398045852858361,0.9538994998487733,False
1,3,0,1,3,40,0.0,2.0,3.075166349322916,classification,0.0596362887801156,0.9806071340520339,False
1,3,0,1,3,40,0.0,3.0,3.291399331541842,classification,0.2145295445329546,0.9348211739374513,False
1,3,0,1,3,40,0.0,4.0,1.195359090962334,classification,0.0820215616455141,0.9313833288543597,False
1,3,0,1,3,40,0.0,5.0,3.923174175090432,classification,0.1136257737969719,0.9710372854413601,False
1,3,0,1,3,40,0.0,1.0,3.032604523318085,classification,0.4205262952159385,0.8613316401850429,False
1,3,0,1,3,40,0.0,2.0,3.075166349322916,classification,0.8099949860022262,0.7366012455942199,False
1,3,0,1,3,40,0.0,3.0,3.291399331541842,classification,0.4829426643933571,0.8532713245198587,False
1,3,0,1,3,40,0.0,4.0,1.195359090962334,classification,0.3303287997653648,0.7236572656176222,False
1,3,0,1,3,40,0.0,5.0,3.923174175090432,classification,0.6571055666872468,0.8325066547237607,False
1,3,0,1,3,40,1.0,1.0,3.032604523318085,classification,0.3751910770466887,0.8762809083209511,False
1,3,0,1,3,40,1.0,2.0,3.075166349322916,classification,0.8937854063781276,0.7093538024130241,False
1,3,0,1,3,40,1.0,3.0,3.291399331541842,classification,0.3502150948448895,0.8935968992006713,False
1,3,0,1,3,40,1.0,4.0,1.195359090962334,classification,0.3818520048025551,0.6805545649925647,False
1,3,0,1,3,40,1.0,5.0,3.923174175090432,classification,0.0215711165105403,0.9945016164085952,False
1,3,0,1,4,40,0.0,1.0,2.1136606873857584,classification,0.6447978694004157,0.6949378520173349,False
1,3,0,1,4,40,0.0,2.0,0.6891377760361309,classification,1.219818596110303,-0.7700649108609436,False
1,3,0,1,4,40,0.0,3.0,2.046592887188009,classification,0.7315103014793272,0.6425716584579689,False
1,3,0,1,4,40,0.0,4.0,1.987761070962712,classification,0.3547077690856299,0.8215541222397328,False
1,3,0,1,4,40,0.0,5.0,2.1179244552334704,classification,0.2655909946658724,0.8745984569895366,False
1,3,0,1,4,40,1.0,1.0,2.1136606873857584,classification,-0.015575423687971,1.0073689328570685,False
1,3,0,1,4,40,1.0,2.0,0.6891377760361309,classification,-0.0147832402950419,1.0214517920931194,False
1,3,0,1,4,40,1.0,3.0,2.046592887188009,classification,0.2237882165307822,0.8906532813967392,False
1,3,0,1,4,40,1.0,4.0,1.987761070962712,classification,0.0126112939178164,0.9936555282714594,False
1,3,0,1,4,40,1.0,5.0,2.1179244552334704,classification,0.0158085927841311,0.9925358089401786,False
1,3,0,1,4,40,0.0,1.0,2.1136606873857584,classification,0.0010579057349074,0.9994994912186138,False
1,3,0,1,4,40,0.0,2.0,0.6891377760361309,classification,0.4497349723501778,0.34739468943783663,False
1,3,0,1,4,40,0.0,3.0,2.046592887188009,classification,0.096343685674959,0.9529248409500074,False
1,3,0,1,4,40,0.0,4.0,1.987761070962712,classification,0.0059563904840651,0.9970034675841698,False
1,3,0,1,4,40,0.0,5.0,2.1179244552334704,classification,0.5134869438374104,0.7575518132535063,False
1,3,0,1,4,40,0.0,1.0,2.1136606873857584,classification,0.6447978694004157,0.6949378520173349,False
1,3,0,1,4,40,0.0,2.0,0.6891377760361309,classification,1.219818596110303,-0.7700649108609436,False
1,3,0,1,4,40,0.0,3.0,2.046592887188009,classification,0.7315103014793272,0.6425716584579689,False
1,3,0,1,4,40,0.0,4.0,1.987761070962712,classification,0.3547077690856299,0.8215541222397328,False
1,3,0,1,4,40,0.0,5.0,2.1179244552334704,classification,0.2655909946658724,0.8745984569895366,False
1,3,0,1,4,40,0.0,1.0,2.1136606873857584,classification,0.0085583011754192,0.9959509578682639,False
1,3,0,1,4,40,0.0,2.0,0.6891377760361309,classification,0.502701783580533,0.27053515122616534,False
1,3,0,1,4,40,0.0,3.0,2.046592887188009,classification,0.3140165605244948,0.8465661820236513,False
1,3,0,1,4,40,0.0,4.0,1.987761070962712,classification,-0.0086581948509086,1.0043557522970883,False
1,3,0,1,4,40,0.0,5.0,2.1179244552334704,classification,0.9096976751551914,0.5704768067117341,False
1,3,1,0,5,40,1.0,1.0,0.8203586789103361,classification,0.8203586789103361,0.0,True
1,3,1,0,5,40,1.0,2.0,1.6665514478278176,classification,1.6665514478278176,0.0,True
1,3,1,0,5,40,1.0,3.0,1.9333288140805736,classification,1.9333288140805736,0.0,True
1,3,1,0,5,40,1.0,4.0,0.981348190674528,classification,0.981348190674528,0.0,True
1,3,1,0,5,40,1.0,5.0,0.7563423485350818,classification,0.7563423485350818,0.0,True
1,3,1,0,5,40,1.0,1.0,0.8203586789103361,classification,0.8203586789103361,0.0,True
1,3,1,0,5,40,1.0,2.0,1.6665514478278176,classification,1.6665514478278176,0.0,True
1,3,1,0,5,40,1.0,3.0,1.9333288140805736,classification,1.9333288140805736,0.0,True
1,3,1,0,5,40,1.0,4.0,0.981348190674528,classification,0.981348190674528,0.0,True
1,3,1,0,5,40,1.0,5.0,0.7563423485350818,classification,0.7563423485350818,0.0,True
1,3,1,0,5,40,1.0,1.0,0.8203586789103361,classification,0.8203586789103361,0.0,True
1,3,1,0,5,40,1.0,2.0,1.6665514478278176,classification,1.6665514478278176,0.0,True
1,3,1,0,5,40,1.0,3.0,1.9333288140805736,classification,1.9333288140805736,0.0,True
1,3,1,0,5,40,1.0,4.0,0.981348190674528,classification,0.981348190674528,0.0,True
1,3,1,0,5,40,1.0,5.0,0.7563423485350818,classification,0.7563423485350818,0.0,True
1,3,1,0,5,40,1.0,1.0,0.8203586789103361,classification,0.8203586789103361,0.0,True
1,3,1,0,5,40,1.0,2.0,1.6665514478278176,classification,1.6665514478278176,0.0,True
1,3,1,0,5,40,1.0,3.0,1.9333288140805736,classification,1.9333288140805736,0.0,True
1,3,1,0,5,40,1.0,4.0,0.981348190674528,classification,0.981348190674528,0.0,True
1,3,1,0,5,40,1.0,5.0,0.7563423485350818,classification,0.7563423485350818,0.0,True
1,3,1,0,5,40,1.0,1.0,0.8203586789103361,classification,0.8203586789103361,0.0,True
1,3,1,0,5,40,1.0,2.0,1.6665514478278176,classification,1.6665514478278176,0.0,True
1,3,1,0,5,40,1.0,3.0,1.9333288140805736,classification,1.9333288140805736,0.0,True
1,3,1,0,5,40,1.0,4.0,0.981348190674528,classification,0.981348190674528,0.0,True
1,3,1,0,5,40,1.0,5.0,0.7563423485350818,classification,0.7563423485350818,0.0,True
1,3,1,1,6,40,1.0,1.0,2.05708663533497,classification,0.004494421439459,0.9978151520882701,False
1,3,1,1,6,40,1.0,2.0,0.7458673285081605,classification,0.6899211791400063,0.07500817803623923,False
1,3,1,1,6,40,1.0,3.0,0.2358324926115274,classification,-0.0322398574437207,1.1367065966470848,False
1,3,1,1,6,40,1.0,4.0,0.8404651638197298,classification,0.6158275881687122,0.267277675888539,False
1,3,1,1,6,40,1.0,5.0,1.5582176971956476,classification,0.64857890516918,0.5837687466029688,False
1,3,1,1,6,40,1.0,1.0,2.05708663533497,classification,0.3896371446538232,0.8105878780402578,False
1,3,1,1,6,40,1.0,2.0,0.7458673285081605,classification,0.1962989612676812,0.7368178578617907,False
1,3,1,1,6,40,1.0,3.0,0.2358324926115274,classification,0.0079727108667118,0.9661933316379573,False
1,3,1,1,6,40,1.0,4.0,0.8404651638197298,classification,0.6177612357679416,0.264976988504375,False
1,3,1,1,6,40,1.0,5.0,1.5582176971956476,classification,0.6656863410066143,0.5727898982249644,False
1,3,1,1,6,40,1.0,1.0,2.05708663533497,classification,0.3896371446538232,0.8105878780402578,False
1,3,1,1,6,40,1.0,2.0,0.7458673285081605,classification,0.1962989612676812,0.7368178578617907,False
1,3,1,1,6,40,1.0,3.0,0.2358324926115274,classification,0.0079727108667118,0.9661933316379573,False
1,3,1,1,6,40,1.0,4.0,0.8404651638197298,classification,0.6177612357679416,0.264976988504375,False
1,3,1,1,6,40,1.0,5.0,1.5582176971956476,classification,0.6656863410066143,0.5727898982249644,False
1,3,1,1,6,40,1.0,1.0,2.05708663533497,classification,0.3896371446538232,0.8105878780402578,False
1,3,1,1,6,40,1.0,2.0,0.7458673285081605,classification,0.1962989612676812,0.7368178578617907,False
1,3,1,1,6,40,1.0,3.0,0.2358324926115274,classification,0.0079727108667118,0.9661933316379573,False
1,3,1,1,6,40,1.0,4.0,0.8404651638197298,classification,0.6177612357679416,0.264976988504375,False
1,3,1,1,6,40,1.0,5.0,1.5582176971956476,classification,0.6656863410066143,0.5727898982249644,False
1,3,1,1,6,40,1.0,1.0,2.05708663533497,classification,0.004494421439459,0.9978151520882701,False
1,3,1,1,6,40,1.0,2.0,0.7458673285081605,classification,0.6899211791400063,0.07500817803623923,False
1,3,1,1,6,40,1.0,3.0,0.2358324926115274,classification,-0.0322398574437207,1.1367065966470848,False
1,3,1,1,6,40,1.0,4.0,0.8404651638197298,classification,0.6158275881687122,0.267277675888539,False
1,3,1,1,6,40,1.0,5.0,1.5582176971956476,classification,0.64857890516918,0.5837687466029688,False
1,3,1,1,7,40,1.0,1.0,1.9903932210257247,classification,0.6361575344949109,0.6803860022357417,False
1,3,1,1,7,40,1.0,2.0,1.104293681937317,classification,0.57540500842975,0.4789384220506555,False
1,3,1,1,7,40,1.0,3.0,0.508609170313546,classification,1.174755826400674,-1.3097417328839427,False
1,3,1,1,7,40,1.0,4.0,1.6513747902900728,classification,0.5706617817521699,0.6544323038551836,False
1,3,1,1,7,40,1.0,5.0,1.6278197729024952,classification,0.7063955426999258,0.5660480635148065,False
1,3,1,1,7,40,1.0,1.0,1.9903932210257247,classification,0.5628871091103377,0.7171980374710778,False
1,3,1,1,7,40,1.0,2.0,1.104293681937317,classification,0.3474927162883294,0.6853258132576601,False
1,3,1,1,7,40,1.0,3.0,0.508609170313546,classification,1.0532105638349665,-1.070765973774492,False
1,3,1,1,7,40,1.0,4.0,1.6513747902900728,classification,0.5461960039201749,0.6692477037122309,False
1,3,1,1,7,40,1.0,5.0,1.6278197729024952,classification,0.5838676187872868,0.6413192489078705,False
1,3,1,1,7,40,1.0,1.0,1.9903932210257247,classification,0.6361575344949109,0.6803860022357417,False
1,3,1,1,7,40,1.0,2.0,1.104293681937317,classification,0.57540500842975,0.4789384220506555,False
1,3,1,1,7,40,1.0,3.0,0.508609170313546,classification,1.174755826400674,-1.3097417328839427,False
1,3,1,1,7,40,1.0,4.0,1.6513747902900728,classification,0.5706617817521699,0.6544323038551836,False
1,3,1,1,7,40,1.0,5.0,1.6278197729024952,classification,0.7063955426999258,0.5660480635148065,False
1,3,1,1,7,40,1.0,1.0,1.9903932210257247,classification,0.5628871091103377,0.7171980374710778,False
1,3,1,1,7,40,1.0,2.0,1.104293681937317,classification,0.3474927162883294,0.6853258132576601,False
1,3,1,1,7,40,1.0,3.0,0.508609170313546,classification,1.0532105638349665,-1.070765973774492,False
1,3,1,1,7,40,1.0,4.0,1.6513747902900728,classification,0.5461960039201749,0.6692477037122309,False
1,3,1,1,7,40,1.0,5.0,1.6278197729024952,classification,0.5838676187872868,0.6413192489078705,False
1,3,1,1,7,40,1.0,1.0,1.9903932210257247,classification,0.6361575344949109,0.6803860022357417,False
1,3,1,1,7,40,1.0,2.0,1.104293681937317,classification,0.57540500842975,0.4789384220506555,False
1,3,1,1,7,40,1.0,3.0,0.508609170313546,classification,1.174755826400674,-1.3097417328839427,False
1,3,1,1,7,40,1.0,4.0,1.6513747902900728,classification,0.5706617817521699,0.6544323038551836,False
1,3,1,1,7,40,1.0,5.0,1.6278197729024952,classification,0.7063955426999258,0.5660480635148065,False
1,3,1,1,8,40,1.0,1.0,1.8171520219195527,classification,0.0292880351773015,0.9838824518675311,False
1,3,1,1,8,40,1.0,2.0,0.7830069187022111,classification,0.8660725590983431,-0.10608544881545694,False
1,3,1,1,8,40,1.0,3.0,1.1720240547028835,classification,0.4325867205247043,0.630906278084567,False
1,3,1,1,8,40,1.0,4.0,1.3301480300815691,classification,0.7140122673387155,0.4632084165136644,False
1,3,1,1,8,40,1.0,5.0,1.8179439369369257,classification,0.6119427557435849,0.6633874437433676,False
1,3,1,1,8,40,1.0,1.0,1.8171520219195527,classification,0.0292880351773015,0.9838824518675311,False
1,3,1,1,8,40,1.0,2.0,0.7830069187022111,classification,0.8660725590983431,-0.10608544881545694,False
1,3,1,1,8,40,1.0,3.0,1.1720240547028835,classification,0.4325867205247043,0.630906278084567,False
1,3,1,1,8,40,1.0,4.0,1.3301480300815691,classification,0.7140122673387155,0.4632084165136644,False
1,3,1,1,8,40,1.0,5.0,1.8179439369369257,classification,0.6119427557435849,0.6633874437433676,False
1,3,1,1,8,40,1.0,1.0,1.8171520219195527,classification,0.0292880351773015,0.9838824518675311,False
1,3,1,1,8,40,1.0,2.0,0.7830069187022111,classification,0.8660725590983431,-0.10608544881545694,False
1,3,1,1,8,40,1.0,3.0,1.1720240547028835,classification,0.4325867205247043,0.630906278084567,False
1,3,1,1,8,40,1.0,4.0,1.3301480300815691,classification,0.7140122673387155,0.4632084165136644,False
1,3,1,1,8,40,1.0,5.0,1.8179439369369257,classification,0.6119427557435849,0.6633874437433676,False
1,3,1,1,8,40,1.0,1.0,1.8171520219195527,classification,0.0292880351773015,0.9838824518675311,False
1,3,1,1,8,40,1.0,2.0,0.7830069187022111,classification,0.8660725590983431,-0.10608544881545694,False
1,3,1,1,8,40,1.0,3.0,1.1720240547028835,classification,0.4325867205247043,0.630906278084567,False
1,3,1,1,8,40,1.0,4.0,1.3301480300815691,classification,0.7140122673387155,0.4632084165136644,False
1,3,1,1,8,40,1.0,5.0,1.8179439369369257,classification,0.6119427557435849,0.6633874437433676,False
1,3,1,1,8,40,1.0,1.0,1.8171520219195527,classification,0.0868508315136321,0.9522049721399275,False
1,3,1,1,8,40,1.0,2.0,0.7830069187022111,classification,1.0953692737402008,-0.39892668580210294,False
1,3,1,1,8,40,1.0,3.0,1.1720240547028835,classification,0.4189277064379924,0.6425604877672979,False
1,3,1,1,8,40,1.0,4.0,1.3301480300815691,classification,0.70819491228108,0.4675818809146745,False
1,3,1,1,8,40,1.0,5.0,1.8179439369369257,classification,0.6640477204569238,0.6347259632352661,False
1,3,1,1,9,40,1.0,1.0,0.9359161422918426,classification,0.1212377167829914,0.8704609191950592,False
1,3,1,1,9,40,1.0,2.0,0.7852327810157965,classification,0.4118660942561845,0.47548535388017765,False
1,3,1,1,9,40,1.0,3.0,1.201684739314994,classification,0.2103672414798922,0.824939741183857,False
1,3,1,1,9,40,1.0,4.0,1.1247928020685385,classification,0.317711166930008,0.7175380511453091,False
1,3,1,1,9,40,1.0,5.0,1.397905498508705,classification,0.2342177361157121,0.8324509515374414,False
1,3,1,1,9,40,1.0,1.0,0.9359161422918426,classification,0.1212377167829914,0.8704609191950592,False
1,3,1,1,9,40,1.0,2.0,0.7852327810157965,classification,0.4118660942561845,0.47548535388017765,False
1,3,1,1,9,40,1.0,3.0,1.201684739314994,classification,0.2103672414798922,0.824939741183857,False
1,3,1,1,9,40,1.0,4.0,1.1247928020685385,classification,0.317711166930008,0.7175380511453091,False
1,3,1,1,9,40,1.0,5.0,1.397905498508705,classification,0.2342177361157121,0.8324509515374414,False
1,3,1,1,9,40,1.0,1.0,0.9359161422918426,classification,0.1212377167829914,0.8704609191950592,False
1,3,1,1,9,40,1.0,2.0,0.7852327810157965,classification,0.4118660942561845,0.47548535388017765,False
1,3,1,1,9,40,1.0,3.0,1.201684739314994,classification,0.2103672414798922,0.824939741183857,False
1,3,1,1,9,40,1.0,4.0,1.1247928020685385,classification,0.317711166930008,0.7175380511453091,False
1,3,1,1,9,40,1.0,5.0,1.397905498508705,classification,0.2342177361157121,0.8324509515374414,False
1,3,1,1,9,40,1.0,1.0,0.9359161422918426,classification,0.1212377167829914,0.8704609191950592,False
1,3,1,1,9,40,1.0,2.0,0.7852327810157965,classification,0.4118660942561845,0.47548535388017765,False
1,3,1,1,9,40,1.0,3.0,1.201684739314994,classification,0.2103672414798922,0.824939741183857,False
1,3,1,1,9,40,1.0,4.0,1.1247928020685385,classification,0.317711166930008,0.7175380511453091,False
1,3,1,1,9,40,1.0,5.0,1.397905498508705,classification,0.2342177361157121,0.8324509515374414,False
1,3,1,1,9,40,1.0,1.0,0.9359161422918426,classification,-0.0324446181405867,1.0346661593645958,False
1,3,1,1,9,40,1.0,2.0,0.7852327810157965,classification,-0.0153632990749633,1.0195652798079684,False
1,3,1,1,9,40,1.0,3.0,1.201684739314994,classification,0.1212261116652337,0.8991198708786655,False
1,3,1,1,9,40,1.0,4.0,1.1247928020685385,classification,0.3944268705877136,0.6493337529700164,False
1,3,1,1,9,40,1.0,5.0,1.397905498508705,classification,0.176476780809123,0.8737562868181078,False
1,3,2,0,10,40,2.0,1.0,1.8447792354991328,classification,1.8447792354991328,0.0,True
1,3,2,0,10,40,2.0,2.0,1.6754072888600566,classification,1.6754072888600566,0.0,True
1,3,2,0,10,40,2.0,3.0,1.8163143609542265,classification,1.8163143609542265,0.0,True
1,3,2,0,10,40,2.0,4.0,2.0402809165026605,classification,2.0402809165026605,0.0,True
1,3,2,0,10,40,2.0,5.0,0.9958888399089896,classification,0.9958888399089896,0.0,True
1,3,2,0,10,40,2.0,1.0,1.8447792354991328,classification,1.8447792354991328,0.0,True
1,3,2,0,10,40,2.0,2.0,1.6754072888600566,classification,1.6754072888600566,0.0,True
1,3,2,0,10,40,2.0,3.0,1.8163143609542265,classification,1.8163143609542265,0.0,True
1,3,2,0,10,40,2.0,4.0,2.0402809165026605,classification,2.0402809165026605,0.0,True
1,3,2,0,10,40,2.0,5.0,0.9958888399089896,classification,0.9958888399089896,0.0,True
1,3,2,0,10,40,2.0,1.0,1.8447792354991328,classification,1.8447792354991328,0.0,True
1,3,2,0,10,40,2.0,2.0,1.6754072888600566,classification,1.6754072888600566,0.0,True
1,3,2,0,10,40,2.0,3.0,1.8163143609542265,classification,1.8163143609542265,0.0,True
1,3,2,0,10,40,2.0,4.0,2.0402809165026605,classification,2.0402809165026605,0.0,True
1,3,2,0,10,40,2.0,5.0,0.9958888399089896,classification,0.9958888399089896,0.0,True
1,3,2,0,10,40,2.0,1.0,1.8447792354991328,classification,1.8447792354991328,0.0,True
1,3,2,0,10,40,2.0,2.0,1.6754072888600566,classification,1.6754072888600566,0.0,True
1,3,2,0,10,40,2.0,3.0,1.8163143609542265,classification,1.8163143609542265,0.0,True
1,3,2,0,10,40,2.0,4.0,2.0402809165026605,classification,2.0402809165026605,0.0,True
1,3,2,0,10,40,2.0,5.0,0.9958888399089896,classification,0.9958888399089896,0.0,True
1,3,2,0,10,40,2.0,1.0,1.8447792354991328,classification,1.8447792354991328,0.0,True
1,3,2,0,10,40,2.0,2.0,1.6754072888600566,classification,1.6754072888600566,0.0,True
1,3,2,0,10,40,2.0,3.0,1.8163143609542265,classification,1.8163143609542265,0.0,True
1,3,2,0,10,40,2.0,4.0,2.0402809165026605,classification,2.0402809165026605,0.0,True
1,3,2,0,10,40,2.0,5.0,0.9958888399089896,classification,0.9958888399089896,0.0,True
1,3,2,1,11,40,2.0,1.0,1.2174658936252334,classification,0.4278279097118659,0.6485914620261534,False
