target_set,shape_id,step,accuracy,majority_vote,seed,nca_seed,target_vx,variable,vx,relative_performance_loss
2,6,40,1.0,6,1,0,2.611042407021058,classification,2.611042407021058,0.0
2,6,40,1.0,6,2,0,2.2480949222969904,classification,2.2480949222969904,0.0
2,6,40,1.0,6,3,0,1.71231694953951,classification,1.71231694953951,0.0
2,6,40,1.0,6,4,0,2.1171863936540936,classification,2.1171863936540936,0.0
2,6,40,1.0,6,5,0,1.6888696862383352,classification,1.6888696862383352,0.0
2,7,40,1.0,7,1,0,1.4146543318878568,classification,1.4146543318878568,0.0
2,7,40,1.0,7,2,0,0.6766259200293361,classification,0.6766259200293361,0.0
2,7,40,1.0,7,3,0,0.8477767929581538,classification,0.8477767929581538,0.0
2,7,40,1.0,7,4,0,1.3799920953636262,classification,1.3799920953636262,0.0
2,7,40,1.0,7,5,0,1.2999084505112688,classification,1.2999084505112688,0.0
2,8,40,1.0,8,1,0,2.3167426277212555,classification,2.3167426277212555,0.0
2,8,40,1.0,8,2,0,3.5131833221392683,classification,3.5131833221392683,0.0
2,8,40,1.0,8,3,0,2.064324791896478,classification,2.064324791896478,0.0
2,8,40,1.0,8,4,0,2.233942035042322,classification,2.233942035042322,0.0
2,8,40,1.0,8,5,0,1.8877116093749544,classification,1.8877116093749544,0.0
3,0,40,1.0,0,1,0,3.2662573825650085,classification,3.2662573825650085,0.0
3,0,40,1.0,0,2,0,3.1702862674560603,classification,3.1702862674560603,0.0
3,0,40,1.0,0,3,0,1.8428490882138373,classification,1.8428490882138373,0.0
3,0,40,1.0,0,4,0,2.4318850725748384,classification,2.4318850725748384,0.0
3,0,40,1.0,0,5,0,3.716925648919585,classification,3.716925648919585,0.0
3,1,40,1.0,1,1,0,2.389723023607534,classification,2.389723023607534,0.0
3,1,40,1.0,1,2,0,3.966744540551052,classification,3.966744540551052,0.0
3,1,40,1.0,1,3,0,3.347276483173254,classification,3.347276483173254,0.0
3,1,40,1.0,1,4,0,2.954469257871947,classification,2.954469257871947,0.0
3,1,40,1.0,1,5,0,3.457660358591142,classification,3.457660358591142,0.0
3,2,40,1.0,2,1,0,2.719429660688603,classification,2.719429660688603,0.0
3,2,40,1.0,2,2,0,2.9786385311597043,classification,2.9786385311597043,0.0
3,2,40,1.0,2,3,0,3.083281809155198,classification,3.083281809155198,0.0
3,2,40,1.0,2,4,0,2.434846801092584,classification,2.434846801092584,0.0
3,2,40,1.0,2,5,0,3.6085336468489,classification,3.6085336468489,0.0
3,3,40,1.0,3,1,0,3.032604523318085,classification,3.032604523318085,0.0
3,3,40,1.0,3,2,0,3.075166349322916,classification,3.0751663493229158,1.4441144296074952e-16
3,3,40,1.0,3,3,0,3.291399331541842,classification,3.291399331541842,0.0
3,3,40,1.0,3,4,0,1.195359090962334,classification,1.195359090962334,0.0
3,3,40,1.0,3,5,0,3.923174175090432,classification,3.923174175090432,0.0
3,4,40,1.0,4,1,0,2.1136606873857584,classification,2.1136606873857584,0.0
3,4,40,1.0,4,2,0,0.6891377760361309,classification,0.6891377760361309,0.0
3,4,40,1.0,4,3,0,2.046592887188009,classification,2.046592887188009,0.0
3,4,40,1.0,4,4,0,1.987761070962712,classification,1.987761070962712,0.0
3,4,40,1.0,4,5,0,2.1179244552334704,classification,2.1179244552334704,0.0
3,5,40,1.0,5,1,0,0.8203586789103361,classification,0.8203586789103361,0.0
3,5,40,1.0,5,2,0,1.6665514478278176,classification,1.6665514478278176,0.0
3,5,40,1.0,5,3,0,1.9333288140805736,classification,1.9333288140805736,0.0
3,5,40,1.0,5,4,0,0.981348190674528,classification,0.981348190674528,0.0
3,5,40,1.0,5,5,0,0.7563423485350818,classification,0.7563423485350818,0.0
3,6,40,1.0,6,1,0,2.05708663533497,classification,2.05708663533497,0.0
3,6,40,1.0,6,2,0,0.7458673285081605,classification,0.7458673285081605,0.0
3,6,40,1.0,6,3,0,0.2358324926115274,classification,0.2358324926115274,0.0
3,6,40,1.0,6,4,0,0.8404651638197298,classification,0.8404651638197298,0.0
3,6,40,1.0,6,5,0,1.5582176971956476,classification,1.5582176971956476,0.0
3,7,40,1.0,7,1,0,1.9903932210257247,classification,1.9903932210257247,0.0
3,7,40,1.0,7,2,0,1.104293681937317,classification,1.104293681937317,0.0
3,7,40,1.0,7,3,0,0.508609170313546,classification,0.508609170313546,0.0
3,7,40,1.0,7,4,0,1.6513747902900728,classification,1.6513747902900728,0.0
3,7,40,1.0,7,5,0,1.6278197729024952,classification,1.6278197729024952,0.0
3,8,40,1.0,8,1,0,1.8171520219195527,classification,1.8171520219195532,-2.443874835419372e-16
3,8,40,1.0,8,2,0,0.7830069187022111,classification,0.7830069187022111,0.0
3,8,40,1.0,8,3,0,1.1720240547028835,classification,1.1720240547028835,0.0
3,8,40,1.0,8,4,0,1.3301480300815691,classification,1.3301480300815691,0.0
3,8,40,1.0,8,5,0,1.8179439369369257,classification,1.8179439369369257,0.0
3,9,40,1.0,9,1,0,0.9359161422918426,classification,0.9359161422918426,0.0
3,9,40,1.0,9,2,0,0.7852327810157965,classification,0.7852327810157965,0.0
3,9,40,1.0,9,3,0,1.201684739314994,classification,1.201684739314994,0.0
3,9,40,1.0,9,4,0,1.1247928020685385,classification,1.1247928020685385,0.0
3,9,40,1.0,9,5,0,1.397905498508705,classification,1.397905498508705,0.0
3,10,40,0.5454545454545454,10,1,0,1.8447792354991328,classification,-0.0348890772062988,1.018912331912094
3,10,40,0.5454545454545454,10,2,0,1.6754072888600566,classification,-0.0291030056495891,1.0173707049283465
3,10,40,0.5454545454545454,10,3,0,1.8163143609542265,classification,0.5314946254247686,0.7073774029152419
3,10,40,0.5454545454545454,10,4,0,2.0402809165026605,classification,0.0462834467262996,0.9773151597155375
3,10,40,0.5454545454545454,10,5,0,0.9958888399089896,classification,0.2269979383764253,0.7720649842836176
3,11,40,1.0,11,1,0,1.2174658936252334,classification,1.2174658936252334,0.0
3,11,40,1.0,11,2,0,0.7455064013142961,classification,0.7455064013142961,0.0
3,11,40,1.0,11,3,0,1.905679332648997,classification,1.905679332648997,0.0
3,11,40,1.0,11,4,0,0.8509025202085505,classification,0.8509025202085505,0.0
3,11,40,1.0,11,5,0,1.692739750638912,classification,1.692739750638912,0.0
3,12,40,1.0,12,1,0,0.9726358668571534,classification,0.9726358668571534,0.0
3,12,40,1.0,12,2,0,1.919127789510287,classification,1.919127789510287,0.0
3,12,40,1.0,12,3,0,1.0443915916217132,classification,1.0443915916217132,0.0
3,12,40,1.0,12,4,0,1.1578877153759752,classification,1.1578877153759752,0.0
3,12,40,1.0,12,5,0,1.25040801676374,classification,1.25040801676374,0.0
3,13,40,1.0,13,1,0,1.6125772080238543,classification,1.6125772080238543,0.0
3,13,40,1.0,13,2,0,2.0932557823089257,classification,2.0932557823089257,0.0
3,13,40,1.0,13,3,0,2.128371999114025,classification,2.128371999114025,0.0
3,13,40,1.0,13,4,0,1.5169846408195216,classification,1.5169846408195216,0.0
3,13,40,1.0,13,5,0,2.000814798509212,classification,2.000814798509212,0.0
3,14,40,1.0,14,1,0,0.8512077216786176,classification,0.8512077216786176,0.0
3,14,40,1.0,14,2,0,1.6848345619064018,classification,1.6848345619064018,0.0
3,14,40,1.0,14,3,0,1.5917241535471112,classification,1.5917241535471112,0.0
3,14,40,1.0,14,4,0,1.0167927838462776,classification,1.0167927838462776,0.0
3,14,40,1.0,14,5,0,1.7387368455424668,classification,1.7387368455424668,0.0
4,0,40,0.0,34,1,0,3.2662573825650085,classification,0.0145223225922187,0.9955538339783823
4,0,40,0.0,34,2,0,3.1702862674560603,classification,0.3918102200244923,0.8764117221695271
4,0,40,0.0,34,3,0,1.8428490882138373,classification,0.023145537781016,0.987440350960344
4,0,40,0.0,34,4,0,2.4318850725748384,classification,-0.0060409836995629,1.0024840745015826
4,0,40,0.0,34,5,0,3.716925648919585,classification,0.0273870040215608,0.9926318127914338
4,1,40,1.0,1,1,0,2.389723023607534,classification,2.389723023607534,0.0
4,1,40,1.0,1,2,0,3.966744540551052,classification,3.966744540551052,0.0
4,1,40,1.0,1,3,0,3.347276483173254,classification,3.347276483173254,0.0
4,1,40,1.0,1,4,0,2.954469257871947,classification,2.954469257871947,0.0
4,1,40,1.0,1,5,0,3.457660358591142,classification,3.457660358591142,0.0
4,2,40,0.5555555555555556,2,1,0,2.719429660688603,classification,-0.0259328947827948,1.0095361520680877
4,2,40,0.5555555555555556,2,2,0,2.9786385311597043,classification,0.0891214460158144,0.970079804889546
4,2,40,0.5555555555555556,2,3,0,3.083281809155198,classification,0.5609069053385323,0.8180812069551898
4,2,40,0.5555555555555556,2,4,0,2.434846801092584,classification,0.2521077726283501,0.8964584660869742
4,2,40,0.5555555555555556,2,5,0,3.6085336468489,classification,1.8567170000546005,0.48546496118279187
4,3,40,1.0,3,1,0,3.032604523318085,classification,3.032604523318085,0.0
4,3,40,1.0,3,2,0,3.075166349322916,classification,3.0751663493229158,1.4441144296074952e-16
4,3,40,1.0,3,3,0,3.291399331541842,classification,3.291399331541842,0.0
4,3,40,1.0,3,4,0,1.195359090962334,classification,1.195359090962334,0.0
4,3,40,1.0,3,5,0,3.923174175090432,classification,3.923174175090432,0.0
4,4,40,0.8888888888888888,4,1,0,2.1136606873857584,classification,-0.0123811530201745,1.005857682405726
4,4,40,0.8888888888888888,4,2,0,0.6891377760361309,classification,0.3740244821395362,0.4572573219089844
4,4,40,0.8888888888888888,4,3,0,2.046592887188009,classification,0.9550455623613676,0.533348538275442
4,4,40,0.8888888888888888,4,4,0,1.987761070962712,classification,1.0338207888570787,0.47990691438766386
4,4,40,0.8888888888888888,4,5,0,2.1179244552334704,classification,1.1589370035196895,0.4527958725553629
4,5,40,1.0,5,1,0,0.8203586789103361,classification,0.8203586789103361,0.0
4,5,40,1.0,5,2,0,1.6665514478278176,classification,1.6665514478278176,0.0
4,5,40,1.0,5,3,0,1.9333288140805736,classification,1.9333288140805736,0.0
4,5,40,1.0,5,4,0,0.981348190674528,classification,0.981348190674528,0.0
4,5,40,1.0,5,5,0,0.7563423485350818,classification,0.7563423485350818,0.0
4,6,40,1.0,6,1,0,2.05708663533497,classification,2.05708663533497,0.0
4,6,40,1.0,6,2,0,0.7458673285081605,classification,0.7458673285081605,0.0
4,6,40,1.0,6,3,0,0.2358324926115274,classification,0.2358324926115274,0.0
4,6,40,1.0,6,4,0,0.8404651638197298,classification,0.8404651638197298,0.0
4,6,40,1.0,6,5,0,1.5582176971956476,classification,1.5582176971956476,0.0
4,7,40,1.0,7,1,0,1.9903932210257247,classification,1.9903932210257247,0.0
4,7,40,1.0,7,2,0,1.104293681937317,classification,1.104293681937317,0.0
4,7,40,1.0,7,3,0,0.508609170313546,classification,0.508609170313546,0.0
4,7,40,1.0,7,4,0,1.6513747902900728,classification,1.6513747902900728,0.0
4,7,40,1.0,7,5,0,1.6278197729024952,classification,1.6278197729024952,0.0
4,8,40,1.0,8,1,0,1.8171520219195527,classification,1.8171520219195532,-2.443874835419372e-16
4,8,40,1.0,8,2,0,0.7830069187022111,classification,0.7830069187022111,0.0
4,8,40,1.0,8,3,0,1.1720240547028835,classification,1.1720240547028835,0.0
4,8,40,1.0,8,4,0,1.3301480300815691,classification,1.3301480300815691,0.0
4,8,40,1.0,8,5,0,1.8179439369369257,classification,1.8179439369369257,0.0
4,9,40,0.1111111111111111,7,1,0,0.9359161422918426,classification,0.3504057254135966,0.6256013657852574
4,9,40,0.1111111111111111,7,2,0,0.7852327810157965,classification,0.3087592252665027,0.6067927463916062
4,9,40,0.1111111111111111,7,3,0,1.201684739314994,classification,0.3824456436666979,0.6817421149205021
4,9,40,0.1111111111111111,7,4,0,1.1247928020685385,classification,0.7053509678586103,0.37290586625248495
4,9,40,0.1111111111111111,7,5,0,1.397905498508705,classification,0.0068819424073237,0.9950769616296199
4,10,40,0.3636363636363636,30,1,0,1.8447792354991328,classification,0.0062159803440377,0.9966305017833985
4,10,40,0.3636363636363636,30,2,0,1.6754072888600566,classification,0.4056944258519404,0.7578532524303544
4,10,40,0.3636363636363636,30,3,0,1.8163143609542265,classification,0.0006403210437682195,0.9996474613329425
4,10,40,0.3636363636363636,30,4,0,2.0402809165026605,classification,-0.0153300602022168,1.0075137007253367
4,10,40,0.3636363636363636,30,5,0,0.9958888399089896,classification,-0.0092176599036488,1.0092557116158578
4,11,40,1.0,11,1,0,1.2174658936252334,classification,1.2174658936252334,0.0
4,11,40,1.0,11,2,0,0.7455064013142961,classification,0.7455064013142961,0.0
4,11,40,1.0,11,3,0,1.905679332648997,classification,1.905679332648997,0.0
4,11,40,1.0,11,4,0,0.8509025202085505,classification,0.8509025202085505,0.0
4,11,40,1.0,11,5,0,1.692739750638912,classification,1.692739750638912,0.0
4,12,40,1.0,12,1,0,0.9726358668571534,classification,0.9726358668571534,0.0
4,12,40,1.0,12,2,0,1.919127789510287,classification,1.919127789510287,0.0
4,12,40,1.0,12,3,0,1.0443915916217132,classification,1.0443915916217132,0.0
4,12,40,1.0,12,4,0,1.1578877153759752,classification,1.1578877153759752,0.0
4,12,40,1.0,12,5,0,1.25040801676374,classification,1.25040801676374,0.0
4,13,40,0.0,10,1,0,1.6125772080238543,classification,-0.0347375156875199,1.0215416139547757
4,13,40,0.0,10,2,0,2.0932557823089257,classification,0.4073820007978823,0.8053835540592524
4,13,40,0.0,10,3,0,2.128371999114025,classification,0.160717508067227,0.9244880555964237
4,13,40,0.0,10,4,0,1.5169846408195216,classification,0.2656605323985849,0.8248759247456408
4,13,40,0.0,10,5,0,2.000814798509212,classification,0.3953741137509758,0.8023934478865483
4,14,40,0.0,10,1,0,0.8512077216786176,classification,-0.0382002580371771,1.0448777155849156
4,14,40,0.0,10,2,0,1.6848345619064018,classification,0.0036896748467266,0.9978100669762189
4,14,40,0.0,10,3,0,1.5917241535471112,classification,0.0119171448821614,0.9925130589646426
4,14,40,0.0,10,4,0,1.0167927838462776,classification,-0.0307066385836866,1.0301995048268644
4,14,40,0.0,10,5,0,1.7387368455424668,classification,-0.0285213435486287,1.0164034848756716
4,15,40,0.0,10,1,0,1.8178833691910088,classification,0.5666357384348294,0.6882991791233601
4,15,40,0.0,10,2,0,1.992961869105992,classification,0.0089501803802123,0.9955091060602042
4,15,40,0.0,10,3,0,1.741574407765231,classification,0.0329869429760454,0.981059125106016
4,15,40,0.0,10,4,0,2.163380108727427,classification,1.0867048567632691,0.4976819596430026
4,15,40,0.0,10,5,0,2.2745144215447803,classification,0.4245383983214159,0.8133498762196977
4,16,40,0.0,11,1,0,3.1431682329061954,classification,0.4368569756252042,0.8610138105075963
4,16,40,0.0,11,2,0,3.5567451500643466,classification,0.0428964821107925,0.9879393995631044
4,16,40,0.0,11,3,0,3.275300151375052,classification,0.2961499909237829,0.9095808087086457
4,16,40,0.0,11,4,0,3.346791217703723,classification,0.3398903251612526,0.8984429254614646
4,16,40,0.0,11,5,0,3.1845276277216303,classification,2.1965285627317703,0.3102498016940502
4,17,40,0.0,12,1,0,0.5466790836001602,classification,-0.0030835791822529,1.0056405655068161
4,17,40,0.0,12,2,0,0.7016008603413986,classification,-0.0216623127983017,1.0308755505056832
4,17,40,0.0,12,3,0,0.1598647896262527,classification,-0.017855446602284,1.1116909273394608
4,17,40,0.0,12,4,0,0.3529280798143277,classification,-0.0197229073181177,1.0558836444198312
4,17,40,0.0,12,5,0,0.2131806809682417,classification,0.0091634593368843,0.9570155264761095
4,18,40,1.0,18,1,0,0.618152967902345,classification,0.618152967902345,0.0
4,18,40,1.0,18,2,0,0.6607999140734201,classification,0.6607999140734201,0.0
4,18,40,1.0,18,3,0,0.230228320213827,classification,0.230228320213827,0.0
4,18,40,1.0,18,4,0,0.6401784294755521,classification,0.6401784294755521,0.0
4,18,40,1.0,18,5,0,0.6432146811123464,classification,0.6432146811123464,0.0
4,19,40,0.0,18,1,0,0.4023259156491908,classification,0.1305572639274909,0.6754937754461469
4,19,40,0.0,18,2,0,0.378681294297889,classification,-0.010741337722638,1.0283651130498892
4,19,40,0.0,18,3,0,0.2303265998416797,classification,0.1483038474436648,0.3561149795742009
4,19,40,0.0,18,4,0,0.2237157224881092,classification,0.261405877291285,-0.16847342861733416
4,19,40,0.0,18,5,0,0.2153503962992293,classification,0.0590685074299572,0.7257097806874637
4,20,40,0.0,10,1,0,1.3214518899485106,classification,1.5613854494158346,-0.18156813826697302
4,20,40,0.0,10,2,0,1.6167362490732664,classification,0.4847477858595528,0.7001689136756745
4,20,40,0.0,10,3,0,1.515745618236381,classification,0.491110182707891,0.6759943246418132
4,20,40,0.0,10,4,0,1.48373457990726,classification,0.9105737853075632,0.38629604132803996
4,20,40,0.0,10,5,0,1.3060055814685567,classification,0.5914140506238335,0.5471580986975496
4,21,40,0.0,11,1,0,1.54059780909045,classification,0.812081451780541,0.4728790038589085
4,21,40,0.0,11,2,0,1.5465061650193217,classification,1.3227731617978975,0.1446699717609137
4,21,40,0.0,11,3,0,1.9647377917558388,classification,0.4368472815765092,0.7776561923888534
4,21,40,0.0,11,4,0,1.7701502107700695,classification,0.3055862909790623,0.8273670284477593
4,21,40,0.0,11,5,0,1.8155929108670847,classification,0.1823603275832275,0.8995588017050934
4,22,40,0.0,10,1,0,1.521574245466977,classification,0.1038913643532525,0.9317211337778869
4,22,40,0.0,10,2,0,1.397937575230695,classification,0.2079917777207736,0.8512152606768226
4,22,40,0.0,10,3,0,3.2294410420680486,classification,0.0327935470611739,0.9898454417857482
4,22,40,0.0,10,4,0,0.0949847744391577,classification,-0.0062262358847834,1.0655498307128328
4,22,40,0.0,10,5,0,1.380348336555374,classification,0.2329148543208956,0.8312637120988394
4,23,40,0.0,12,1,0,1.564255275114502,classification,0.6340728899245308,0.5946487123860795
4,23,40,0.0,12,2,0,0.8972109592992714,classification,0.1716595879552412,0.8086742185034068
4,23,40,0.0,12,3,0,1.1429732788019848,classification,1.2700236161715903,-0.1111577494644268
4,23,40,0.0,12,4,0,1.353655540556341,classification,0.1659110391811062,0.8774348169011164
4,23,40,0.0,12,5,0,1.6627260602320568,classification,-0.0145743458032941,1.0087653319159862
4,24,40,0.85,24,1,0,2.611042407021058,classification,1.5183196605190992,0.41850057416288683
4,24,40,0.85,24,2,0,2.2480949222969904,classification,0.0512527449257675,0.9772016989062899
4,24,40,0.85,24,3,0,1.71231694953951,classification,0.0263150289192854,0.9846319170487903
4,24,40,0.85,24,4,0,2.1171863936540936,classification,0.2013660795564464,0.9048897725018415
4,24,40,0.85,24,5,0,1.6888696862383352,classification,0.7392664129153147,0.5622714890679916
4,25,40,1.0,25,1,0,1.712213341629634,classification,1.712213341629634,0.0
4,25,40,1.0,25,2,0,2.057926796539591,classification,2.057926796539591,0.0
4,25,40,1.0,25,3,0,0.9710395943176856,classification,0.9710395943176856,0.0
4,25,40,1.0,25,4,0,2.57550230390787,classification,2.57550230390787,0.0
4,25,40,1.0,25,5,0,2.43492164310885,classification,2.43492164310885,0.0
4,26,40,1.0,26,1,0,2.439742018182383,classification,2.439742018182383,0.0
4,26,40,1.0,26,2,0,1.9649475872264908,classification,1.9649475872264908,0.0
4,26,40,1.0,26,3,0,1.982506619871348,classification,1.982506619871348,0.0
4,26,40,1.0,26,4,0,2.016516863858916,classification,2.0165168638589157,2.2022588444920288e-16
4,26,40,1.0,26,5,0,2.5274586970273094,classification,2.5274586970273094,0.0
4,27,40,0.3684210526315789,24,1,0,2.812709527607961,classification,0.7250217358262864,0.7422336971841975
4,27,40,0.3684210526315789,24,2,0,2.6825460896921385,classification,0.1217156395849971,0.9546268226097969
4,27,40,0.3684210526315789,24,3,0,2.984401547118403,classification,0.1510481645484805,0.9493874526722701
4,27,40,0.3684210526315789,24,4,0,2.857636537104857,classification,0.066624378209969,0.9766854960927018
4,27,40,0.3684210526315789,24,5,0,3.1249237362207065,classification,0.0821710838617507,0.9737046114408128
4,28,40,1.0,28,1,0,1.457051979490504,classification,1.457051979490504,0.0
4,28,40,1.0,28,2,0,1.958113486018674,classification,1.958113486018674,0.0
4,28,40,1.0,28,3,0,3.152146691380811,classification,3.152146691380811,0.0
4,28,40,1.0,28,4,0,2.206822658482583,classification,2.206822658482583,0.0
4,28,40,1.0,28,5,0,1.863105659857439,classification,1.863105659857439,0.0
4,29,40,1.0,29,1,0,1.4146543318878568,classification,1.4146543318878568,0.0
4,29,40,1.0,29,2,0,0.6766259200293361,classification,0.6766259200293361,0.0
4,29,40,1.0,29,3,0,0.8477767929581538,classification,0.8477767929581538,0.0
4,29,40,1.0,29,4,0,1.3799920953636262,classification,1.3799920953636262,0.0
4,29,40,1.0,29,5,0,1.2999084505112688,classification,1.2999084505112688,0.0
4,30,40,0.1304347826086956,32,1,0,1.4226384515350898,classification,0.2113940825452157,0.8514070231146135
4,30,40,0.1304347826086956,32,2,0,1.43361873806321,classification,-0.0193615226516485,1.0135053498797075
4,30,40,0.1304347826086956,32,3,0,1.6932442311216602,classification,0.1948867082026334,0.8849033679721832
4,30,40,0.1304347826086956,32,4,0,1.6491723666849742,classification,0.6160952610350483,0.6264215472676937
4,30,40,0.1304347826086956,32,5,0,1.0557781510679276,classification,0.2425766406511432,0.7702390029517328
4,31,40,0.1304347826086956,33,1,0,1.690430403407397,classification,0.5878456159043698,0.6522509209965398
4,31,40,0.1304347826086956,33,2,0,1.5260507066026583,classification,0.514998227270459,0.662528758027337
4,31,40,0.1304347826086956,33,3,0,1.5300113334651186,classification,0.590899740016243,0.6137938804165634
4,31,40,0.1304347826086956,33,4,0,1.378441518722064,classification,0.1657749734674542,0.8797373909477552
4,31,40,0.1304347826086956,33,5,0,1.8500665945091777,classification,0.0090272834858844,0.9951205629501789
4,32,40,0.782608695652174,32,1,0,1.373188569831951,classification,0.3727919880159567,0.7285209065921817
4,32,40,0.782608695652174,32,2,0,1.5376971903875996,classification,-0.013772701935029,1.0089567061844975
4,32,40,0.782608695652174,32,3,0,1.666359209885471,classification,0.3861781183459735,0.7682503771965737
4,32,40,0.782608695652174,32,4,0,1.3380340633863697,classification,0.6950657375588156,0.48053210558802567
4,32,40,0.782608695652174,32,5,0,1.5271770144634358,classification,0.8368975012574313,0.45199705513412924
4,33,40,0.8695652173913043,33,1,0,0.7752708565895539,classification,0.747430083500641,0.03591102754898525
4,33,40,0.8695652173913043,33,2,0,0.8238452989722846,classification,0.4895826046178502,0.40573478391078316
4,33,40,0.8695652173913043,33,3,0,1.3714727313706314,classification,0.4629572156723606,0.6624378997242714
4,33,40,0.8695652173913043,33,4,0,0.7869740055777865,classification,0.0670637400275118,0.914782776111805
4,33,40,0.8695652173913043,33,5,0,1.202731667262079,classification,0.5555685288850669,0.5380777408565507
4,34,40,0.7391304347826086,34,1,0,2.3167426277212555,classification,0.4221516511967311,0.8177822403984689
4,34,40,0.7391304347826086,34,2,0,3.5131833221392683,classification,2.4411705801930466,0.3051399951692374
4,34,40,0.7391304347826086,34,3,0,2.064324791896478,classification,1.3638365353819075,0.33933044803043705
4,34,40,0.7391304347826086,34,4,0,2.233942035042322,classification,1.6409225566189818,0.2654587581598129
4,34,40,0.7391304347826086,34,5,0,1.8877116093749544,classification,0.0323241189011561,0.9828765587176428
4,35,40,1.0,35,1,0,1.899851882718159,classification,1.899851882718159,0.0
4,35,40,1.0,35,2,0,2.6363121108346563,classification,2.6363121108346563,0.0
4,35,40,1.0,35,3,0,2.733213772734792,classification,2.733213772734792,0.0
4,35,40,1.0,35,4,0,3.0961593546164674,classification,3.0961593546164674,0.0
4,35,40,1.0,35,5,0,1.646607072970284,classification,1.646607072970284,0.0
4,36,40,0.9545454545454546,36,1,0,2.847182872703401,classification,2.891500197562343,-0.01556532433649497
4,36,40,0.9545454545454546,36,2,0,2.297639884439525,classification,0.5242635884893897,0.771825170671915
4,36,40,0.9545454545454546,36,3,0,1.7058158025869694,classification,1.3914622932537453,0.18428338444074013
4,36,40,0.9545454545454546,36,4,0,2.536182340085704,classification,2.494030802979481,0.016620073580671132
4,36,40,0.9545454545454546,36,5,0,2.8590074171631885,classification,2.849181101360886,0.0034369675794868873
