target_set,shape_id,readable_shape,step,classification,nca_seed,accuracy,majority_vote,seed,classification_vx,majority_vote_vx
4,13,1111111-1000101,40,0;0;13-4;0;13-6;0;13-0;1;13-1;1;13-2;1;13-3;1;13-4;1;13-5;1;13-6;1;13,4,1.0,13,3,2.128371999114025,2.128371999114025
4,13,1111111-1000101,40,0;0;13-4;0;13-6;0;13-0;1;13-1;1;13-2;1;13-3;1;13-4;1;13-5;1;13-6;1;13,4,1.0,13,4,1.5169846408195216,1.5169846408195216
4,13,1111111-1000101,40,0;0;13-4;0;13-6;0;13-0;1;13-1;1;13-2;1;13-3;1;13-4;1;13-5;1;13-6;1;13,4,1.0,13,5,2.000814798509212,2.000814798509212
4,14,1111111-1010001,40,0;0;14-2;0;14-6;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14-5;1;14-6;1;14,4,1.0,14,1,0.8512077216786176,0.8512077216786176
4,14,1111111-1010001,40,0;0;14-2;0;14-6;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14-5;1;14-6;1;14,4,1.0,14,2,1.6848345619064018,1.6848345619064018
4,14,1111111-1010001,40,0;0;14-2;0;14-6;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14-5;1;14-6;1;14,4,1.0,14,3,1.5917241535471112,1.5917241535471112
4,14,1111111-1010001,40,0;0;14-2;0;14-6;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14-5;1;14-6;1;14,4,1.0,14,4,1.0167927838462776,1.0167927838462776
4,14,1111111-1010001,40,0;0;14-2;0;14-6;0;14-0;1;14-1;1;14-2;1;14-3;1;14-4;1;14-5;1;14-6;1;14,4,1.0,14,5,1.7387368455424668,1.7387368455424668
4,15,1111-1001,40,0;0;13-3;0;13-0;1;13-1;1;13-2;1;13-3;1;13,4,0.0,13,1,0.2793269621614249,0.2793269621614249
4,15,1111-1001,40,0;0;13-3;0;13-0;1;13-1;1;13-2;1;13-3;1;13,4,0.0,13,2,0.14184026867736327,0.14184026867736327
4,15,1111-1001,40,0;0;13-3;0;13-0;1;13-1;1;13-2;1;13-3;1;13,4,0.0,13,3,0.39176159888784723,0.39176159888784723
4,15,1111-1001,40,0;0;13-3;0;13-0;1;13-1;1;13-2;1;13-3;1;13,4,0.0,13,4,0.4803774493482933,0.4803774493482933
4,15,1111-1001,40,0;0;13-3;0;13-0;1;13-1;1;13-2;1;13-3;1;13,4,0.0,13,5,0.03617951746756517,0.03617951746756517
4,16,1111-0001,40,3;0;16-0;1;18-1;1;18-2;1;18-3;1;28,4,0.2,18,1,1.4824119688121058,0.24032325766695267
4,16,1111-0001,40,3;0;16-0;1;18-1;1;18-2;1;18-3;1;28,4,0.2,18,2,0.2707694665681394,0.12093135862293428
4,16,1111-0001,40,3;0;16-0;1;18-1;1;18-2;1;18-3;1;28,4,0.2,18,3,0.284873953835823,0.0017802547773128684
4,16,1111-0001,40,3;0;16-0;1;18-1;1;18-2;1;18-3;1;28,4,0.2,18,4,2.0639318454886526,0.22879805386003527
4,16,1111-0001,40,3;0;16-0;1;18-1;1;18-2;1;18-3;1;28,4,0.2,18,5,0.41933244303113565,0.1599426505858748
4,17,1111-1000,40,0;0;17-0;1;18-1;1;18-2;1;18-3;1;17,4,0.4,18,1,-0.005638982746894329,0.004591047454607876
4,17,1111-1000,40,0;0;17-0;1;18-1;1;18-2;1;18-3;1;17,4,0.4,18,2,-0.02420132040986792,-0.020116602516946525
4,17,1111-1000,40,0;0;17-0;1;18-1;1;18-2;1;18-3;1;17,4,0.4,18,3,-0.02488080709570527,0.025058638300889353
4,17,1111-1000,40,0;0;17-0;1;18-1;1;18-2;1;18-3;1;17,4,0.4,18,4,-0.001110525268286915,-0.01199145672664846
4,17,1111-1000,40,0;0;17-0;1;18-1;1;18-2;1;18-3;1;17,4,0.4,18,5,-0.0227688685960835,-0.02357263190903127
4,18,1111,40,0;0;18-1;0;18-2;0;18-3;0;18,4,1.0,18,1,0.618152967902345,0.618152967902345
4,18,1111,40,0;0;18-1;0;18-2;0;18-3;0;18,4,1.0,18,2,0.6607999140734201,0.6607999140734201
4,18,1111,40,0;0;18-1;0;18-2;0;18-3;0;18,4,1.0,18,3,0.23022832021382703,0.23022832021382703
4,18,1111,40,0;0;18-1;0;18-2;0;18-3;0;18,4,1.0,18,4,0.6401784294755521,0.6401784294755521
4,18,1111,40,0;0;18-1;0;18-2;0;18-3;0;18,4,1.0,18,5,0.6432146811123464,0.6432146811123464
4,19,111,40,0;0;18-1;0;18-2;0;18,4,0.0,18,1,0.1305572639274909,0.1305572639274909
4,19,111,40,0;0;18-1;0;18-2;0;18,4,0.0,18,2,-0.010741337722638074,-0.010741337722638074
4,19,111,40,0;0;18-1;0;18-2;0;18,4,0.0,18,3,0.14830384744366482,0.14830384744366482
4,19,111,40,0;0;18-1;0;18-2;0;18,4,0.0,18,4,0.26140587729128506,0.26140587729128506
4,19,111,40,0;0;18-1;0;18-2;0;18,4,0.0,18,5,0.059068507429957215,0.059068507429957215
4,20,11111-10101,40,0;0;10-2;0;10-4;0;10-0;1;10-1;1;10-2;1;10-3;1;10-4;1;10,4,0.0,10,1,1.5613854494158346,1.5613854494158346
4,20,11111-10101,40,0;0;10-2;0;10-4;0;10-0;1;10-1;1;10-2;1;10-3;1;10-4;1;10,4,0.0,10,2,0.48474778585955286,0.48474778585955286
4,20,11111-10101,40,0;0;10-2;0;10-4;0;10-0;1;10-1;1;10-2;1;10-3;1;10-4;1;10,4,0.0,10,3,0.49111018270789103,0.49111018270789103
4,20,11111-10101,40,0;0;10-2;0;10-4;0;10-0;1;10-1;1;10-2;1;10-3;1;10-4;1;10,4,0.0,10,4,0.9105737853075632,0.9105737853075632
4,20,11111-10101,40,0;0;10-2;0;10-4;0;10-0;1;10-1;1;10-2;1;10-3;1;10-4;1;10,4,0.0,10,5,0.5914140506238335,0.5914140506238335
4,21,11111-00101,40,2;0;11-4;0;11-0;1;11-1;1;11-2;1;11-3;1;11-4;1;11,4,0.0,11,1,0.812081451780541,0.812081451780541
4,21,11111-00101,40,2;0;11-4;0;11-0;1;11-1;1;11-2;1;11-3;1;11-4;1;11,4,0.0,11,2,1.3227731617978977,1.3227731617978977
4,21,11111-00101,40,2;0;11-4;0;11-0;1;11-1;1;11-2;1;11-3;1;11-4;1;11,4,0.0,11,3,0.4368472815765092,0.4368472815765092
4,21,11111-00101,40,2;0;11-4;0;11-0;1;11-1;1;11-2;1;11-3;1;11-4;1;11,4,0.0,11,4,0.30558629097906237,0.30558629097906237
4,21,11111-00101,40,2;0;11-4;0;11-0;1;11-1;1;11-2;1;11-3;1;11-4;1;11,4,0.0,11,5,0.18236032758322754,0.18236032758322754
4,22,11111-10001,40,0;0;13-4;0;13-0;1;13-1;1;13-2;1;13-3;1;13-4;1;13,4,0.0,13,1,0.499008363356839,0.499008363356839
4,22,11111-10001,40,0;0;13-4;0;13-0;1;13-1;1;13-2;1;13-3;1;13-4;1;13,4,0.0,13,2,0.16441724850860578,0.16441724850860578
4,22,11111-10001,40,0;0;13-4;0;13-0;1;13-1;1;13-2;1;13-3;1;13-4;1;13,4,0.0,13,3,0.0604072004701942,0.0604072004701942
4,22,11111-10001,40,0;0;13-4;0;13-0;1;13-1;1;13-2;1;13-3;1;13-4;1;13,4,0.0,13,4,0.42341646496380897,0.42341646496380897
4,22,11111-10001,40,0;0;13-4;0;13-0;1;13-1;1;13-2;1;13-3;1;13-4;1;13,4,0.0,13,5,0.08231428271829537,0.08231428271829537
4,23,11111-10100,40,0;0;12-2;0;37-0;1;12-1;1;12-2;1;12-3;1;12-4;1;12,4,0.0,12,1,-0.02184072927374584,0.6340728899245308
4,23,11111-10100,40,0;0;12-2;0;37-0;1;12-1;1;12-2;1;12-3;1;12-4;1;12,4,0.0,12,2,-0.0314011660041678,0.17165958795524122
4,23,11111-10100,40,0;0;12-2;0;37-0;1;12-1;1;12-2;1;12-3;1;12-4;1;12,4,0.0,12,3,1.1148868322725918,1.2700236161715903
4,23,11111-10100,40,0;0;12-2;0;37-0;1;12-1;1;12-2;1;12-3;1;12-4;1;12,4,0.0,12,4,0.12476795985328305,0.16591103918110622
4,23,11111-10100,40,0;0;12-2;0;37-0;1;12-1;1;12-2;1;12-3;1;12-4;1;12,4,0.0,12,5,-0.009588549970062445,-0.014574345803294114
4,24,111111-111111-110011-110011,40,0;0;24-1;0;25-4;0;24-5;0;25-0;1;24-1;1;25-4;1;24-5;1;25-0;2;24-1;2;25-2;2;24-3;2;24-4;2;25-5;2;24-0;3;25-1;3;25-2;3;24-3;3;24-4;3;25-5;3;25,4,0.5,24,1,0.027569903207926825,2.611042407021058
4,24,111111-111111-110011-110011,40,0;0;24-1;0;25-4;0;24-5;0;25-0;1;24-1;1;25-4;1;24-5;1;25-0;2;24-1;2;25-2;2;24-3;2;24-4;2;25-5;2;24-0;3;25-1;3;25-2;3;24-3;3;24-4;3;25-5;3;25,4,0.5,24,2,-0.0028034637877428796,2.2480949222969904
4,24,111111-111111-110011-110011,40,0;0;24-1;0;25-4;0;24-5;0;25-0;1;24-1;1;25-4;1;24-5;1;25-0;2;24-1;2;25-2;2;24-3;2;24-4;2;25-5;2;24-0;3;25-1;3;25-2;3;24-3;3;24-4;3;25-5;3;25,4,0.5,24,3,0.2574896543366989,1.7123169495395099
4,24,111111-111111-110011-110011,40,0;0;24-1;0;25-4;0;24-5;0;25-0;1;24-1;1;25-4;1;24-5;1;25-0;2;24-1;2;25-2;2;24-3;2;24-4;2;25-5;2;24-0;3;25-1;3;25-2;3;24-3;3;24-4;3;25-5;3;25,4,0.5,24,4,0.0783209037553396,2.1171863936540936
4,24,111111-111111-110011-110011,40,0;0;24-1;0;25-4;0;24-5;0;25-0;1;24-1;1;25-4;1;24-5;1;25-0;2;24-1;2;25-2;2;24-3;2;24-4;2;25-5;2;24-0;3;25-1;3;25-2;3;24-3;3;24-4;3;25-5;3;25,4,0.5,24,5,1.623546017347755,1.6888696862383352
4,25,011111-111111-110011-110011,40,0;0;24-1;0;25-4;0;24-5;0;25-0;1;25-1;1;25-4;1;24-5;1;25-0;2;25-1;2;25-2;2;24-3;2;24-4;2;25-5;2;24-1;3;25-2;3;25-3;3;24-4;3;25-5;3;25,4,0.631578947368421,25,1,-0.0349920109645418,1.7122133416296341
4,25,011111-111111-110011-110011,40,0;0;24-1;0;25-4;0;24-5;0;25-0;1;25-1;1;25-4;1;24-5;1;25-0;2;25-1;2;25-2;2;24-3;2;24-4;2;25-5;2;24-1;3;25-2;3;25-3;3;24-4;3;25-5;3;25,4,0.631578947368421,25,2,0.012186885152053855,2.057926796539591
4,25,011111-111111-110011-110011,40,0;0;24-1;0;25-4;0;24-5;0;25-0;1;25-1;1;25-4;1;24-5;1;25-0;2;25-1;2;25-2;2;24-3;2;24-4;2;25-5;2;24-1;3;25-2;3;25-3;3;24-4;3;25-5;3;25,4,0.631578947368421,25,3,0.13116191616550454,0.9710395943176855
4,25,011111-111111-110011-110011,40,0;0;24-1;0;25-4;0;24-5;0;25-0;1;25-1;1;25-4;1;24-5;1;25-0;2;25-1;2;25-2;2;24-3;2;24-4;2;25-5;2;24-1;3;25-2;3;25-3;3;24-4;3;25-5;3;25,4,0.631578947368421,25,4,-0.005110313998115099,2.57550230390787
4,25,011111-111111-110011-110011,40,0;0;24-1;0;25-4;0;24-5;0;25-0;1;25-1;1;25-4;1;24-5;1;25-0;2;25-1;2;25-2;2;24-3;2;24-4;2;25-5;2;24-1;3;25-2;3;25-3;3;24-4;3;25-5;3;25,4,0.631578947368421,25,5,1.408552749336945,2.43492164310885
4,26,111110-111111-110011-110011,40,0;0;24-1;0;25-4;0;24-5;0;25-0;1;24-1;1;25-4;1;24-5;1;25-0;2;24-1;2;25-2;2;24-3;2;24-4;2;25-5;2;25-0;3;25-1;3;25-2;3;24-3;3;24-4;3;25,4,0.0,25,1,0.07591702918580955,-0.03636307560030087
4,26,111110-111111-110011-110011,40,0;0;24-1;0;25-4;0;24-5;0;25-0;1;24-1;1;25-4;1;24-5;1;25-0;2;24-1;2;25-2;2;24-3;2;24-4;2;25-5;2;25-0;3;25-1;3;25-2;3;24-3;3;24-4;3;25,4,0.0,25,2,0.002205693987752997,1.8946371227864918
4,26,111110-111111-110011-110011,40,0;0;24-1;0;25-4;0;24-5;0;25-0;1;24-1;1;25-4;1;24-5;1;25-0;2;24-1;2;25-2;2;24-3;2;24-4;2;25-5;2;25-0;3;25-1;3;25-2;3;24-3;3;24-4;3;25,4,0.0,25,3,0.3513368150335821,1.3994455188697723
4,26,111110-111111-110011-110011,40,0;0;24-1;0;25-4;0;24-5;0;25-0;1;24-1;1;25-4;1;24-5;1;25-0;2;24-1;2;25-2;2;24-3;2;24-4;2;25-5;2;25-0;3;25-1;3;25-2;3;24-3;3;24-4;3;25,4,0.0,25,4,0.01170522708885315,2.0810306735411337
4,26,111110-111111-110011-110011,40,0;0;24-1;0;25-4;0;24-5;0;25-0;1;24-1;1;25-4;1;24-5;1;25-0;2;24-1;2;25-2;2;24-3;2;24-4;2;25-5;2;25-0;3;25-1;3;25-2;3;24-3;3;24-4;3;25,4,0.0,25,5,1.0271564252434324,2.094632210530577
4,27,111111-111111-110011-100011,40,0;0;27-4;0;24-5;0;25-0;1;27-1;1;27-4;1;24-5;1;25-0;2;24-1;2;25-2;2;24-3;2;24-4;2;24-5;2;24-0;3;25-1;3;25-2;3;24-3;3;24-4;3;25-5;3;25,4,0.1578947368421052,24,1,0.008258282117588675,2.6689393173853935
4,27,111111-111111-110011-100011,40,0;0;27-4;0;24-5;0;25-0;1;27-1;1;27-4;1;24-5;1;25-0;2;24-1;2;25-2;2;24-3;2;24-4;2;24-5;2;24-0;3;25-1;3;25-2;3;24-3;3;24-4;3;25-5;3;25,4,0.1578947368421052,24,2,0.009147072789603852,2.3954320184645526
4,27,111111-111111-110011-100011,40,0;0;27-4;0;24-5;0;25-0;1;27-1;1;27-4;1;24-5;1;25-0;2;24-1;2;25-2;2;24-3;2;24-4;2;24-5;2;24-0;3;25-1;3;25-2;3;24-3;3;24-4;3;25-5;3;25,4,0.1578947368421052,24,3,0.16167351106678812,1.2530550067885209
4,27,111111-111111-110011-100011,40,0;0;27-4;0;24-5;0;25-0;1;27-1;1;27-4;1;24-5;1;25-0;2;24-1;2;25-2;2;24-3;2;24-4;2;24-5;2;24-0;3;25-1;3;25-2;3;24-3;3;24-4;3;25-5;3;25,4,0.1578947368421052,24,4,0.16493826508031412,1.0215990447209535
4,27,111111-111111-110011-100011,40,0;0;27-4;0;24-5;0;25-0;1;27-1;1;27-4;1;24-5;1;25-0;2;24-1;2;25-2;2;24-3;2;24-4;2;24-5;2;24-0;3;25-1;3;25-2;3;24-3;3;24-4;3;25-5;3;25,4,0.1578947368421052,24,5,0.05176427064511074,0.2565575741483844
4,28,111111-111111-110011-110001,40,0;0;28-1;0;28-5;0;28-0;1;28-1;1;28-4;1;28-5;1;28-0;2;28-1;2;28-2;2;30-3;2;28-4;2;28-5;2;30-0;3;28-1;3;28-2;3;28-3;3;28-4;3;28-5;3;28,4,0.8947368421052632,28,1,0.29321566194440724,1.4570519794905041
4,28,111111-111111-110011-110001,40,0;0;28-1;0;28-5;0;28-0;1;28-1;1;28-4;1;28-5;1;28-0;2;28-1;2;28-2;2;30-3;2;28-4;2;28-5;2;30-0;3;28-1;3;28-2;3;28-3;3;28-4;3;28-5;3;28,4,0.8947368421052632,28,2,0.5997253426141587,1.958113486018674
4,28,111111-111111-110011-110001,40,0;0;28-1;0;28-5;0;28-0;1;28-1;1;28-4;1;28-5;1;28-0;2;28-1;2;28-2;2;30-3;2;28-4;2;28-5;2;30-0;3;28-1;3;28-2;3;28-3;3;28-4;3;28-5;3;28,4,0.8947368421052632,28,3,-0.005161751235757364,3.152146691380811
4,28,111111-111111-110011-110001,40,0;0;28-1;0;28-5;0;28-0;1;28-1;1;28-4;1;28-5;1;28-0;2;28-1;2;28-2;2;30-3;2;28-4;2;28-5;2;30-0;3;28-1;3;28-2;3;28-3;3;28-4;3;28-5;3;28,4,0.8947368421052632,28,4,0.6003867048899512,2.206822658482583
4,28,111111-111111-110011-110001,40,0;0;28-1;0;28-5;0;28-0;1;28-1;1;28-4;1;28-5;1;28-0;2;28-1;2;28-2;2;30-3;2;28-4;2;28-5;2;30-0;3;28-1;3;28-2;3;28-3;3;28-4;3;28-5;3;28,4,0.8947368421052632,28,5,0.6654214051998377,1.863105659857439
4,29,11111111-11111111-11111111,40,0;0;30-1;0;28-2;0;28-3;0;28-4;0;28-5;0;28-6;0;30-7;0;31-0;1;30-1;1;28-2;1;28-3;1;28-4;1;28-5;1;28-6;1;28-7;1;31-0;2;30-1;2;30-2;2;28-3;2;28-4;2;28-5;2;28-6;2;28-7;2;28,4,0.0,28,1,-0.0333135300767438,-0.03645235029634415
4,29,11111111-11111111-11111111,40,0;0;30-1;0;28-2;0;28-3;0;28-4;0;28-5;0;28-6;0;30-7;0;31-0;1;30-1;1;28-2;1;28-3;1;28-4;1;28-5;1;28-6;1;28-7;1;31-0;2;30-1;2;30-2;2;28-3;2;28-4;2;28-5;2;28-6;2;28-7;2;28,4,0.0,28,2,0.3277308565712713,0.6001018182336328
4,29,11111111-11111111-11111111,40,0;0;30-1;0;28-2;0;28-3;0;28-4;0;28-5;0;28-6;0;30-7;0;31-0;1;30-1;1;28-2;1;28-3;1;28-4;1;28-5;1;28-6;1;28-7;1;31-0;2;30-1;2;30-2;2;28-3;2;28-4;2;28-5;2;28-6;2;28-7;2;28,4,0.0,28,3,-7.015594861776818E-5,-0.03889434986868697
4,29,11111111-11111111-11111111,40,0;0;30-1;0;28-2;0;28-3;0;28-4;0;28-5;0;28-6;0;30-7;0;31-0;1;30-1;1;28-2;1;28-3;1;28-4;1;28-5;1;28-6;1;28-7;1;31-0;2;30-1;2;30-2;2;28-3;2;28-4;2;28-5;2;28-6;2;28-7;2;28,4,0.0,28,4,0.3108455721200301,0.6414872316386547
4,29,11111111-11111111-11111111,40,0;0;30-1;0;28-2;0;28-3;0;28-4;0;28-5;0;28-6;0;30-7;0;31-0;1;30-1;1;28-2;1;28-3;1;28-4;1;28-5;1;28-6;1;28-7;1;31-0;2;30-1;2;30-2;2;28-3;2;28-4;2;28-5;2;28-6;2;28-7;2;28,4,0.0,28,5,0.4856707267891218,0.5622641420957726
4,30,01111111-11111111-11111111,40,0;0;30-1;0;30-2;0;30-3;0;30-4;0;30-5;0;30-6;0;30-7;0;30-0;1;30-1;1;30-2;1;30-3;1;30-4;1;30-5;1;30-6;1;30-7;1;30-1;2;30-2;2;30-3;2;30-4;2;30-5;2;30-6;2;30-7;2;30,4,1.0,30,1,1.4226384515350898,1.4226384515350898
4,30,01111111-11111111-11111111,40,0;0;30-1;0;30-2;0;30-3;0;30-4;0;30-5;0;30-6;0;30-7;0;30-0;1;30-1;1;30-2;1;30-3;1;30-4;1;30-5;1;30-6;1;30-7;1;30-1;2;30-2;2;30-3;2;30-4;2;30-5;2;30-6;2;30-7;2;30,4,1.0,30,2,1.43361873806321,1.43361873806321
4,30,01111111-11111111-11111111,40,0;0;30-1;0;30-2;0;30-3;0;30-4;0;30-5;0;30-6;0;30-7;0;30-0;1;30-1;1;30-2;1;30-3;1;30-4;1;30-5;1;30-6;1;30-7;1;30-1;2;30-2;2;30-3;2;30-4;2;30-5;2;30-6;2;30-7;2;30,4,1.0,30,3,1.6932442311216602,1.6932442311216602
4,30,01111111-11111111-11111111,40,0;0;30-1;0;30-2;0;30-3;0;30-4;0;30-5;0;30-6;0;30-7;0;30-0;1;30-1;1;30-2;1;30-3;1;30-4;1;30-5;1;30-6;1;30-7;1;30-1;2;30-2;2;30-3;2;30-4;2;30-5;2;30-6;2;30-7;2;30,4,1.0,30,4,1.6491723666849742,1.6491723666849742
4,30,01111111-11111111-11111111,40,0;0;30-1;0;30-2;0;30-3;0;30-4;0;30-5;0;30-6;0;30-7;0;30-0;1;30-1;1;30-2;1;30-3;1;30-4;1;30-5;1;30-6;1;30-7;1;30-1;2;30-2;2;30-3;2;30-4;2;30-5;2;30-6;2;30-7;2;30,4,1.0,30,5,1.0557781510679276,1.0557781510679276
4,31,11111110-11111111-11111111,40,0;0;30-1;0;28-2;0;28-3;0;28-4;0;28-5;0;28-6;0;28-7;0;28-0;1;30-1;1;28-2;1;28-3;1;28-4;1;28-5;1;28-6;1;28-7;1;28-0;2;30-1;2;30-2;2;28-3;2;28-4;2;28-5;2;28-6;2;28,4,0.0,28,1,-0.03350426283470469,-0.03382869520178638
4,31,11111110-11111111-11111111,40,0;0;30-1;0;28-2;0;28-3;0;28-4;0;28-5;0;28-6;0;28-7;0;28-0;1;30-1;1;28-2;1;28-3;1;28-4;1;28-5;1;28-6;1;28-7;1;28-0;2;30-1;2;30-2;2;28-3;2;28-4;2;28-5;2;28-6;2;28,4,0.0,28,2,0.6081373808094043,0.5623095386439598
4,31,11111110-11111111-11111111,40,0;0;30-1;0;28-2;0;28-3;0;28-4;0;28-5;0;28-6;0;28-7;0;28-0;1;30-1;1;28-2;1;28-3;1;28-4;1;28-5;1;28-6;1;28-7;1;28-0;2;30-1;2;30-2;2;28-3;2;28-4;2;28-5;2;28-6;2;28,4,0.0,28,3,-0.0064148637342778,-0.03739795978765615
4,31,11111110-11111111-11111111,40,0;0;30-1;0;28-2;0;28-3;0;28-4;0;28-5;0;28-6;0;28-7;0;28-0;1;30-1;1;28-2;1;28-3;1;28-4;1;28-5;1;28-6;1;28-7;1;28-0;2;30-1;2;30-2;2;28-3;2;28-4;2;28-5;2;28-6;2;28,4,0.0,28,4,0.5609433113105166,0.6134553730562022
4,31,11111110-11111111-11111111,40,0;0;30-1;0;28-2;0;28-3;0;28-4;0;28-5;0;28-6;0;28-7;0;28-0;1;30-1;1;28-2;1;28-3;1;28-4;1;28-5;1;28-6;1;28-7;1;28-0;2;30-1;2;30-2;2;28-3;2;28-4;2;28-5;2;28-6;2;28,4,0.0,28,5,0.5396497887098753,0.6101074059717501
4,32,11111111-11111111-01111111,40,1;0;32-2;0;32-3;0;32-4;0;32-5;0;32-6;0;32-7;0;32-0;1;32-1;1;32-2;1;32-3;1;32-4;1;32-5;1;32-6;1;32-7;1;32-0;2;32-1;2;32-2;2;32-3;2;32-4;2;32-5;2;32-6;2;32-7;2;32,4,1.0,32,1,1.373188569831951,1.373188569831951
4,32,11111111-11111111-01111111,40,1;0;32-2;0;32-3;0;32-4;0;32-5;0;32-6;0;32-7;0;32-0;1;32-1;1;32-2;1;32-3;1;32-4;1;32-5;1;32-6;1;32-7;1;32-0;2;32-1;2;32-2;2;32-3;2;32-4;2;32-5;2;32-6;2;32-7;2;32,4,1.0,32,2,1.5376971903875996,1.5376971903875996
4,32,11111111-11111111-01111111,40,1;0;32-2;0;32-3;0;32-4;0;32-5;0;32-6;0;32-7;0;32-0;1;32-1;1;32-2;1;32-3;1;32-4;1;32-5;1;32-6;1;32-7;1;32-0;2;32-1;2;32-2;2;32-3;2;32-4;2;32-5;2;32-6;2;32-7;2;32,4,1.0,32,3,1.666359209885471,1.666359209885471
4,32,11111111-11111111-01111111,40,1;0;32-2;0;32-3;0;32-4;0;32-5;0;32-6;0;32-7;0;32-0;1;32-1;1;32-2;1;32-3;1;32-4;1;32-5;1;32-6;1;32-7;1;32-0;2;32-1;2;32-2;2;32-3;2;32-4;2;32-5;2;32-6;2;32-7;2;32,4,1.0,32,4,1.3380340633863697,1.3380340633863697
4,32,11111111-11111111-01111111,40,1;0;32-2;0;32-3;0;32-4;0;32-5;0;32-6;0;32-7;0;32-0;1;32-1;1;32-2;1;32-3;1;32-4;1;32-5;1;32-6;1;32-7;1;32-0;2;32-1;2;32-2;2;32-3;2;32-4;2;32-5;2;32-6;2;32-7;2;32,4,1.0,32,5,1.5271770144634358,1.5271770144634358
4,33,11111111-11111111-11111110,40,0;0;30-1;0;28-2;0;28-3;0;28-4;0;28-5;0;28-6;0;28-0;1;30-1;1;28-2;1;28-3;1;28-4;1;28-5;1;28-6;1;28-7;1;28-0;2;30-1;2;30-2;2;28-3;2;28-4;2;28-5;2;28-6;2;28-7;2;28,4,0.0,28,1,-0.029561596448997505,-0.03460605497697264
4,33,11111111-11111111-11111110,40,0;0;30-1;0;28-2;0;28-3;0;28-4;0;28-5;0;28-6;0;28-0;1;30-1;1;28-2;1;28-3;1;28-4;1;28-5;1;28-6;1;28-7;1;28-0;2;30-1;2;30-2;2;28-3;2;28-4;2;28-5;2;28-6;2;28-7;2;28,4,0.0,28,2,0.5139785744170408,0.5053698557399126
4,33,11111111-11111111-11111110,40,0;0;30-1;0;28-2;0;28-3;0;28-4;0;28-5;0;28-6;0;28-0;1;30-1;1;28-2;1;28-3;1;28-4;1;28-5;1;28-6;1;28-7;1;28-0;2;30-1;2;30-2;2;28-3;2;28-4;2;28-5;2;28-6;2;28-7;2;28,4,0.0,28,3,-0.0063145427583017446,-0.03439537391331136
4,33,11111111-11111111-11111110,40,0;0;30-1;0;28-2;0;28-3;0;28-4;0;28-5;0;28-6;0;28-0;1;30-1;1;28-2;1;28-3;1;28-4;1;28-5;1;28-6;1;28-7;1;28-0;2;30-1;2;30-2;2;28-3;2;28-4;2;28-5;2;28-6;2;28-7;2;28,4,0.0,28,4,0.5016979213842074,0.6756765469224422
4,33,11111111-11111111-11111110,40,0;0;30-1;0;28-2;0;28-3;0;28-4;0;28-5;0;28-6;0;28-0;1;30-1;1;28-2;1;28-3;1;28-4;1;28-5;1;28-6;1;28-7;1;28-0;2;30-1;2;30-2;2;28-3;2;28-4;2;28-5;2;28-6;2;28-7;2;28,4,0.0,28,5,0.5490769595838328,0.5114091035071843
4,34,111111111-111111111-101010101,40,0;0;38-2;0;34-4;0;34-6;0;34-8;0;34-0;1;38-1;1;34-2;1;34-3;1;34-4;1;34-5;1;34-6;1;34-7;1;34-8;1;34-0;2;34-1;2;34-2;2;34-3;2;38-4;2;34-5;2;38-6;2;34-7;2;38-8;2;34,4,0.782608695652174,34,1,0.022383074238301465,2.3167426277212555
4,34,111111111-111111111-101010101,40,0;0;38-2;0;34-4;0;34-6;0;34-8;0;34-0;1;38-1;1;34-2;1;34-3;1;34-4;1;34-5;1;34-6;1;34-7;1;34-8;1;34-0;2;34-1;2;34-2;2;34-3;2;38-4;2;34-5;2;38-6;2;34-7;2;38-8;2;34,4,0.782608695652174,34,2,1.175346174651535,3.5131833221392683
4,34,111111111-111111111-101010101,40,0;0;38-2;0;34-4;0;34-6;0;34-8;0;34-0;1;38-1;1;34-2;1;34-3;1;34-4;1;34-5;1;34-6;1;34-7;1;34-8;1;34-0;2;34-1;2;34-2;2;34-3;2;38-4;2;34-5;2;38-6;2;34-7;2;38-8;2;34,4,0.782608695652174,34,3,0.27980204203621567,2.064324791896478
4,34,111111111-111111111-101010101,40,0;0;38-2;0;34-4;0;34-6;0;34-8;0;34-0;1;38-1;1;34-2;1;34-3;1;34-4;1;34-5;1;34-6;1;34-7;1;34-8;1;34-0;2;34-1;2;34-2;2;34-3;2;38-4;2;34-5;2;38-6;2;34-7;2;38-8;2;34,4,0.782608695652174,34,4,0.7775882035443226,2.233942035042322
4,34,111111111-111111111-101010101,40,0;0;38-2;0;34-4;0;34-6;0;34-8;0;34-0;1;38-1;1;34-2;1;34-3;1;34-4;1;34-5;1;34-6;1;34-7;1;34-8;1;34-0;2;34-1;2;34-2;2;34-3;2;38-4;2;34-5;2;38-6;2;34-7;2;38-8;2;34,4,0.782608695652174,34,5,0.04323275527988116,1.8877116093749546
