shapes_set,shape_id,target_set,closest_shape_id,edit_distance,readable_shape,step,classification,majority_vote,nca_seed,seed,classification_vx,majority_vote_vx
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;4,1,0,3,0.18855304680684803,0.12122611166523378
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;4,1,0,4,0.5133959845637298,0.3944268705877136
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;4,1,0,5,0.23901086167461666,0.17647678080912305
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;4,1,1,1,0.19963644792264412,-0.032444618140586794
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;4,1,1,2,0.2864402871611375,-0.015363299074963322
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;4,1,1,3,0.18855304680684803,0.12122611166523378
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;4,1,1,4,0.5133959845637298,0.3944268705877136
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;4,1,1,5,0.23901086167461666,0.17647678080912305
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,2,1,-0.032444618140586794,-0.032444618140586794
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,2,2,-0.015363299074963322,-0.015363299074963322
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,2,3,0.12122611166523378,0.12122611166523378
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,2,4,0.3944268705877136,0.3944268705877136
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,2,5,0.17647678080912305,0.17647678080912305
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;5,1,3,1,0.2171514092315073,-0.032444618140586794
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;5,1,3,2,0.6754662670977479,-0.015363299074963322
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;5,1,3,3,0.30812527885628527,0.12122611166523378
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;5,1,3,4,0.3324116530923569,0.3944268705877136
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;5,1,3,5,0.41735081609504865,0.17647678080912305
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,4,1,-0.032444618140586794,-0.032444618140586794
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,4,2,-0.015363299074963322,-0.015363299074963322
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,4,3,0.12122611166523378,0.12122611166523378
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,4,4,0.3944268705877136,0.3944268705877136
4,9,2,1,1,11111-11110,40,0;0;1-1;0;1-2;0;1-3;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,4,5,0.17647678080912305,0.17647678080912305
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,0,1,1.8447792354991328,1.8447792354991328
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,0,2,1.6754072888600566,1.6754072888600566
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,0,3,1.8163143609542265,1.8163143609542265
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,0,4,2.0402809165026605,2.0402809165026605
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,0,5,0.9958888399089895,0.9958888399089895
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,1,1,1.8447792354991328,1.8447792354991328
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,1,2,1.6754072888600566,1.6754072888600566
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,1,3,1.8163143609542265,1.8163143609542265
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,1,4,2.0402809165026605,2.0402809165026605
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,1,5,0.9958888399089895,0.9958888399089895
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,2,1,1.8447792354991328,1.8447792354991328
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,2,2,1.6754072888600566,1.6754072888600566
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,2,3,1.8163143609542265,1.8163143609542265
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,2,4,2.0402809165026605,2.0402809165026605
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,2,5,0.9958888399089895,0.9958888399089895
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,3,1,1.8447792354991328,1.8447792354991328
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,3,2,1.6754072888600566,1.6754072888600566
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,3,3,1.8163143609542265,1.8163143609542265
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,3,4,2.0402809165026605,2.0402809165026605
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,3,5,0.9958888399089895,0.9958888399089895
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,4,1,1.8447792354991328,1.8447792354991328
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,4,2,1.6754072888600566,1.6754072888600566
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,4,3,1.8163143609542265,1.8163143609542265
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,4,4,2.0402809165026605,2.0402809165026605
4,10,2,2,0,1111111-1010101,40,0;0;2-2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,4,5,0.9958888399089895,0.9958888399089895
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,0,1,0.4278279097118659,0.4278279097118659
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,0,2,0.3643381299062367,0.3643381299062367
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,0,3,0.7099728022172763,0.7099728022172763
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,0,4,0.8382595284166262,0.8382595284166262
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,0,5,0.5863008743472263,0.5863008743472263
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,1,1,0.4278279097118659,0.4278279097118659
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,1,2,0.3643381299062367,0.3643381299062367
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,1,3,0.7099728022172763,0.7099728022172763
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,1,4,0.8382595284166262,0.8382595284166262
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,1,5,0.5863008743472263,0.5863008743472263
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,2,1,0.4278279097118659,0.4278279097118659
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,2,2,0.3643381299062367,0.3643381299062367
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,2,3,0.7099728022172763,0.7099728022172763
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,2,4,0.8382595284166262,0.8382595284166262
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,2,5,0.5863008743472263,0.5863008743472263
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;3-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,3,1,0.04220313884956107,0.4278279097118659
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;3-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,3,2,0.2563636940246276,0.3643381299062367
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;3-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,3,3,0.8414494482729759,0.7099728022172763
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;3-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,3,4,0.20303318500846473,0.8382595284166262
4,11,2,2,1,1111111-0010101,40,2;0;2-4;0;2-6;0;2-0;1;3-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,3,5,0.2950541060974078,0.5863008743472263
4,11,2,2,1,1111111-0010101,40,2;0;5-4;0;5-6;0;2-0;1;4-1;1;4-2;1;5-3;1;5-4;1;5-5;1;5-6;1;2,5,4,1,-0.01626690126233108,0.6951135076190672
4,11,2,2,1,1111111-0010101,40,2;0;5-4;0;5-6;0;2-0;1;4-1;1;4-2;1;5-3;1;5-4;1;5-5;1;5-6;1;2,5,4,2,0.3747936996456458,-0.026105043622757184
4,11,2,2,1,1111111-0010101,40,2;0;5-4;0;5-6;0;2-0;1;4-1;1;4-2;1;5-3;1;5-4;1;5-5;1;5-6;1;2,5,4,3,0.39521078642106566,0.3722432359428501
4,11,2,2,1,1111111-0010101,40,2;0;5-4;0;5-6;0;2-0;1;4-1;1;4-2;1;5-3;1;5-4;1;5-5;1;5-6;1;2,5,4,4,0.3019333706348085,0.18369964352169707
4,11,2,2,1,1111111-0010101,40,2;0;5-4;0;5-6;0;2-0;1;4-1;1;4-2;1;5-3;1;5-4;1;5-5;1;5-6;1;2,5,4,5,0.9661978588767623,0.496346967643753
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;4,2,0,1,1.138418517128301,1.0867747487888724
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;4,2,0,2,0.5964429728077509,0.6598934961863259
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;4,2,0,3,0.7241730297433769,0.8984516429039723
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;4,2,0,4,1.194910342827927,1.1224033897037962
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;4,2,0,5,1.6134847172414009,0.8556291321922784
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,1,1,1.0867747487888724,1.0867747487888724
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,1,2,0.6598934961863259,0.6598934961863259
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,1,3,0.8984516429039723,0.8984516429039723
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,1,4,1.1224033897037962,1.1224033897037962
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,1,5,0.8556291321922784,0.8556291321922784
4,12,2,2,1,1111111-1010100,40,0;0;5-2;0;5-4;0;5-0;1;5-1;1;5-2;1;5-3;1;5-4;1;5-5;1;4-6;1;4,5,2,1,0.3663420710054793,0.3621377871432156
4,12,2,2,1,1111111-1010100,40,0;0;5-2;0;5-4;0;5-0;1;5-1;1;5-2;1;5-3;1;5-4;1;5-5;1;4-6;1;4,5,2,2,0.4773684130445152,0.712039043582419
4,12,2,2,1,1111111-1010100,40,0;0;5-2;0;5-4;0;5-0;1;5-1;1;5-2;1;5-3;1;5-4;1;5-5;1;4-6;1;4,5,2,3,0.46708060145429176,0.42546714185910356
4,12,2,2,1,1111111-1010100,40,0;0;5-2;0;5-4;0;5-0;1;5-1;1;5-2;1;5-3;1;5-4;1;5-5;1;4-6;1;4,5,2,4,0.01900932993928016,0.12940802778096955
4,12,2,2,1,1111111-1010100,40,0;0;5-2;0;5-4;0;5-0;1;5-1;1;5-2;1;5-3;1;5-4;1;5-5;1;4-6;1;4,5,2,5,-0.030454653875603095,0.10041430841859438
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,3,1,1.0867747487888724,1.0867747487888724
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,3,2,0.6598934961863259,0.6598934961863259
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,3,3,0.8984516429039723,0.8984516429039723
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,3,4,1.1224033897037962,1.1224033897037962
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,3,5,0.8556291321922784,0.8556291321922784
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,4,1,1.0867747487888724,1.0867747487888724
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,4,2,0.6598934961863259,0.6598934961863259
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,4,3,0.8984516429039723,0.8984516429039723
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,4,4,1.1224033897037962,1.1224033897037962
4,12,2,2,1,1111111-1010100,40,0;0;2-2;0;2-4;0;2-0;1;2-1;1;2-2;1;2-3;1;2-4;1;2-5;1;2-6;1;2,2,4,5,0.8556291321922784,0.8556291321922784
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;3-2;1;3-3;1;3-4;1;5-5;1;5-6;1;5,3,0,1,0.752635221719783,0.27612994659087964
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;3-2;1;3-3;1;3-4;1;5-5;1;5-6;1;5,3,0,2,0.015164129639101727,0.3686126042609299
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;3-2;1;3-3;1;3-4;1;5-5;1;5-6;1;5,3,0,3,0.5515077364042213,0.5762160400785624
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;3-2;1;3-3;1;3-4;1;5-5;1;5-6;1;5,3,0,4,0.03472940553660803,0.3108633755203228
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;3-2;1;3-3;1;3-4;1;5-5;1;5-6;1;5,3,0,5,0.15100156608610876,0.136046371557158
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;3-2;1;3-3;1;3-4;1;5-5;1;5-6;1;5,3,1,1,0.752635221719783,0.27612994659087964
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;3-2;1;3-3;1;3-4;1;5-5;1;5-6;1;5,3,1,2,0.015164129639101727,0.3686126042609299
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;3-2;1;3-3;1;3-4;1;5-5;1;5-6;1;5,3,1,3,0.5515077364042213,0.5762160400785624
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;3-2;1;3-3;1;3-4;1;5-5;1;5-6;1;5,3,1,4,0.03472940553660803,0.3108633755203228
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;3-2;1;3-3;1;3-4;1;5-5;1;5-6;1;5,3,1,5,0.15100156608610876,0.136046371557158
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;4-2;1;4-3;1;4-4;1;5-5;1;5-6;1;5,5,2,1,0.46134984404089463,0.25802865450078427
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;4-2;1;4-3;1;4-4;1;5-5;1;5-6;1;5,5,2,2,0.14184915579272386,0.45374826512756206
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;4-2;1;4-3;1;4-4;1;5-5;1;5-6;1;5,5,2,3,0.21610688418855775,0.5962736444450017
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;4-2;1;4-3;1;4-4;1;5-5;1;5-6;1;5,5,2,4,0.11583482980276226,0.2661845390722298
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;4-2;1;4-3;1;4-4;1;5-5;1;5-6;1;5,5,2,5,0.35414213497363084,0.34134700721719197
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;3-6;0;5-0;1;3-1;1;3-2;1;4-3;1;4-4;1;3-5;1;5-6;1;5,3,3,1,0.2485594623038366,0.27612994659087964
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;3-6;0;5-0;1;3-1;1;3-2;1;4-3;1;4-4;1;3-5;1;5-6;1;5,3,3,2,0.015033340493089551,0.3686126042609299
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;3-6;0;5-0;1;3-1;1;3-2;1;4-3;1;4-4;1;3-5;1;5-6;1;5,3,3,3,0.6825848749229367,0.5762160400785624
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;3-6;0;5-0;1;3-1;1;3-2;1;4-3;1;4-4;1;3-5;1;5-6;1;5,3,3,4,0.23684604620793376,0.3108633755203228
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;3-6;0;5-0;1;3-1;1;3-2;1;4-3;1;4-4;1;3-5;1;5-6;1;5,3,3,5,-0.0312147985483785,0.136046371557158
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;4-2;1;4-3;1;4-4;1;5-5;1;5-6;1;5,5,4,1,0.46134984404089463,0.25802865450078427
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;4-2;1;4-3;1;4-4;1;5-5;1;5-6;1;5,5,4,2,0.14184915579272386,0.45374826512756206
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;4-2;1;4-3;1;4-4;1;5-5;1;5-6;1;5,5,4,3,0.21610688418855775,0.5962736444450017
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;4-2;1;4-3;1;4-4;1;5-5;1;5-6;1;5,5,4,4,0.11583482980276226,0.2661845390722298
4,13,2,2,1,1111111-1000101,40,0;0;3-4;0;5-6;0;5-0;1;3-1;1;4-2;1;4-3;1;4-4;1;5-5;1;5-6;1;5,5,4,5,0.35414213497363084,0.34134700721719197
4,14,2,2,1,1111111-1010001,40,0;0;5-2;0;5-6;0;3-0;1;5-1;1;5-2;1;5-3;1;3-4;1;3-5;1;3-6;1;3,3,0,1,0.35295641774408504,0.5196774000673555
4,14,2,2,1,1111111-1010001,40,0;0;5-2;0;5-6;0;3-0;1;5-1;1;5-2;1;5-3;1;3-4;1;3-5;1;3-6;1;3,3,0,2,0.3901387749389519,-0.03103650961423225
4,14,2,2,1,1111111-1010001,40,0;0;5-2;0;5-6;0;3-0;1;5-1;1;5-2;1;5-3;1;3-4;1;3-5;1;3-6;1;3,3,0,3,0.01505907338912692,0.04964798794888919
4,14,2,2,1,1111111-1010001,40,0;0;5-2;0;5-6;0;3-0;1;5-1;1;5-2;1;5-3;1;3-4;1;3-5;1;3-6;1;3,3,0,4,0.002040822215129652,0.22211967662286355
4,14,2,2,1,1111111-1010001,40,0;0;5-2;0;5-6;0;3-0;1;5-1;1;5-2;1;5-3;1;3-4;1;3-5;1;3-6;1;3,3,0,5,-0.031829428935372515,-0.02481318342967142
4,14,2,2,1,1111111-1010001,40,0;0;5-2;0;5-6;0;3-0;1;5-1;1;5-2;1;5-3;1;2-4;1;2-5;1;3-6;1;3,5,1,1,0.23879398214553083,0.35292225979752184
4,14,2,2,1,1111111-1010001,40,0;0;5-2;0;5-6;0;3-0;1;5-1;1;5-2;1;5-3;1;2-4;1;2-5;1;3-6;1;3,5,1,2,0.4895310168111243,-0.02641871519023093
4,14,2,2,1,1111111-1010001,40,0;0;5-2;0;5-6;0;3-0;1;5-1;1;5-2;1;5-3;1;2-4;1;2-5;1;3-6;1;3,5,1,3,0.16715971383021042,0.48600592637589873
4,14,2,2,1,1111111-1010001,40,0;0;5-2;0;5-6;0;3-0;1;5-1;1;5-2;1;5-3;1;2-4;1;2-5;1;3-6;1;3,5,1,4,0.134174606830314,0.07160778872779326
4,14,2,2,1,1111111-1010001,40,0;0;5-2;0;5-6;0;3-0;1;5-1;1;5-2;1;5-3;1;2-4;1;2-5;1;3-6;1;3,5,1,5,0.24198497581121156,0.33645129138189367
4,14,2,2,1,1111111-1010001,40,0;0;5-2;0;5-6;0;3-0;1;5-1;1;5-2;1;5-3;1;4-4;1;4-5;1;4-6;1;3,5,2,1,0.12034104469299535,0.35292225979752184
