shapes_set,shape_id,target_set,closest_shape_id,edit_distance,readable_shape,step,classification,majority_vote,nca_seed,seed,classification_vx,majority_vote_vx
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,0,2,0.43814134874011557,2.414704016545487
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,0,3,0.6254802033520278,2.636844388938681
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,0,4,1.1627998777037265,3.3789700708577333
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,0,5,3.1053169603107604,3.13971546100722
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,1,1,0.44532491311760575,2.736431530110384
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,1,2,0.43814134874011557,2.414704016545487
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,1,3,0.6254802033520278,2.636844388938681
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,1,4,1.1627998777037265,3.3789700708577333
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,1,5,3.1053169603107604,3.13971546100722
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,2,1,0.44532491311760575,2.736431530110384
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,2,2,0.43814134874011557,2.414704016545487
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,2,3,0.6254802033520278,2.636844388938681
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,2,4,1.1627998777037265,3.3789700708577333
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,2,5,3.1053169603107604,3.13971546100722
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0,0,3,1,0.5398751945479734,2.736431530110384
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0,0,3,2,0.23832135201574678,2.414704016545487
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0,0,3,3,0.2470788191303653,2.636844388938681
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0,0,3,4,1.3365302106450874,3.3789700708577333
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0,0,3,5,3.417256225094304,3.13971546100722
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,4,1,0.44532491311760575,2.736431530110384
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,4,2,0.43814134874011557,2.414704016545487
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,4,3,0.6254802033520278,2.636844388938681
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,4,4,1.1627998777037265,3.3789700708577333
3,2,1,0,1,1110-1111-1001,40,0;0;0-3;0;2-0;1;0-1;1;0-2;1;0-3;1;2-0;2;0-1;2;0-2;2;0,0,4,5,3.1053169603107604,3.13971546100722
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;1-1;1;1-2;1;0-3;1;0-0;2;1-1;2;1-2;2;0-3;2;0,0,0,1,1.0939758177963825,0.42052629521593854
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;1-1;1;1-2;1;0-3;1;0-0;2;1-1;2;1-2;2;0-3;2;0,0,0,2,0.4613727355560977,0.8099949860022262
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;1-1;1;1-2;1;0-3;1;0-0;2;1-1;2;1-2;2;0-3;2;0,0,0,3,0.22446399940660985,0.48294266439335715
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;1-1;1;1-2;1;0-3;1;0-0;2;1-1;2;1-2;2;0-3;2;0,0,0,4,0.1811092796737998,0.33032879976536483
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;1-1;1;1-2;1;0-3;1;0-0;2;1-1;2;1-2;2;0-3;2;0,0,0,5,0.22172272860552084,0.6571055666872468
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,1,1,0.42052629521593854,0.42052629521593854
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,1,2,0.8099949860022262,0.8099949860022262
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,1,3,0.48294266439335715,0.48294266439335715
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,1,4,0.33032879976536483,0.33032879976536483
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,1,5,0.6571055666872468,0.6571055666872468
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;1-1;1;1-2;1;0-3;1;0-0;2;1-1;2;0-2;2;0-3;2;0,0,2,1,0.1398045852858361,0.42052629521593854
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;1-1;1;1-2;1;0-3;1;0-0;2;1-1;2;0-2;2;0-3;2;0,0,2,2,0.059636288780115634,0.8099949860022262
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;1-1;1;1-2;1;0-3;1;0-0;2;1-1;2;0-2;2;0-3;2;0,0,2,3,0.21452954453295467,0.48294266439335715
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;1-1;1;1-2;1;0-3;1;0-0;2;1-1;2;0-2;2;0-3;2;0,0,2,4,0.08202156164551413,0.33032879976536483
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;1-1;1;1-2;1;0-3;1;0-0;2;1-1;2;0-2;2;0-3;2;0,0,2,5,0.11362577379697196,0.6571055666872468
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,3,1,0.42052629521593854,0.42052629521593854
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,3,2,0.8099949860022262,0.8099949860022262
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,3,3,0.48294266439335715,0.48294266439335715
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,3,4,0.33032879976536483,0.33032879976536483
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,3,5,0.6571055666872468,0.6571055666872468
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;1-1;1;1-2;1;0-3;1;0-0;2;1-1;2;1-2;2;1-3;2;0,1,4,1,0.37519107704668875,-0.017483451963833246
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;1-1;1;1-2;1;0-3;1;0-0;2;1-1;2;1-2;2;1-3;2;0,1,4,2,0.8937854063781276,0.8180233288394659
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;1-1;1;1-2;1;0-3;1;0-0;2;1-1;2;1-2;2;1-3;2;0,1,4,3,0.35021509484488955,2.112178059203454
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;1-1;1;1-2;1;0-3;1;0-0;2;1-1;2;1-2;2;1-3;2;0,1,4,4,0.3818520048025551,0.6899457079540362
3,3,1,0,1,1111-1111-0001,40,3;0;0-0;1;1-1;1;1-2;1;0-3;1;0-0;2;1-1;2;1-2;2;1-3;2;0,1,4,5,0.021571116510540386,-0.034182727192820894
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,0,1,0.6447978694004157,0.6447978694004157
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,0,2,1.219818596110303,1.219818596110303
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,0,3,0.7315103014793272,0.7315103014793272
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,0,4,0.3547077690856299,0.3547077690856299
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,0,5,0.2655909946658724,0.2655909946658724
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;1-3;1;1-0;2;0-1;2;1-2;2;1-3;2;1,1,1,1,-0.015575423687971029,-0.018228292616867512
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;1-3;1;1-0;2;0-1;2;1-2;2;1-3;2;1,1,1,2,-0.014783240295041989,-0.013554782836162552
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;1-3;1;1-0;2;0-1;2;1-2;2;1-3;2;1,1,1,3,0.22378821653078224,-0.018828663256417293
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;1-3;1;1-0;2;0-1;2;1-2;2;1-3;2;1,1,1,4,0.012611293917816428,-0.01225461566884528
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;1-3;1;1-0;2;0-1;2;1-2;2;1-3;2;1,1,1,5,0.0158085927841311,-0.0016115961080113304
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;1-3;1;1-0;2;0-1;2;0-2;2;0-3;2;1,0,2,1,0.0010579057349074865,0.6447978694004157
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;1-3;1;1-0;2;0-1;2;0-2;2;0-3;2;1,0,2,2,0.44973497235017784,1.219818596110303
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;1-3;1;1-0;2;0-1;2;0-2;2;0-3;2;1,0,2,3,0.09634368567495907,0.7315103014793272
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;1-3;1;1-0;2;0-1;2;0-2;2;0-3;2;1,0,2,4,0.005956390484065135,0.3547077690856299
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;1-3;1;1-0;2;0-1;2;0-2;2;0-3;2;1,0,2,5,0.5134869438374104,0.2655909946658724
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,3,1,0.6447978694004157,0.6447978694004157
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,3,2,1.219818596110303,1.219818596110303
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,3,3,0.7315103014793272,0.7315103014793272
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,3,4,0.3547077690856299,0.3547077690856299
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;0-3;1;0-0;2;0-1;2;0-2;2;0-3;2;0,0,3,5,0.2655909946658724,0.2655909946658724
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;1-3;1;1-0;2;0-1;2;0-2;2;1-3;2;1,0,4,1,0.008558301175419204,0.6447978694004157
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;1-3;1;1-0;2;0-1;2;0-2;2;1-3;2;1,0,4,2,0.502701783580533,1.219818596110303
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;1-3;1;1-0;2;0-1;2;0-2;2;1-3;2;1,0,4,3,0.3140165605244948,0.7315103014793272
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;1-3;1;1-0;2;0-1;2;0-2;2;1-3;2;1,0,4,4,-0.008658194850908652,0.3547077690856299
3,4,1,0,1,1111-1111-1000,40,0;0;0-0;1;0-1;1;0-2;1;1-3;1;1-0;2;0-1;2;0-2;2;1-3;2;1,0,4,5,0.9096976751551914,0.2655909946658724
3,5,1,1,0,11111-11111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,0,1,0.8203586789103361,0.8203586789103361
3,5,1,1,0,11111-11111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,0,2,1.6665514478278176,1.6665514478278176
3,5,1,1,0,11111-11111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,0,3,1.9333288140805736,1.9333288140805736
3,5,1,1,0,11111-11111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,0,4,0.981348190674528,0.981348190674528
3,5,1,1,0,11111-11111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,0,5,0.7563423485350818,0.7563423485350818
3,5,1,1,0,11111-11111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,1,1,0.8203586789103361,0.8203586789103361
3,5,1,1,0,11111-11111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,1,2,1.6665514478278176,1.6665514478278176
3,5,1,1,0,11111-11111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,1,3,1.9333288140805736,1.9333288140805736
3,5,1,1,0,11111-11111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,1,4,0.981348190674528,0.981348190674528
3,5,1,1,0,11111-11111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,1,5,0.7563423485350818,0.7563423485350818
3,5,1,1,0,11111-11111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,2,1,0.8203586789103361,0.8203586789103361
3,5,1,1,0,11111-11111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,2,2,1.6665514478278176,1.6665514478278176
3,5,1,1,0,11111-11111,40,0;0;1-1;0;1-2;0;1-3;0;1-4;0;1-0;1;1-1;1;1-2;1;1-3;1;1-4;1;1,1,2,3,1.9333288140805736,1.9333288140805736
